# File: UnstructuredGrid_Inversion_L1_Medium_Iter10.dat
# (No specific header documentation)

-160.964	-0.809672	146.135	0	
-159.375	-0.301598	238.678	0	
-65.625	-0.165467	197.657	0	
30.9005	-0.895475	219.14	0	
-142.912	-91.3576	790.728	0	
126.875	-0.301598	167.337	0	
31.9883	-0.542287	216.867	0	
-160.064	-62.1857	865.289	0	
-64.5161	-0.298492	209.854	0	
-119.636	-2.41546	186.048	0	
-139.485	-35.1206	1157.44	0	
-143.874	-2.53992	196.683	0	
-155.063	-23.4769	933.787	0	
-158.977	-12.4967	547.888	0	
-114.835	-1.50691	182.871	0	
-103.25	-43.3079	1159.51	0	
-67.173	-1.2985	201.067	0	
-138.896	-1.29758	196.821	0	
-155.804	-4.6491	221.798	0	
-148.979	-0.455456	236.864	0	
-144.727	-2.46781	194.874	0	
-146.402	-2.52034	192.552	0	
-126.665	-3.7351	192.864	0	
-154.467	-3.89559	201.987	0	
-157.665	-2.01948	209.094	0	
-149.586	-9.02197	341.011	0	
-155.398	-3.10955	207.889	0	
-159.43	-2.96142	201.539	0	
125.625	-0.165467	190.481	0	
-23.3864	-2.41546	202.577	0	
-158.045	-5.33416	243.523	0	
-47.0691	-1.63768	189.216	0	
-157.269	-2.01355	213.754	0	
-158.416	-11.1943	499.033	0	
-19.1602	-2.00366	215.865	0	
-151.998	-2.42029	205.268	0	
29.5898	-2.00366	205.315	0	
-42.9102	-2.00366	194.931	0	
-168.772	-1.4041	383.054	0	
-52.909	-0.778412	187.844	0	
-163.756	-1.69208	244.703	0	
-165.59	-1.84869	312.603	0	
-62.2691	-2.01355	194.549	0	
-170.861	-5.94398	484.73	0	
-61.0175	-2.7257	194.529	0	
-164.312	-11.5088	549.621	0	
-60.398	-3.10955	196.691	0	
-68.125	-0.721791	200.362	0	
-65.4468	-1.76995	199.213	0	
-87.6411	-0.463959	181.935	0	
-157.849	-0.895475	224.851	0	
-157.016	-0.298492	264.362	0	
-80.081	-2.30018	195.659	0	
-157.641	-0.463959	208.926	0	
-70.4083	-0.938252	201.959	0	
79.375	-0.301598	273.196	0	
-154.708	-0.607141	203.745	0	
55.625	-0.301598	194.311	0	
-152.706	-0.402475	241.409	0	
