GRUNDFOR SURVEY LINE 2
5.0
1
447
1
0
-20 120 40.564
0 120 39.282
20 120 38.378
-50 100 42.003
-30 100 41.343
-10 100 39.992
10 100 37.542
30 100 36.348
50 100 38.108
-80 80 42.097
-60 80 42.726
-40 80 41.620
-20 80 39.006
0 80 40.212
20 80 38.905
40 80 39.182
60 80 41.268
80 80 41.745
-110 60 43.071
70 60 44.447
-90 60 44.466
90 60 45.974
-70 60 43.693
110 60 51.365
-50 60 39.810
-30 60 41.978
-10 60 44.033
10 60 45.371
30 60 44.070
50 60 44.240
-140 40 38.365
-20 40 52.653
100 40 55.543
-120 40 46.508
0 40 52.025
120 40 58.559
-100 40 52.527
20 40 54.287
140 40 63.837
-80 40 50.768
40 40 49.888
-60 40 53.030
60 40 45.817
-40 40 56.800
80 40 47.400
-170 20 46.496
-110 20 59.188
-50 20 85.074
10 20 56.423
70 20 52.904
130 20 69.618
-150 20 37.008
-90 20 72.131
-30 20 79.168
30 20 57.805
90 20 57.931
150 20 66.853
-130 20 45.804
-70 20 81.807
-10 20 71.314
50 20 46.873
110 20 58.057
-55 30 71.911
35 30 55.229
-45 30 70.120
45 30 49.386
-35 30 67.858
55 30 43.637
-25 30 64.277
-15 30 62.204
-5 30 56.549
5 30 59.093
15 30 57.397
25 30 58.622
-60 20 85.326
0 20 64.968
60 20 48.883
-40 20 85.011
20 20 54.915
-20 20 72.508
40 20 50.328
-77.5 15 85.106
-32.5 15 86.519
12.5 15 55.229
57.5 15 47.548
-72.5 15 86.802
-27.5 15 85.671
17.5 15 53.250
62.5 15 49.951
-67.5 15 88.027
-22.5 15 78.791
22.5 15 54.569
67.5 15 51.931
-62.5 15 89.158
-17.5 15 73.702
27.5 15 54.192
72.5 15 52.967
-57.5 15 91.185
-12.5 15 68.895
32.5 15 52.590
77.5 15 51.742
-52.5 15 89.771
-7.5 15 70.450
37.5 15 51.412
-47.5 15 89.630
-2.5 15 67.152
42.5 15 49.763
-42.5 15 87.132
2.5 15 63.523
47.5 15 46.794
-37.5 15 87.698
7.5 15 56.454
52.5 15 45.569
-85 10 80.865
-55 10 89.535
-25 10 80.425
5 10 51.522
35 10 54.507
65 10 44.391
-80 10 85.828
-50 10 89.221
-20 10 73.922
10 10 51.585
40 10 50.580
70 10 46.747
-75 10 85.577
-45 10 90.478
-15 10 65.157
15 10 55.418
45 10 45.113
75 10 46.558
-70 10 84.006
-40 10 87.556
-10 10 62.895
20 10 52.527
50 10 43.668
80 10 47.124
-65 10 87.870
-35 10 82.624
-5 10 64.151
25 10 50.014
55 10 43.354
85 10 47.061
-60 10 90.666
-30 10 82.184
0 10 59.062
30 10 51.773
60 10 43.228
-92.5 5 68.801
-77.5 5 70.686
-62.5 5 76.655
-47.5 5 77.283
-32.5 5 71.000
-17.5 5 55.355
-2.5 5 49.574
12.5 5 41.752
27.5 5 53.077
42.5 5 42.616
57.5 5 41.343
72.5 5 40.904
87.5 5 40.668
-87.5 5 68.173
-72.5 5 72.885
-57.5 5 78.854
-42.5 5 76.655
-27.5 5 63.460
-12.5 5 54.884
2.5 5 40.982
17.5 5 48.820
32.5 5 53.030
47.5 5 39.364
62.5 5 38.108
77.5 5 40.731
92.5 5 39.270
-82.5 5 72.257
-67.5 5 73.827
-52.5 5 75.398
-37.5 5 70.058
-22.5 5 64.717
-7.5 5 49.637
7.5 5 40.966
22.5 5 50.093
37.5 5 46.998
52.5 5 37.762
67.5 5 41.123
82.5 5 41.626
-80 120 37.925
-100 120 35.437
-120 120 36.191
-70 100 44.705
-90 100 38.327
-110 100 33.301
-130 100 35.783
-150 100 38.453
-100 80 38.453
-120 80 36.015
-140 80 34.759
-160 80 40.388
-180 80 45.993
-170 60 36.889
-190 60 46.087
-210 60 44.296
-130 60 39.207
-150 60 37.511
-200 40 43.354
-220 40 42.336
-240 40 45.239
-160 40 38.064
-180 40 46.998
-230 20 70.309
-190 20 57.554
-250 20 67.544
-210 20 66.602
-270 20 60.319
-135 30 39.584
-145 30 36.097
-65 30 68.330
-155 30 38.170
-75 30 62.392
-85 30 58.245
-95 30 56.077
-105 30 57.114
-115 30 53.533
-125 30 49.009
-100 20 63.460
-160 20 40.589
-120 20 56.800
-80 20 79.671
-140 20 36.568
-112.5 15 63.759
-157.5 15 39.678
-162.5 15 41.281
-122.5 15 58.151
-167.5 15 45.616
-82.5 15 84.540
-127.5 15 47.407
-172.5 15 48.915
-87.5 15 82.891
-177.5 15 55.606
-92.5 15 81.006
-137.5 15 37.416
-97.5 15 72.382
-142.5 15 34.777
-107.5 15 63.711
-152.5 15 38.265
-105 10 71.000
-135 10 38.327
-165 10 48.443
-170 10 51.554
-115 10 70.560
-145 10 32.107
-175 10 60.256
-90 10 80.927
-150 10 36.819
