Blocks with IP
   2.00
11
10
   1.00
Type of measurement (0=app. resistivity,1=resistance)
0
530
1
1
Chargability
msec
0.10,1.00
3    52.0000,0.0     46.0000,0.0     44.0000,0.0      18.6073    88.1106
3    54.0000,0.0     48.0000,0.0     46.0000,0.0     127.3576    -9.4840
3    56.0000,0.0     50.0000,0.0     48.0000,0.0     106.1960    -3.2007
3    58.0000,0.0     52.0000,0.0     50.0000,0.0     102.3769    -1.2744
3    60.0000,0.0     54.0000,0.0     52.0000,0.0     101.2811    -0.6195
3    62.0000,0.0     56.0000,0.0     54.0000,0.0     100.8129    -0.3442
3    64.0000,0.0     58.0000,0.0     56.0000,0.0     100.4005    -0.2103
3    10.0000,0.0      2.0000,0.0      0.0000,0.0      69.8645    44.0564
3    12.0000,0.0      4.0000,0.0      2.0000,0.0      70.3946    50.7796
3    14.0000,0.0      6.0000,0.0      4.0000,0.0      84.4112    42.8391
3    16.0000,0.0      8.0000,0.0      6.0000,0.0      88.1613    42.1843
3    18.0000,0.0     10.0000,0.0      8.0000,0.0      75.3095    50.4337
3    20.0000,0.0     12.0000,0.0     10.0000,0.0      34.7697   116.0496
3    22.0000,0.0     14.0000,0.0     12.0000,0.0      57.0306    48.7814
3    24.0000,0.0     16.0000,0.0     14.0000,0.0     123.5883   -14.5229
3    26.0000,0.0     18.0000,0.0     16.0000,0.0     125.0667    -6.9980
3    28.0000,0.0     20.0000,0.0     18.0000,0.0     131.8961     2.5168
3    30.0000,0.0     22.0000,0.0     20.0000,0.0     137.5222    10.7319
3    32.0000,0.0     24.0000,0.0     22.0000,0.0     139.4368    18.7035
3    34.0000,0.0     26.0000,0.0     24.0000,0.0     128.9664    20.5548
3    36.0000,0.0     28.0000,0.0     26.0000,0.0     148.1301    26.5675
3    38.0000,0.0     30.0000,0.0     28.0000,0.0     180.5776    25.9858
3    40.0000,0.0     32.0000,0.0     30.0000,0.0     149.4690    12.4504
3    42.0000,0.0     34.0000,0.0     32.0000,0.0     118.0074     7.5835
3    44.0000,0.0     36.0000,0.0     34.0000,0.0      65.5754    12.3160
3    46.0000,0.0     38.0000,0.0     36.0000,0.0      89.7625     8.6297
3    48.0000,0.0     40.0000,0.0     38.0000,0.0      92.8987     9.6914
3    50.0000,0.0     42.0000,0.0     40.0000,0.0      96.4495    11.2385
3    52.0000,0.0     44.0000,0.0     42.0000,0.0     104.4653    14.4750
3    54.0000,0.0     46.0000,0.0     44.0000,0.0      18.4343    88.2664
3    56.0000,0.0     48.0000,0.0     46.0000,0.0     128.4060   -10.0238
3    58.0000,0.0     50.0000,0.0     48.0000,0.0     106.9643    -3.7152
3    60.0000,0.0     52.0000,0.0     50.0000,0.0     102.7155    -1.5770
3    62.0000,0.0     54.0000,0.0     52.0000,0.0     101.3934    -0.8023
3    64.0000,0.0     56.0000,0.0     54.0000,0.0     100.7043    -0.4616
3    12.0000,0.0      2.0000,0.0      0.0000,0.0      75.0288    44.3868
3    14.0000,0.0      4.0000,0.0      2.0000,0.0      88.7159    36.9510
3    16.0000,0.0      6.0000,0.0      4.0000,0.0      93.5344    35.4909
3    18.0000,0.0      8.0000,0.0      6.0000,0.0      93.3379    36.7117
3    20.0000,0.0     10.0000,0.0      8.0000,0.0      80.1705    45.1542
3    22.0000,0.0     12.0000,0.0     10.0000,0.0      35.8567   114.5009
3    24.0000,0.0     14.0000,0.0     12.0000,0.0      56.8007    52.1604
3    26.0000,0.0     16.0000,0.0     14.0000,0.0     131.0685   -13.2281
3    28.0000,0.0     18.0000,0.0     16.0000,0.0     138.3657    -4.5663
3    30.0000,0.0     20.0000,0.0     18.0000,0.0     135.0510     4.8587
3    32.0000,0.0     22.0000,0.0     20.0000,0.0     128.6339    11.4788
3    34.0000,0.0     24.0000,0.0     22.0000,0.0     110.3142     9.4292
3    36.0000,0.0     26.0000,0.0     24.0000,0.0     102.8203     7.2224
3    38.0000,0.0     28.0000,0.0     26.0000,0.0     131.2736    20.4198
3    40.0000,0.0     30.0000,0.0     28.0000,0.0     170.9413    24.3216
3    42.0000,0.0     32.0000,0.0     30.0000,0.0     143.7281    14.6025
3    44.0000,0.0     34.0000,0.0     32.0000,0.0     100.4219    18.8222
3    46.0000,0.0     36.0000,0.0     34.0000,0.0      89.5011     5.2352
3    48.0000,0.0     38.0000,0.0     36.0000,0.0      87.4728     4.5277
3    50.0000,0.0     40.0000,0.0     38.0000,0.0      92.2873     7.0441
3    52.0000,0.0     42.0000,0.0     40.0000,0.0      96.7400     9.0761
3    54.0000,0.0     44.0000,0.0     42.0000,0.0     105.9731    12.2401
3    56.0000,0.0     46.0000,0.0     44.0000,0.0      18.2749    88.3784
3    58.0000,0.0     48.0000,0.0     46.0000,0.0     128.6456   -10.2893
3    60.0000,0.0     50.0000,0.0     48.0000,0.0     107.3332    -4.0852
3    62.0000,0.0     52.0000,0.0     50.0000,0.0     102.8061    -1.8241
3    64.0000,0.0     54.0000,0.0     52.0000,0.0     101.2536    -0.9642
3    14.0000,0.0      2.0000,0.0      0.0000,0.0      91.4021    32.4960
3    16.0000,0.0      4.0000,0.0      2.0000,0.0      95.6934    30.9280
3    18.0000,0.0      6.0000,0.0      4.0000,0.0      96.8374    31.1833
3    20.0000,0.0      8.0000,0.0      6.0000,0.0      96.7338    32.9060
3    22.0000,0.0     10.0000,0.0      8.0000,0.0      84.2936    41.4045
3    24.0000,0.0     12.0000,0.0     10.0000,0.0      37.3020   113.4069
3    26.0000,0.0     14.0000,0.0     12.0000,0.0      58.4230    55.8094
3    28.0000,0.0     16.0000,0.0     14.0000,0.0     141.4172   -10.7673
3    30.0000,0.0     18.0000,0.0     16.0000,0.0     138.9305    -3.3196
3    32.0000,0.0     20.0000,0.0     18.0000,0.0     125.3069     4.2054
3    34.0000,0.0     22.0000,0.0     20.0000,0.0     104.3616     1.9313
3    36.0000,0.0     24.0000,0.0     22.0000,0.0      92.7779    -2.2582
3    38.0000,0.0     26.0000,0.0     24.0000,0.0      93.9794     1.2909
3    40.0000,0.0     28.0000,0.0     26.0000,0.0     121.5746    17.2874
3    42.0000,0.0     30.0000,0.0     28.0000,0.0     160.6635    24.7213
3    44.0000,0.0     32.0000,0.0     30.0000,0.0     123.4638    22.7329
3    46.0000,0.0     34.0000,0.0     32.0000,0.0     131.0446    13.4430
3    48.0000,0.0     36.0000,0.0     34.0000,0.0      88.4056     2.5973
3    50.0000,0.0     38.0000,0.0     36.0000,0.0      86.6609     2.1602
3    52.0000,0.0     40.0000,0.0     38.0000,0.0      92.0711     5.1543
3    54.0000,0.0     42.0000,0.0     40.0000,0.0      96.9790     7.3913
3    56.0000,0.0     44.0000,0.0     42.0000,0.0     107.0756    10.4158
3    58.0000,0.0     46.0000,0.0     44.0000,0.0      18.1347    88.4522
3    60.0000,0.0     48.0000,0.0     46.0000,0.0     128.4674   -10.3938
3    62.0000,0.0     50.0000,0.0     48.0000,0.0     107.4433    -4.3519
3    64.0000,0.0     52.0000,0.0     50.0000,0.0     102.7011    -2.0250
3    16.0000,0.0      2.0000,0.0      0.0000,0.0      96.9294    27.3996
3    18.0000,0.0      4.0000,0.0      2.0000,0.0      97.9344    27.3410
3    20.0000,0.0      6.0000,0.0      4.0000,0.0      99.0742    28.1460
3    22.0000,0.0      8.0000,0.0      6.0000,0.0      99.8486    30.2031
3    24.0000,0.0     10.0000,0.0      8.0000,0.0      88.6483    38.9660
3    26.0000,0.0     12.0000,0.0     10.0000,0.0      39.4747   113.2815
3    28.0000,0.0     14.0000,0.0     12.0000,0.0      61.3349    59.3936
3    30.0000,0.0     16.0000,0.0     14.0000,0.0     139.2915    -9.6708
3    32.0000,0.0     18.0000,0.0     16.0000,0.0     128.5288    -4.6771
3    34.0000,0.0     20.0000,0.0     18.0000,0.0     104.3142    -5.0022
3    36.0000,0.0     22.0000,0.0     20.0000,0.0      91.7217    -7.6605
3    38.0000,0.0     24.0000,0.0     22.0000,0.0      88.0166    -6.3629
3    40.0000,0.0     26.0000,0.0     24.0000,0.0      89.3938    -1.2901
3    42.0000,0.0     28.0000,0.0     26.0000,0.0     112.9052    16.4773
3    44.0000,0.0     30.0000,0.0     28.0000,0.0     137.9123    30.1751
3    46.0000,0.0     32.0000,0.0     30.0000,0.0     154.9613    17.7879
3    48.0000,0.0     34.0000,0.0     32.0000,0.0     130.6538    11.8928
3    50.0000,0.0     36.0000,0.0     34.0000,0.0      88.6968     1.2969
3    52.0000,0.0     38.0000,0.0     36.0000,0.0      86.3190     0.4997
3    54.0000,0.0     40.0000,0.0     38.0000,0.0      91.9342     3.7058
3    56.0000,0.0     42.0000,0.0     40.0000,0.0      97.1461     6.0309
3    58.0000,0.0     44.0000,0.0     42.0000,0.0     107.9040     8.8967
3    60.0000,0.0     46.0000,0.0     44.0000,0.0      18.0121    88.4968
3    62.0000,0.0     48.0000,0.0     46.0000,0.0     128.0606   -10.4015
3    64.0000,0.0     50.0000,0.0     48.0000,0.0     107.3574    -4.5450
3    18.0000,0.0      2.0000,0.0      0.0000,0.0      98.5432    24.3263
3    20.0000,0.0      4.0000,0.0      2.0000,0.0      99.5591    24.7899
3    22.0000,0.0      6.0000,0.0      4.0000,0.0     101.3739    26.0010
3    24.0000,0.0      8.0000,0.0      6.0000,0.0     103.5364    28.5162
3    26.0000,0.0     10.0000,0.0      8.0000,0.0      94.1713    37.9327
3    28.0000,0.0     12.0000,0.0     10.0000,0.0      41.9815   113.7075
3    30.0000,0.0     14.0000,0.0     12.0000,0.0      59.2425    61.4327
3    32.0000,0.0     16.0000,0.0     14.0000,0.0     127.9018   -10.8597
3    34.0000,0.0     18.0000,0.0     16.0000,0.0     109.2055   -13.1269
3    36.0000,0.0     20.0000,0.0     18.0000,0.0      94.6361   -12.7882
3    38.0000,0.0     22.0000,0.0     20.0000,0.0      89.1494   -10.3167
3    40.0000,0.0     24.0000,0.0     22.0000,0.0      85.8861    -7.6012
3    42.0000,0.0     26.0000,0.0     24.0000,0.0      85.1291    -1.6280
3    44.0000,0.0     28.0000,0.0     26.0000,0.0      97.3355    20.1143
3    46.0000,0.0     30.0000,0.0     28.0000,0.0     167.9210    25.4412
3    48.0000,0.0     32.0000,0.0     30.0000,0.0     152.3705    15.8725
3    50.0000,0.0     34.0000,0.0     32.0000,0.0     131.9763    11.2374
3    52.0000,0.0     36.0000,0.0     34.0000,0.0      89.2946     0.5040
3    54.0000,0.0     38.0000,0.0     36.0000,0.0      86.1223    -0.7507
3    56.0000,0.0     40.0000,0.0     38.0000,0.0      91.8200     2.5483
3    58.0000,0.0     42.0000,0.0     40.0000,0.0      97.2569     4.9047
3    60.0000,0.0     44.0000,0.0     42.0000,0.0     108.5387     7.6107
3    62.0000,0.0     46.0000,0.0     44.0000,0.0      17.9030    88.5204
3    64.0000,0.0     48.0000,0.0     46.0000,0.0     127.5042   -10.3505
3    20.0000,0.0      2.0000,0.0      0.0000,0.0      99.8159    22.1317
3    22.0000,0.0      4.0000,0.0      2.0000,0.0     101.4183    23.0055
3    24.0000,0.0      6.0000,0.0      4.0000,0.0     104.3785    24.7189
3    26.0000,0.0      8.0000,0.0      6.0000,0.0     108.6383    27.9735
3    28.0000,0.0     10.0000,0.0      8.0000,0.0      99.9201    37.6088
3    30.0000,0.0     12.0000,0.0     10.0000,0.0      41.2803   112.4620
3    32.0000,0.0     14.0000,0.0     12.0000,0.0      53.8295    61.6450
3    34.0000,0.0     16.0000,0.0     14.0000,0.0     109.4714   -18.0331
3    36.0000,0.0     18.0000,0.0     16.0000,0.0     101.1245   -19.3511
3    38.0000,0.0     20.0000,0.0     18.0000,0.0      93.3184   -14.4708
3    40.0000,0.0     22.0000,0.0     20.0000,0.0      88.2561   -10.7217
3    42.0000,0.0     24.0000,0.0     22.0000,0.0      83.4914    -7.0751
3    44.0000,0.0     26.0000,0.0     24.0000,0.0      76.2920     1.7774
3    46.0000,0.0     28.0000,0.0     26.0000,0.0     115.8141    15.5604
3    48.0000,0.0     30.0000,0.0     28.0000,0.0     162.9787    22.9764
3    50.0000,0.0     32.0000,0.0     30.0000,0.0     152.2588    14.8226
3    52.0000,0.0     34.0000,0.0     32.0000,0.0     133.5144    10.8822
3    54.0000,0.0     36.0000,0.0     34.0000,0.0      89.9187    -0.0173
3    56.0000,0.0     38.0000,0.0     36.0000,0.0      85.9929    -1.7334
3    58.0000,0.0     40.0000,0.0     38.0000,0.0      91.7169     1.5969
3    60.0000,0.0     42.0000,0.0     40.0000,0.0      97.3249     3.9547
3    62.0000,0.0     44.0000,0.0     42.0000,0.0     109.0256     6.5067
3    64.0000,0.0     46.0000,0.0     44.0000,0.0      17.8015    88.5287
3    22.0000,0.0      2.0000,0.0      0.0000,0.0     101.4085    20.6138
3    24.0000,0.0      4.0000,0.0      2.0000,0.0     104.0102    21.9836
3    26.0000,0.0      6.0000,0.0      4.0000,0.0     108.7519    24.4226
3    28.0000,0.0      8.0000,0.0      6.0000,0.0     113.9240    27.9054
3    30.0000,0.0     10.0000,0.0      8.0000,0.0      98.4810    35.4840
3    32.0000,0.0     12.0000,0.0     10.0000,0.0      38.5758   109.4946
3    34.0000,0.0     14.0000,0.0     12.0000,0.0      46.0574    57.2985
3    36.0000,0.0     16.0000,0.0     14.0000,0.0     102.0287   -22.7313
3    38.0000,0.0     18.0000,0.0     16.0000,0.0     100.4422   -20.2703
3    40.0000,0.0     20.0000,0.0     18.0000,0.0      93.0868   -14.3865
3    42.0000,0.0     22.0000,0.0     20.0000,0.0      86.7528    -9.7732
3    44.0000,0.0     24.0000,0.0     22.0000,0.0      76.9989    -3.5122
3    46.0000,0.0     26.0000,0.0     24.0000,0.0      89.4767    -2.0917
3    48.0000,0.0     28.0000,0.0     26.0000,0.0     111.7925    12.7713
3    50.0000,0.0     30.0000,0.0     28.0000,0.0     161.1625    21.4221
3    52.0000,0.0     32.0000,0.0     30.0000,0.0     152.6986    14.1059
3    54.0000,0.0     34.0000,0.0     32.0000,0.0     134.9460    10.6763
3    56.0000,0.0     36.0000,0.0     34.0000,0.0      90.5119    -0.3767
3    58.0000,0.0     38.0000,0.0     36.0000,0.0      85.9033    -2.5284
3    60.0000,0.0     40.0000,0.0     38.0000,0.0      91.6205     0.7987
3    62.0000,0.0     42.0000,0.0     40.0000,0.0      97.3562     3.1408
3    64.0000,0.0     44.0000,0.0     42.0000,0.0     109.3857     5.5469
0
0
0
0
0
