Fault and block model
   1.00
3
432
1
1
Chargeability
msec
0.1,1.0
     16.00	 2.00	6.0000	    18.43     7.9836
     17.00	 2.00	6.0000	    13.90    19.1322
     18.00	 2.00	6.0000	     7.92    67.4201
     19.00	 2.00	6.0000	     8.30    71.9640
     20.00	 2.00	6.0000	    11.45    48.1636
     21.00	 2.00	6.0000	    12.27    40.1493
     22.00	 2.00	6.0000	    11.87    36.3053
     23.00	 2.00	6.0000	    10.86    33.3936
     24.00	 2.00	6.0000	     8.99    27.1822
     25.00	 2.00	6.0000	     7.65    19.9573
     26.00	 2.00	6.0000	     7.56    19.5657
      4.50	 3.00	1.0000	    23.06    40.8136
      5.50	 3.00	1.0000	    23.08    40.9775
      6.50	 3.00	1.0000	    23.13    41.1978
      7.50	 3.00	1.0000	    23.22    41.4990
      8.50	 3.00	1.0000	    23.35    41.9163
      9.50	 3.00	1.0000	    23.55    42.5020
     10.50	 3.00	1.0000	    23.86    43.3426
     11.50	 3.00	1.0000	    24.36    44.5872
     12.50	 3.00	1.0000	    24.99    46.1923
     13.50	 3.00	1.0000	    24.63    45.5282
     14.50	 3.00	1.0000	    22.66    40.9474
     15.50	 3.00	1.0000	    18.70    29.4769
     16.50	 3.00	1.0000	    15.31    15.4710
     17.50	 3.00	1.0000	    13.42     5.6512
     18.50	 3.00	1.0000	    12.02    -2.0280
     19.50	 3.00	1.0000	    10.85    -8.8102
     20.50	 3.00	1.0000	     9.72    -8.0904
     21.50	 3.00	1.0000	     8.23     3.1165
     22.50	 3.00	1.0000	     5.97    39.4490
     23.50	 3.00	1.0000	     5.03    70.2668
     24.50	 3.00	1.0000	     5.77    68.1156
     25.50	 3.00	1.0000	     5.82    68.3612
     26.50	 3.00	1.0000	     5.16    71.2164
     27.50	 3.00	1.0000	     6.22    41.6000
     28.50	 3.00	1.0000	     8.77     6.1203
     29.50	 3.00	1.0000	    10.29    -5.0758
      6.00	 3.00	2.0000	    30.12    59.6413
      7.00	 3.00	2.0000	    30.38    60.2516
      8.00	 3.00	2.0000	    30.79    61.0341
      9.00	 3.00	2.0000	    31.38    62.0477
     10.00	 3.00	2.0000	    32.24    63.4144
     11.00	 3.00	2.0000	    33.11    65.0113
     12.00	 3.00	2.0000	    32.10    63.9194
     13.00	 3.00	2.0000	    28.62    58.3749
     14.00	 3.00	2.0000	    23.02    45.2815
     15.00	 3.00	2.0000	    18.98    29.7472
     16.00	 3.00	2.0000	    17.09    18.4407
     17.00	 3.00	2.0000	    16.13     8.8122
     18.00	 3.00	2.0000	    15.43     0.2845
     19.00	 3.00	2.0000	    13.23     0.0965
     20.00	 3.00	2.0000	     9.63    12.8004
     21.00	 3.00	2.0000	     6.04    47.6901
     22.00	 3.00	2.0000	     5.39    59.3774
     23.00	 3.00	2.0000	     6.51    46.0865
     24.00	 3.00	2.0000	     7.35    42.5072
     25.00	 3.00	2.0000	     7.73    42.8923
     26.00	 3.00	2.0000	     7.75    44.8118
     27.00	 3.00	2.0000	     7.11    50.0435
     28.00	 3.00	2.0000	     5.66    62.4338
      7.50	 3.00	3.0000	    36.14    73.7727
      8.50	 3.00	3.0000	    37.16    75.1143
      9.50	 3.00	3.0000	    38.03    76.6035
     10.50	 3.00	3.0000	    36.36    75.2405
     11.50	 3.00	3.0000	    31.79    69.1461
     12.50	 3.00	3.0000	    25.24    55.1236
     13.50	 3.00	3.0000	    20.93    38.7832
     14.50	 3.00	3.0000	    19.06    26.8856
     15.50	 3.00	3.0000	    18.25    16.7817
     16.50	 3.00	3.0000	    17.66     8.2747
     17.50	 3.00	3.0000	    15.16     9.2386
     18.50	 3.00	3.0000	    11.33    23.8398
     19.50	 3.00	3.0000	     8.07    57.6649
     20.50	 3.00	3.0000	     8.26    61.2790
     21.50	 3.00	3.0000	     9.75    45.6629
     22.50	 3.00	3.0000	     9.18    36.7671
     23.50	 3.00	3.0000	     8.18    30.5824
     24.50	 3.00	3.0000	     7.66    27.1824
     25.50	 3.00	3.0000	     7.78    28.0709
