Fault and block model
   1.00
3
432
1
0
     17.00	 1.00 6      15.20 
     18.00	 1.00 6      14.28 
     19.00	 1.00 6      13.72 
     20.00	 1.00 6      12.12 
     21.00	 1.00 6       6.04 
     22.00	 1.00 6       3.64 
     23.00	 1.00 6       5.61 
     24.00	 1.00 6       7.06 
     25.00	 1.00 6       7.46 
     26.00	 1.00 6       7.28 
     27.00	 1.00 6       6.02 
     28.00	 1.00 6       4.06 
     29.00	 1.00 6       6.78 
     30.00	 1.00 6      11.38
      3.00	 2.00	1.0000	    18.07 
      4.00	 2.00	1.0000	    18.06 
      5.00	 2.00	1.0000	    18.06 
      6.00	 2.00	1.0000	    18.07 
      7.00	 2.00	1.0000	    18.08 
      8.00	 2.00	1.0000	    18.11 
      9.00	 2.00	1.0000	    18.16 
     10.00	 2.00	1.0000	    18.23 
     11.00	 2.00	1.0000	    18.35 
     12.00	 2.00	1.0000	    18.56 
     13.00	 2.00	1.0000	    18.94 
     14.00	 2.00	1.0000	    19.48 
     15.00	 2.00	1.0000	    18.85 
     16.00	 2.00	1.0000	    15.88 
     17.00	 2.00	1.0000	    12.83 
     18.00	 2.00	1.0000	    10.93 
     19.00	 2.00	1.0000	     9.87 
     20.00	 2.00	1.0000	     9.85 
     21.00	 2.00	1.0000	    10.36 
     22.00	 2.00	1.0000	     9.74 
     23.00	 2.00	1.0000	     6.85 
     24.00	 2.00	1.0000	     4.90
     25.00	 2.00	1.0000	     4.84 
     26.00	 2.00	1.0000	     4.92 
     27.00	 2.00	1.0000	     6.91 
     28.00	 2.00	1.0000	     9.92 
     29.00	 2.00	1.0000	    10.75 
     30.00	 2.00	1.0000	    10.44 
     31.00	 2.00	1.0000	    10.25 
      4.00	 2.00	2.0000	    24.39 
      5.00	 2.00	2.0000	    24.40 
      6.00	 2.00	2.0000	    24.45 
      7.00	 2.00	2.0000	    24.53 
      8.00	 2.00	2.0000	    24.66 
      9.00	 2.00	2.0000	    24.85 
     10.00	 2.00	2.0000	    25.14 
     11.00	 2.00	2.0000	    25.60 
     12.00	 2.00	2.0000	    26.34 
     13.00	 2.00	2.0000	    27.18 
     14.00	 2.00	2.0000	    25.66 
     15.00	 2.00	2.0000	    20.79 
     16.00	 2.00	2.0000	    16.68 
     17.00	 2.00	2.0000	    14.54 
     18.00	 2.00	2.0000	    13.17 
     19.00	 2.00	2.0000	    11.97 
     20.00	 2.00	2.0000	    10.69 
     21.00	 2.00	2.0000	     8.80 
     22.00	 2.00	2.0000	     5.67 
     23.00	 2.00	2.0000	     4.60 
     24.00	 2.00	2.0000	     5.88 
     25.00	 2.00	2.0000	     6.54 
     26.00	 2.00	2.0000	     5.99 
     27.00	 2.00	2.0000	     4.79 
     28.00	 2.00	2.0000	     6.04 
