Example configurations - Gradient array
1.000
11
15
Type of measurement (0=app. resistivity,1=resistance)
0
1792
1
0
4     73.000,     0.000      82.000,     0.000      80.000,     0.000      81.000,     0.000     2.0623
4     78.000,     0.000      87.000,     0.000      79.000,     0.000      80.000,     0.000     2.0381
4     74.000,     0.000      83.000,     0.000      81.000,     0.000      82.000,     0.000     2.0453
4     79.000,     0.000      88.000,     0.000      80.000,     0.000      81.000,     0.000     2.0348
4     75.000,     0.000      84.000,     0.000      82.000,     0.000      83.000,     0.000     2.0383
4     80.000,     0.000      89.000,     0.000      81.000,     0.000      82.000,     0.000     2.0328
4     76.000,     0.000      85.000,     0.000      83.000,     0.000      84.000,     0.000     2.0347
4     81.000,     0.000      90.000,     0.000      82.000,     0.000      83.000,     0.000     2.0316
4     77.000,     0.000      86.000,     0.000      84.000,     0.000      85.000,     0.000     2.0326
4     82.000,     0.000      91.000,     0.000      83.000,     0.000      84.000,     0.000     2.0307
4     78.000,     0.000      87.000,     0.000      85.000,     0.000      86.000,     0.000     2.0314
4     83.000,     0.000      92.000,     0.000      84.000,     0.000      85.000,     0.000     2.0301
4     79.000,     0.000      88.000,     0.000      86.000,     0.000      87.000,     0.000     2.0305
4     84.000,     0.000      93.000,     0.000      85.000,     0.000      86.000,     0.000     2.0297
4     80.000,     0.000      89.000,     0.000      87.000,     0.000      88.000,     0.000     2.0299
4     85.000,     0.000      94.000,     0.000      86.000,     0.000      87.000,     0.000     2.0294
4     81.000,     0.000      90.000,     0.000      88.000,     0.000      89.000,     0.000     2.0295
4     86.000,     0.000      95.000,     0.000      87.000,     0.000      88.000,     0.000     2.0291
4     82.000,     0.000      91.000,     0.000      89.000,     0.000      90.000,     0.000     2.0292
4     87.000,     0.000      96.000,     0.000      88.000,     0.000      89.000,     0.000     2.0289
4     83.000,     0.000      92.000,     0.000      90.000,     0.000      91.000,     0.000     2.0289
4     88.000,     0.000      97.000,     0.000      89.000,     0.000      90.000,     0.000     2.0288
4     84.000,     0.000      93.000,     0.000      91.000,     0.000      92.000,     0.000     2.0287
4     89.000,     0.000      98.000,     0.000      90.000,     0.000      91.000,     0.000     2.0286
4     85.000,     0.000      94.000,     0.000      92.000,     0.000      93.000,     0.000     2.0286
4     90.000,     0.000      99.000,     0.000      91.000,     0.000      92.000,     0.000     2.0285
4     86.000,     0.000      95.000,     0.000      93.000,     0.000      94.000,     0.000     2.0285
4     91.000,     0.000     100.000,     0.000      92.000,     0.000      93.000,     0.000     2.0284
4     87.000,     0.000      96.000,     0.000      94.000,     0.000      95.000,     0.000     2.0284
4     92.000,     0.000     101.000,     0.000      93.000,     0.000      94.000,     0.000     2.0283
4     88.000,     0.000      97.000,     0.000      95.000,     0.000      96.000,     0.000     2.0283
4     93.000,     0.000     102.000,     0.000      94.000,     0.000      95.000,     0.000     2.0283
4     89.000,     0.000      98.000,     0.000      96.000,     0.000      97.000,     0.000     2.0282
4     94.000,     0.000     103.000,     0.000      95.000,     0.000      96.000,     0.000     2.0282
4     90.000,     0.000      99.000,     0.000      97.000,     0.000      98.000,     0.000     2.0281
4     95.000,     0.000     104.000,     0.000      96.000,     0.000      97.000,     0.000     2.0281
4     91.000,     0.000     100.000,     0.000      98.000,     0.000      99.000,     0.000     2.0281
4     96.000,     0.000     105.000,     0.000      97.000,     0.000      98.000,     0.000     2.0281
4     92.000,     0.000     101.000,     0.000      99.000,     0.000     100.000,     0.000     2.0280
4     97.000,     0.000     106.000,     0.000      98.000,     0.000      99.000,     0.000     2.0281
4     93.000,     0.000     102.000,     0.000     100.000,     0.000     101.000,     0.000     2.0280
4     98.000,     0.000     107.000,     0.000      99.000,     0.000     100.000,     0.000     2.0280
4     94.000,     0.000     103.000,     0.000     101.000,     0.000     102.000,     0.000     2.0280
4     99.000,     0.000     108.000,     0.000     100.000,     0.000     101.000,     0.000     2.0280
4     95.000,     0.000     104.000,     0.000     102.000,     0.000     103.000,     0.000     2.0279
4    100.000,     0.000     109.000,     0.000     101.000,     0.000     102.000,     0.000     2.0279
4     96.000,     0.000     105.000,     0.000     103.000,     0.000     104.000,     0.000     2.0279
4    101.000,     0.000     110.000,     0.000     102.000,     0.000     103.000,     0.000     2.0279
4     97.000,     0.000     106.000,     0.000     104.000,     0.000     105.000,     0.000     2.0279
4    102.000,     0.000     111.000,     0.000     103.000,     0.000     104.000,     0.000     2.0279
4     98.000,     0.000     107.000,     0.000     105.000,     0.000     106.000,     0.000     2.0278
4    103.000,     0.000     112.000,     0.000     104.000,     0.000     105.000,     0.000     2.0278
4     99.000,     0.000     108.000,     0.000     106.000,     0.000     107.000,     0.000     2.0278
4    104.000,     0.000     113.000,     0.000     105.000,     0.000     106.000,     0.000     2.0278
4    100.000,     0.000     109.000,     0.000     107.000,     0.000     108.000,     0.000     2.0278
4    105.000,     0.000     114.000,     0.000     106.000,     0.000     107.000,     0.000     2.0277
4    101.000,     0.000     110.000,     0.000     108.000,     0.000     109.000,     0.000     2.0277
4    106.000,     0.000     115.000,     0.000     107.000,     0.000     108.000,     0.000     2.0277
4    102.000,     0.000     111.000,     0.000     109.000,     0.000     110.000,     0.000     2.0277
4    107.000,     0.000     116.000,     0.000     108.000,     0.000     109.000,     0.000     2.0276
4    103.000,     0.000     112.000,     0.000     110.000,     0.000     111.000,     0.000     2.0276
4    108.000,     0.000     117.000,     0.000     109.000,     0.000     110.000,     0.000     2.0275
4    104.000,     0.000     113.000,     0.000     111.000,     0.000     112.000,     0.000     2.0275
4    109.000,     0.000     118.000,     0.000     110.000,     0.000     111.000,     0.000     2.0274
4    105.000,     0.000     114.000,     0.000     112.000,     0.000     113.000,     0.000     2.0275
4    110.000,     0.000     119.000,     0.000     111.000,     0.000     112.000,     0.000     2.0272
4    106.000,     0.000     115.000,     0.000     113.000,     0.000     114.000,     0.000     2.0273
4    111.000,     0.000     120.000,     0.000     112.000,     0.000     113.000,     0.000     2.0268
4    107.000,     0.000     116.000,     0.000     114.000,     0.000     115.000,     0.000     2.0271
4    108.000,     0.000     117.000,     0.000     115.000,     0.000     116.000,     0.000     2.0267
4    109.000,     0.000     118.000,     0.000     116.000,     0.000     117.000,     0.000     2.0260
4    110.000,     0.000     119.000,     0.000     117.000,     0.000     118.000,     0.000     2.0243
4    111.000,     0.000     120.000,     0.000     118.000,     0.000     119.000,     0.000     2.0189
4      0.000,     0.000       9.000,     0.000       2.000,     0.000       3.000,     0.000     5.0222
4      1.000,     0.000      10.000,     0.000       3.000,     0.000       4.000,     0.000     5.0382
4      2.000,     0.000      11.000,     0.000       4.000,     0.000       5.000,     0.000     5.0443
4      3.000,     0.000      12.000,     0.000       5.000,     0.000       6.000,     0.000     5.0489
4      0.000,     0.000       9.000,     0.000       6.000,     0.000       7.000,     0.000     5.0448
4      4.000,     0.000      13.000,     0.000       6.000,     0.000       7.000,     0.000     5.0550
4      1.000,     0.000      10.000,     0.000       7.000,     0.000       8.000,     0.000     5.0493
4      5.000,     0.000      14.000,     0.000       7.000,     0.000       8.000,     0.000     5.0665
4      2.000,     0.000      11.000,     0.000       8.000,     0.000       9.000,     0.000     5.0551
4      6.000,     0.000      15.000,     0.000       8.000,     0.000       9.000,     0.000     5.0933
4      3.000,     0.000      12.000,     0.000       9.000,     0.000      10.000,     0.000     5.0652
4      7.000,     0.000      16.000,     0.000       9.000,     0.000      10.000,     0.000     5.1710
4      4.000,     0.000      13.000,     0.000      10.000,     0.000      11.000,     0.000     5.0867
4      8.000,     0.000      17.000,     0.000      10.000,     0.000      11.000,     0.000     5.2212
4      5.000,     0.000      14.000,     0.000      11.000,     0.000      12.000,     0.000     5.1412
4      9.000,     0.000      18.000,     0.000      11.000,     0.000      12.000,     0.000     5.1224
4      6.000,     0.000      15.000,     0.000      12.000,     0.000      13.000,     0.000     5.3249
4     10.000,     0.000      19.000,     0.000      12.000,     0.000      13.000,     0.000     5.0311
4      7.000,     0.000      16.000,     0.000      13.000,     0.000      14.000,     0.000     6.3566
4     11.000,     0.000      20.000,     0.000      13.000,     0.000      14.000,     0.000     4.9191
4      8.000,     0.000      17.000,     0.000      14.000,     0.000      15.000,     0.000     7.5287
4     12.000,     0.000      21.000,     0.000      14.000,     0.000      15.000,     0.000     4.7088
4      9.000,     0.000      18.000,     0.000      15.000,     0.000      16.000,     0.000     6.6464
4     13.000,     0.000      22.000,     0.000      15.000,     0.000      16.000,     0.000     4.0670
4     10.000,     0.000      19.000,     0.000      16.000,     0.000      17.000,     0.000     9.9245
4     14.000,     0.000      23.000,     0.000      16.000,     0.000      17.000,     0.000     5.4738
4     11.000,     0.000      20.000,     0.000      17.000,     0.000      18.000,     0.000    17.4882
4     15.000,     0.000      24.000,     0.000      17.000,     0.000      18.000,     0.000     9.0661
4     12.000,     0.000      21.000,     0.000      18.000,     0.000      19.000,     0.000    15.4859
4     16.000,     0.000      25.000,     0.000      18.000,     0.000      19.000,     0.000     7.8979
4     13.000,     0.000      22.000,     0.000      19.000,     0.000      20.000,     0.000    15.0516
4     17.000,     0.000      26.000,     0.000      19.000,     0.000      20.000,     0.000     9.3738
4     14.000,     0.000      23.000,     0.000      20.000,     0.000      21.000,     0.000    14.7195
4     18.000,     0.000      27.000,     0.000      20.000,     0.000      21.000,     0.000    14.3202
4     15.000,     0.000      24.000,     0.000      21.000,     0.000      22.000,     0.000    13.2106
4     19.000,     0.000      28.000,     0.000      21.000,     0.000      22.000,     0.000    14.9108
4     16.000,     0.000      25.000,     0.000      22.000,     0.000      23.000,     0.000     9.2006
4     20.000,     0.000      29.000,     0.000      22.000,     0.000      23.000,     0.000    15.2154
4     17.000,     0.000      26.000,     0.000      23.000,     0.000      24.000,     0.000     8.4050
4     21.000,     0.000      30.000,     0.000      23.000,     0.000      24.000,     0.000    16.0491
4     18.000,     0.000      27.000,     0.000      24.000,     0.000      25.000,     0.000     6.7683
4     22.000,     0.000      31.000,     0.000      24.000,     0.000      25.000,     0.000    15.3683
4     19.000,     0.000      28.000,     0.000      25.000,     0.000      26.000,     0.000     4.6236
4     23.000,     0.000      32.000,     0.000      25.000,     0.000      26.000,     0.000     9.1946
4     20.000,     0.000      29.000,     0.000      26.000,     0.000      27.000,     0.000     4.4911
4     24.000,     0.000      33.000,     0.000      26.000,     0.000      27.000,     0.000     7.1085
4     21.000,     0.000      30.000,     0.000      27.000,     0.000      28.000,     0.000     4.8351
4     25.000,     0.000      34.000,     0.000      27.000,     0.000      28.000,     0.000     6.5968
4     22.000,     0.000      31.000,     0.000      28.000,     0.000      29.000,     0.000     4.9798
4     26.000,     0.000      35.000,     0.000      28.000,     0.000      29.000,     0.000     5.5992
4     23.000,     0.000      32.000,     0.000      29.000,     0.000      30.000,     0.000     5.0758
4     27.000,     0.000      36.000,     0.000      29.000,     0.000      30.000,     0.000     5.2005
4     24.000,     0.000      33.000,     0.000      30.000,     0.000      31.000,     0.000     5.1684
4     28.000,     0.000      37.000,     0.000      30.000,     0.000      31.000,     0.000     5.1037
4     25.000,     0.000      34.000,     0.000      31.000,     0.000      32.000,     0.000     5.1803
4     29.000,     0.000      38.000,     0.000      31.000,     0.000      32.000,     0.000     5.0687
