GRUNDF1.DAT
5.0
1
541
1
0
150 100 37.950
120 80 39.609
140 80 39.785
160 80 36.241
180 80 35.236
170 60 41.582
190 60 36.549
210 60 36.945
90 60 41.658
110 60 40.602
130 60 38.170
150 60 37.944
80 40 43.329
200 40 41.595
100 40 45.264
220 40 40.489
120 40 41.482
240 40 39.861
140 40 37.950
160 40 39.132
60 40 45.239
180 40 41.658
50 20 54.224
110 20 47.312
170 20 43.228
230 20 49.072
70 20 53.156
130 20 43.228
190 20 42.851
250 20 46.244
30 20 62.455
90 20 48.883
150 20 40.966
210 20 43.291
270 20 45.113
45 30 46.464
135 30 41.375
55 30 47.972
145 30 38.076
65 30 46.747
155 30 39.678
75 30 46.276
85 30 47.218
95 30 48.255
105 30 44.485
115 30 45.333
125 30 45.050
40 20 58.434
100 20 46.998
60 20 48.318
120 20 42.600
80 20 54.789
140 20 45.993
22.5 15 71.628
67.5 15 54.098
112.5 15 46.606
157.5 15 39.207
27.5 15 68.283
72.5 15 55.606
117.5 15 43.919
162.5 15 39.867
32.5 15 60.931
77.5 15 54.946
122.5 15 41.281
167.5 15 41.658
37.5 15 57.444
82.5 15 55.371
127.5 15 42.553
172.5 15 44.061
42.5 15 57.868
87.5 15 51.742
132.5 15 43.542
177.5 15 42.836
47.5 15 59.329
92.5 15 48.679
137.5 15 45.380
52.5 15 59.423
97.5 15 46.040
142.5 15 45.380
57.5 15 58.622
102.5 15 47.784
147.5 15 43.448
62.5 15 57.303
107.5 15 49.244
152.5 15 40.527
15 10 66.099
45 10 61.858
75 10 53.815
105 10 46.496
135 10 42.160
165 10 40.055
20 10 70.246
50 10 62.078
80 10 52.527
110 10 48.632
140 10 41.658
170 10 40.966
25 10 68.047
55 10 60.633
85 10 54.632
115 10 44.485
145 10 40.055
175 10 39.647
30 10 65.408
60 10 59.722
90 10 54.664
120 10 43.323
150 10 39.835
180 10 39.741
35 10 63.460
65 10 57.680
95 10 46.747
125 10 42.097
155 10 36.568
185 10 38.830
40 10 62.392
70 10 57.428
100 10 43.071
130 10 43.008
160 10 37.228
7.5 5 61.481
22.5 5 64.403
37.5 5 59.910
52.5 5 53.596
67.5 5 49.857
82.5 5 58.339
97.5 5 54.381
112.5 5 58.339
127.5 5 52.025
