Time lapse data
   1.00
7
350
1
0
Time sequence data
Number of time sections
3
Time unit
Hours
Second time section interval
1.0
Third time section interval
1.0
    22.500      1.000      9.000     12.859     12.637     12.648
    23.500      1.000      9.000     12.503     12.415     12.972
    24.500      1.000      9.000     12.184     12.811     14.061
    25.500      1.000      9.000     11.877     13.856     14.336
    26.500      1.000      9.000     11.556     13.577     14.020
    27.500      1.000      9.000     11.228     11.944     13.148
    28.500      1.000      9.000     10.970     10.954     11.558
    29.500      1.000      9.000     10.789     10.609     10.681
    30.500      1.000      9.000     10.668     10.472     10.421
    10.500      1.000     10.000     25.953     26.029     26.114
    11.500      1.000     10.000     25.851     25.959     26.081
    12.500      1.000     10.000     25.810     25.966     26.140
    13.500      1.000     10.000     25.775     25.997     26.202
    14.500      1.000     10.000     25.612     25.877     26.023
    15.500      1.000     10.000     24.973     25.150     25.273
    16.500      1.000     10.000     23.074     23.085     23.205
    17.500      1.000     10.000     19.290     19.209     19.249
    18.500      1.000     10.000     16.486     16.360     16.325
    19.500      1.000     10.000     15.034     14.869     14.785
    20.500      1.000     10.000     14.176     13.972     13.852
    21.500      1.000     10.000     13.596     13.354     13.224
    22.500      1.000     10.000     13.161     12.908     12.883
    23.500      1.000     10.000     12.809     12.693     13.238
    24.500      1.000     10.000     12.504     13.135     14.418
    25.500      1.000     10.000     12.223     14.286     14.774
    26.500      1.000     10.000     11.946     14.076     14.524
    27.500      1.000     10.000     11.650     12.405     13.665
    28.500      1.000     10.000     11.340     11.308     11.925
    29.500      1.000     10.000     11.092     10.883     10.928
    11.500      1.000     11.000     26.833     26.995     27.173
    12.500      1.000     11.000     26.809     27.037     27.241
    13.500      1.000     11.000     26.780     27.047     27.190
    14.500      1.000     11.000     26.600     26.772     26.891
    15.500      1.000     11.000     25.896     25.897     26.012
    16.500      1.000     11.000     23.852     23.755     23.780
    17.500      1.000     11.000     19.846     19.722     19.677
    18.500      1.000     11.000     16.887     16.738     16.655
    19.500      1.000     11.000     15.359     15.176     15.060
    20.500      1.000     11.000     14.464     14.242     14.094
    21.500      1.000     11.000     13.866     13.604     13.445
    22.500      1.000     11.000     13.426     13.149     13.098
    23.500      1.000     11.000     13.076     12.938     13.478
    24.500      1.000     11.000     12.781     13.417     14.731
    25.500      1.000     11.000     12.519     14.654     15.150
