One Block
   2.00
10
   1.00
530
1
0
     2.000      2.000      1.000      100.7976
     4.000      2.000      1.000      102.0548
     6.000      2.000      1.000      104.9487
     8.000      2.000      1.000      111.0159
    10.000      2.000      1.000       69.3186
    12.000      2.000      1.000       39.5917
    14.000      2.000      1.000       47.8222
    16.000      2.000      1.000       66.6119
    18.000      2.000      1.000       91.7383
    20.000      2.000      1.000       97.0271
    22.000      2.000      1.000       97.7946
    24.000      2.000      1.000       96.1416
    26.000      2.000      1.000       92.4413
    28.000      2.000      1.000      110.1615
    30.000      2.000      1.000      162.9562
    32.000      2.000      1.000      235.2654
    34.000      2.000      1.000      192.3479
    36.000      2.000      1.000      127.4523
    38.000      2.000      1.000      108.0818
    40.000      2.000      1.000      105.6854
    42.000      2.000      1.000      121.2208
    44.000      2.000      1.000       18.9658
    46.000      2.000      1.000       92.0985
    48.000      2.000      1.000       49.0574
    50.000      2.000      1.000       95.3416
    52.000      2.000      1.000       99.1934
    54.000      2.000      1.000       99.9830
    56.000      2.000      1.000      100.2266
    58.000      2.000      1.000      100.3270
    60.000      2.000      1.000      100.3921
    62.000      2.000      1.000      100.5140
     3.000      2.000      2.000      103.1922
     5.000      2.000      2.000      107.8419
     7.000      2.000      2.000      114.4422
     9.000      2.000      2.000       61.7470
    11.000      2.000      2.000       33.2656
    13.000      2.000      2.000       54.8351
    15.000      2.000      2.000       54.7127
    17.000      2.000      2.000       64.2004
    19.000      2.000      2.000       87.6433
    21.000      2.000      2.000       93.4509
    23.000      2.000      2.000       92.4106
    25.000      2.000      2.000       89.7791
    27.000      2.000      2.000      116.6753
    29.000      2.000      2.000      155.1740
    31.000      2.000      2.000      234.8551
    33.000      2.000      2.000      232.1314
    35.000      2.000      2.000      161.8452
    37.000      2.000      2.000      130.3458
    39.000      2.000      2.000      115.0300
    41.000      2.000      2.000      129.6174
    43.000      2.000      2.000       19.1302
    45.000      2.000      2.000      101.0638
    47.000      2.000      2.000       97.8843
    49.000      2.000      2.000       60.3609
    51.000      2.000      2.000       94.2506
    53.000      2.000      2.000       98.6575
    55.000      2.000      2.000       99.7528
    57.000      2.000      2.000      100.1385
    59.000      2.000      2.000      100.3287
    61.000      2.000      2.000      100.5237
     4.000      2.000      3.000      110.1235
     6.000      2.000      3.000      116.3635
     8.000      2.000      3.000       57.9722
    10.000      2.000      3.000       33.4729
    12.000      2.000      3.000       67.3308
    14.000      2.000      3.000       75.0257
    16.000      2.000      3.000       62.8746
    18.000      2.000      3.000       65.2319
    20.000      2.000      3.000       84.0143
    22.000      2.000      3.000       87.4886
    24.000      2.000      3.000       87.7223
    26.000      2.000      3.000      120.5592
    28.000      2.000      3.000      152.1236
    30.000      2.000      3.000      196.0966
    32.000      2.000      3.000      190.7869
    34.000      2.000      3.000      164.8719
    36.000      2.000      3.000      146.4573
    38.000      2.000      3.000      134.4798
    40.000      2.000      3.000      141.5688
    42.000      2.000      3.000       19.5452
    44.000      2.000      3.000      106.0284
    46.000      2.000      3.000       99.5531
    48.000      2.000      3.000       99.1186
    50.000      2.000      3.000       68.2781
    52.000      2.000      3.000       94.2275
    54.000      2.000      3.000       98.5890
    56.000      2.000      3.000       99.8315
    58.000      2.000      3.000      100.3293
    60.000      2.000      3.000      100.6547
     5.000      2.000      4.000      116.9595
     7.000      2.000      4.000       55.4984
     9.000      2.000      4.000       34.0450
    11.000      2.000      4.000       73.8806
    13.000      2.000      4.000       86.5974
    15.000      2.000      4.000       82.5223
    17.000      2.000      4.000       67.8242
    19.000      2.000      4.000       65.6891
    21.000      2.000      4.000       78.5648
    23.000      2.000      4.000       84.4321
    25.000      2.000      4.000      121.8678
    27.000      2.000      4.000      150.2068
    29.000      2.000      4.000      180.4929
    31.000      2.000      4.000      147.9389
    33.000      2.000      4.000      128.9284
    35.000      2.000      4.000      140.2245
    37.000      2.000      4.000      142.2303
    39.000      2.000      4.000      159.9731
    41.000      2.000      4.000       20.6497
    43.000      2.000      4.000      111.7799
    45.000      2.000      4.000      101.6838
    47.000      2.000      4.000       99.1495
    49.000      2.000      4.000      100.1644
    51.000      2.000      4.000       73.8924
    53.000      2.000      4.000       94.4474
    55.000      2.000      4.000       98.5272
    57.000      2.000      4.000       99.8272
    59.000      2.000      4.000      100.4440
     6.000      2.000      5.000       53.6162
     8.000      2.000      5.000       34.5368
    10.000      2.000      5.000       77.8386
    12.000      2.000      5.000       91.0068
    14.000      2.000      5.000       90.9212
    16.000      2.000      5.000       85.1244
    18.000      2.000      5.000       69.7062
    20.000      2.000      5.000       63.9609
    22.000      2.000      5.000       77.7997
    24.000      2.000      5.000      120.1039
    26.000      2.000      5.000      147.5403
    28.000      2.000      5.000      171.5083
    30.000      2.000      5.000      131.0988
    32.000      2.000      5.000      102.6535
    34.000      2.000      5.000      110.7950
    36.000      2.000      5.000      132.9388
    38.000      2.000      5.000      162.9718
    40.000      2.000      5.000       22.5393
    42.000      2.000      5.000      120.2898
    44.000      2.000      5.000      105.3815
    46.000      2.000      5.000      100.7643
    48.000      2.000      5.000       99.5626
    50.000      2.000      5.000      100.9353
    52.000      2.000      5.000       78.0303
    54.000      2.000      5.000       94.7577
    56.000      2.000      5.000       98.5010
    58.000      2.000      5.000       99.8384
     7.000      2.000      6.000       34.9177
     9.000      2.000      6.000       80.5201
    11.000      2.000      6.000       93.3116
    13.000      2.000      6.000       93.3627
    15.000      2.000      6.000       91.2040
    17.000      2.000      6.000       84.5204
    19.000      2.000      6.000       68.4112
    21.000      2.000      6.000       67.1098
    23.000      2.000      6.000      113.4562
    25.000      2.000      6.000      142.7288
    27.000      2.000      6.000      164.1694
    29.000      2.000      6.000      121.7714
    31.000      2.000      6.000       93.7466
    33.000      2.000      6.000       93.0078
    35.000      2.000      6.000      107.6517
    37.000      2.000      6.000      150.3078
    39.000      2.000      6.000       22.4021
    41.000      2.000      6.000      131.3544
    43.000      2.000      6.000      111.6426
    45.000      2.000      6.000      103.8960
    47.000      2.000      6.000      100.9164
    49.000      2.000      6.000      100.0480
    51.000      2.000      6.000      101.4907
    53.000      2.000      6.000       81.1953
    55.000      2.000      6.000       95.1229
    57.000      2.000      6.000       98.5614
     8.000      2.000      7.000       82.4527
    10.000      2.000      7.000       94.7657
    12.000      2.000      7.000       94.4517
    14.000      2.000      7.000       92.4920
    16.000      2.000      7.000       88.9501
    18.000      2.000      7.000       80.8604
    20.000      2.000      7.000       72.8913
    22.000      2.000      7.000      102.0940
    24.000      2.000      7.000      133.5818
    26.000      2.000      7.000      156.0143
    28.000      2.000      7.000      114.8826
    30.000      2.000      7.000       89.3054
    32.000      2.000      7.000       88.1013
    34.000      2.000      7.000       94.3831
    36.000      2.000      7.000      124.1359
    38.000      2.000      7.000       20.5154
    40.000      2.000      7.000      131.0658
    42.000      2.000      7.000      119.6097
    44.000      2.000      7.000      109.2475
    46.000      2.000      7.000      103.7014
    48.000      2.000      7.000      101.2288
    50.000      2.000      7.000      100.4743
    52.000      2.000      7.000      101.9039
    54.000      2.000      7.000       83.7013
    56.000      2.000      7.000       95.5415
     9.000      2.000      8.000       95.7655
    11.000      2.000      8.000       95.0881
    13.000      2.000      8.000       92.9237
    15.000      2.000      8.000       89.5451
    17.000      2.000      8.000       84.1733
    19.000      2.000      8.000       84.8815
    21.000      2.000      8.000      111.5685
    23.000      2.000      8.000      120.5717
    25.000      2.000      8.000      144.4911
