Borehole test at Limhamn limestone quarry 1995-10-25
1
13
626
2
0
Surface electrodes (dummy, not used in this survey)
17
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
Borehole 1 Electrodes
18
4 1
4 2
4 3
4 4
4 5
4 6
4 7
4 8
4 9
4 10
4 11
4 12
4 13
4 14
4 15
4 16
4 17
4 18
Borehole 2 Electrodes
18
16 1
16 2
16 3
16 4
16 5
16 6
16 7
16 8
16 9
16 10
16 11
16 12
16 13
16 14
16 15
16 16
16 17
16 18
Measured Data as Resistance (pole-pole array in this case)
2 4 6 16 15 0.5645
2 4 6 16 16 0.483
2 4 6 16 17 0.464
2 4 6 16 18 0.434
2 4 6 4 1 2.52
2 4 6 4 2 2.52
2 4 6 4 3 3.5
2 4 6 4 4 5.09
2 4 6 4 5 11.23
2 4 5 16 1 1.148
2 4 5 16 2 1.148
2 4 5 16 3 1.12
2 4 5 16 4 1.1
2 4 5 16 5 1.075
2 4 5 16 6 1.028
2 4 5 16 7 0.958
2 4 5 16 8 0.892
2 4 5 16 9 0.846
2 4 5 16 10 0.801
2 4 5 16 11 0.751
2 4 5 16 12 0.706
2 4 5 16 13 0.654
2 4 5 16 14 0.588
2 4 5 16 15 0.546
2 4 5 16 16 0.467
2 4 5 16 17 0.4485
2 4 5 16 18 0.42
2 4 5 4 1 3.28
2 4 5 4 2 3.28
2 4 5 4 3 5.42
2 4 5 4 4 11.02
2 4 4 16 1 1.22
2 4 4 16 2 1.22
2 4 4 16 3 1.18
2 4 4 16 4 1.151
2 4 4 16 5 1.116
2 4 4 16 6 1.053
2 4 4 16 7 0.967
2 4 4 16 8 0.891
2 4 4 16 9 0.839
2 4 4 16 10 0.79
2 4 4 16 11 0.737
2 4 4 16 12 0.692
2 4 4 16 13 0.64
2 4 4 16 14 0.574
2 4 4 16 15 0.532
2 4 4 16 16 0.455
2 4 4 16 17 0.437
2 4 4 16 18 0.4095
2 4 4 4 1 4.5
2 4 4 4 2 4.5
2 4 4 4 3 11.62
2 4 3 16 1 1.28
2 4 3 16 2 1.28
2 4 3 16 3 1.23
2 4 3 16 4 1.192
2 4 3 16 5 1.147
2 4 3 16 6 1.071
2 4 3 16 7 0.973
2 4 3 16 8 0.889
2 4 3 16 9 0.833
2 4 3 16 10 0.781
2 4 3 16 11 0.727
2 4 3 16 12 0.6805
2 4 3 16 13 0.628
2 4 3 16 14 0.563
2 4 3 16 15 0.5225
2 4 3 16 16 0.447
2 4 3 16 17 0.429
2 4 3 16 18 0.402
2 4 3 4 1 7.46
2 4 3 4 2 7.46
2 4 2 16 1 1.357
2 4 2 16 2 1.357
2 4 2 16 3 1.291
2 4 2 16 4 1.241
2 4 2 16 5 1.184
2 4 2 16 6 1.092
2 4 2 16 7 0.981
2 4 2 16 8 0.889
2 4 2 16 9 0.828
2 4 2 16 10 0.7735
2 4 2 16 11 0.7175
2 4 2 16 12 0.67
2 4 2 16 13 0.618
2 4 2 16 14 0.553
2 4 2 16 15 0.513
2 4 2 16 16 0.439
2 4 2 16 17 0.421
2 4 2 16 18 0.395
2 4 2 4 1 27.9
2 4 1 16 1 1.356
2 4 1 16 2 1.355
2 4 1 16 3 1.289
2 4 1 16 4 1.238
2 4 1 16 5 1.18
2 4 1 16 6 1.089
2 4 1 16 7 0.977
2 4 1 16 8 0.885
2 4 1 16 9 0.8235
2 4 1 16 10 0.7695
2 4 1 16 11 0.713
2 4 1 16 12 0.666
2 4 1 16 13 0.614
2 4 1 16 14 0.549
2 4 1 16 15 0.509
2 4 1 16 16 0.435
2 4 1 16 17 0.417
2 4 1 16 18 0.39
2 16 18 16 1 0.4715
2 16 18 16 2 0.472
2 16 18 16 3 0.485
2 16 18 16 4 0.501
2 16 18 16 5 0.524
2 16 18 16 6 0.564
2 16 18 16 7 0.62
2 16 18 16 8 0.674
2 16 18 16 9 0.728
2 16 18 16 10 0.793
2 16 18 16 11 0.8815
2 16 18 16 12 0.991
2 16 18 16 13 1.166
2 16 18 16 14 1.484
2 16 18 16 15 1.882
2 16 18 16 16 3.16
2 16 18 16 17 5.85
2 16 17 16 1 0.509
2 16 17 16 2 0.5095
2 16 17 16 3 0.526
2 16 17 16 4 0.544
2 16 17 16 5 0.571
2 16 17 16 6 0.619
2 16 17 16 7 0.686
2 16 17 16 8 0.752
2 16 17 16 9 0.819
2 16 17 16 10 0.903
2 16 17 16 11 1.018
2 16 17 16 12 1.168
2 16 17 16 13 1.421
2 16 17 16 14 1.918
2 16 17 16 15 2.7
2 16 17 16 16 6.045
2 16 16 16 1 0.537
2 16 16 16 2 0.537
2 16 16 16 3 0.555
2 16 16 16 4 0.576
2 16 16 16 5 0.606
2 16 16 16 6 0.661
2 16 16 16 7 0.738
2 16 16 16 8 0.816
2 16 16 16 9 0.896
2 16 16 16 10 0.999
2 16 16 16 11 1.146
2 16 16 16 12 1.345
2 16 16 16 13 1.714
2 16 16 16 14 2.56
2 16 16 16 15 5.22
2 16 15 16 1 0.652
2 16 15 16 2 0.652
2 16 15 16 3 0.679
2 16 15 16 4 0.711
2 16 15 16 5 0.759
2 16 15 16 6 0.847
2 16 15 16 7 0.976
2 16 15 16 8 1.112
2 16 15 16 9 1.264
2 16 15 16 10 1.476
2 16 15 16 11 1.806
2 16 15 16 12 2.34
2 16 15 16 13 3.61
2 16 15 16 14 8.4
2 16 14 16 1 0.72
2 16 14 16 2 0.72
2 16 14 16 3 0.754
2 16 14 16 4 0.793
2 16 14 16 5 0.854
2 16 14 16 6 0.966
2 16 14 16 7 1.135
2 16 14 16 8 1.32
2 16 14 16 9 1.537
