Wenner gamma array example
   1.00
5
135
1
0
     1.500      1.000      8.890 
     2.500      1.000      8.884 
     3.500      1.000      8.875 
     4.500      1.000      8.864 
     5.500      1.000      8.850 
     6.500      1.000      8.832 
     7.500      1.000      8.806 
     8.500      1.000      8.767 
     9.500      1.000      8.703 
    10.500      1.000      8.584 
    11.500      1.000      8.320 
    12.500      1.000      7.726 
    13.500      1.000      7.569 
    14.500      1.000      6.793 
    15.500      1.000      5.676 
    16.500      1.000      5.189 
    17.500      1.000      4.934 
    18.500      1.000      4.508 
    19.500      1.000      4.389 
    20.500      1.000      3.993 
    21.500      1.000      3.487 
    22.500      1.000      3.485 
    23.500      1.000      3.987 
    24.500      1.000      4.359 
    25.500      1.000      4.450 
    26.500      1.000      4.826 
    27.500      1.000      4.947 
     3.000      2.000     14.597 
     4.000      2.000     14.535 
     5.000      2.000     14.455 
     6.000      2.000     14.346 
     7.000      2.000     14.187 
     8.000      2.000     13.944 
     9.000      2.000     13.539 
    10.000      2.000     12.797 
    11.000      2.000     11.477 
    12.000      2.000     10.831 
    13.000      2.000     11.495 
    14.000      2.000     11.170 
    15.000      2.000      8.991 
    16.000      2.000      6.942 
    17.000      2.000      5.394 
    18.000      2.000      4.521 
    19.000      2.000      4.565 
    20.000      2.000      4.328 
    21.000      2.000      3.549 
    22.000      2.000      3.166 
    23.000      2.000      3.510 
    24.000      2.000      4.200 
    25.000      2.000      4.266 
    26.000      2.000      3.905 
     4.500      3.000     18.603 
     5.500      3.000     18.278 
     6.500      3.000     17.812 
     7.500      3.000     17.098 
     8.500      3.000     15.929 
     9.500      3.000     14.122 
    10.500      3.000     13.107 
    11.500      3.000     13.505 
    12.500      3.000     14.862 
    13.500      3.000     14.905 
    14.500      3.000     13.040 
    15.500      3.000      9.671 
    16.500      3.000      7.385 
    17.500      3.000      6.573 
    18.500      3.000      6.346 
    19.500      3.000      5.650 
    20.500      3.000      4.553 
    21.500      3.000      3.413 
    22.500      3.000      3.336 
    23.500      3.000      4.244 
    24.500      3.000      4.929 
     6.000      4.000     19.653 
     7.000      4.000     18.139 
     8.000      4.000     16.004 
     9.000      4.000     14.762 
    10.000      4.000     14.840 
    11.000      4.000     15.892 
    12.000      4.000     17.632 
    13.000      4.000     17.832 
    14.000      4.000     16.248 
    15.000      4.000     13.824 
    16.000      4.000     10.794 
    17.000      4.000      9.106 
    18.000      4.000      8.594 
    19.000      4.000      7.506 
    20.000      4.000      6.021 
    21.000      4.000      4.444 
    22.000      4.000      3.407 
    23.000      4.000      3.907 
     7.500      5.000     16.075 
     8.500      5.000     15.933 
     9.500      5.000     16.591 
    10.500      5.000     17.982 
    11.500      5.000     19.863 
    12.500      5.000     20.175 
    13.500      5.000     19.297 
    14.500      5.000     17.777 
    15.500      5.000     15.520 
    16.500      5.000     12.620 
    17.500      5.000     10.649 
    18.500      5.000      8.984 
    19.500      5.000      7.389 
    20.500      5.000      5.904 
    21.500      5.000      4.653 
     9.000      6.000     18.246 
    10.000      6.000     19.764 
    11.000      6.000     21.741 
    12.000      6.000     22.630 
    13.000      6.000     22.279 
    14.000      6.000     21.234 
    15.000      6.000     19.575 
    16.000      6.000     16.991 
    17.000      6.000     13.540 
    18.000      6.000     10.600 
    19.000      6.000      8.597 
    20.000      6.000      7.038 
    10.500      7.000     23.897 
    11.500      7.000     25.165 
    12.500      7.000     25.048 
    13.500      7.000     24.216 
    14.500      7.000     22.670 
    15.500      7.000     20.531 
    16.500      7.000     17.568 
    17.500      7.000     13.284 
    18.500      7.000     10.059 
    12.000      8.000     27.532 
    13.000      8.000     26.585 
    14.000      8.000     25.155 
    15.000      8.000     23.368 
    16.000      8.000     20.974 
    17.000      8.000     17.194 
    13.500      9.000     27.293 
    14.500      9.000     25.754 
    15.500      9.000     23.745
0
0
0
0
