X_Coord_m,Z_Coord_m,Std_Wenner_Apparent_Resistivity_Ohmm,PseudoDiode_Apparent_Resistivity_Ohmm,Relative_Error
-22.5,-7.5,278.857,278.837,7.2e-05
-20,-7.5,275.682,273.983,0.006163
-17.5,-7.5,271.774,281.751,0.036711
-15,-7.5,267.103,274.009,0.025855
-12.5,-7.5,261.285,253.64,0.029259
-10,-7.5,254.706,246.857,0.030816
-7.5,-7.5,247.622,249.222,0.006461
-5,-7.5,241.305,234.311,0.028984
-2.5,-7.5,235.291,231.519,0.016031
0,-7.5,228.972,233.369,0.019203
2.5,-7.5,222.255,220.378,0.008445
5,-7.5,216.224,210.758,0.025279
7.5,-7.5,210.775,216.044,0.024998
10,-7.5,204.751,203.054,0.008288
12.5,-7.5,198.419,200.533,0.010654
15,-7.5,193.229,206.453,0.068437
17.5,-7.5,189.052,182.737,0.033404
20,-7.5,185.235,185.06,0.000945
22.5,-7.5,181.715,189.608,0.043436
25,-7.5,179.241,169.001,0.05713
27.5,-7.5,179.014,171.897,0.039757
30,-7.5,179.713,186.939,0.040209
32.5,-7.5,179.521,174.63,0.027245
35,-7.5,179.413,170.172,0.051507
37.5,-7.5,178.74,174.291,0.024891
40,-7.5,177.111,185.735,0.048693
42.5,-7.5,174.307,169.639,0.02678
45,-7.5,170.198,181.09,0.063996
47.5,-7.5,165.874,167.752,0.011322
50,-7.5,161.768,164.107,0.014459
52.5,-7.5,158.899,157.781,0.007036
55,-7.5,157.85,149.074,0.055597
57.5,-7.5,157.775,154.899,0.018228
60,-7.5,159.016,167.429,0.052907
62.5,-7.5,162.258,151.687,0.065149
65,-7.5,166.28,161.745,0.027273
67.5,-7.5,169.501,167.032,0.014566
70,-7.5,171.547,171.414,0.000775
72.5,-7.5,173.09,177.414,0.024981
75,-7.5,174.509,179.953,0.031196
77.5,-7.5,174.17,172.255,0.010995
80,-7.5,172.848,171.243,0.009286
82.5,-7.5,171.883,174.331,0.014242
85,-7.5,171.245,170.515,0.004263
87.5,-7.5,172.002,174.001,0.011622
90,-7.5,172.772,178.583,0.033634
92.5,-7.5,174.702,164.953,0.055804
95,-7.5,177.127,179.564,0.013758
97.5,-7.5,179.672,172.573,0.039511
100,-7.5,182.483,182.413,0.000384
102.5,-7.5,184.123,180.001,0.022387
105,-7.5,185.82,180.215,0.030164
107.5,-7.5,188.222,181.951,0.033317
110,-7.5,190.191,189.567,0.003281
112.5,-7.5,191.661,193.348,0.008802
115,-7.5,192.356,188.888,0.018029
117.5,-7.5,193.537,195.386,0.009554
120,-7.5,195.115,197.231,0.010845
122.5,-7.5,195.511,195.433,0.000399
125,-7.5,196.583,200.678,0.020831
127.5,-7.5,196.978,190.82,0.031262
130,-7.5,197.359,201.132,0.019117
132.5,-7.5,197.736,194.537,0.016178
-131.25,-8.75,374.999,366.997,0.021339
-128.75,-8.75,375.418,367.759,0.020401
-126.25,-8.75,375.547,370.939,0.01227
-123.75,-8.75,375.339,362.617,0.033895
-121.25,-8.75,375.214,382.49,0.019392
-118.75,-8.75,375.03,378.011,0.007949
-116.25,-8.75,374.73,366.678,0.021487
-113.75,-8.75,374.096,382.304,0.021941
-111.25,-8.75,372.924,373.512,0.001577
-108.75,-8.75,371.9,373.033,0.003047
-106.25,-8.75,370.852,362.191,0.023354
-103.75,-8.75,369.663,359.899,0.026413
-101.25,-8.75,368.313,375.509,0.019538
-98.75,-8.75,366.843,367.91,0.002909
-96.25,-8.75,365.544,345.971,0.053545
-93.75,-8.75,364.574,348.531,0.044005
-91.25,-8.75,363.762,371.288,0.020689
-88.75,-8.75,363.289,356.006,0.020047
-86.25,-8.75,362.924,381.922,0.052347
-83.75,-8.75,362.62,366.244,0.009994
-81.25,-8.75,362.311,366.244,0.010855
-78.75,-8.75,361.905,363.523,0.004471
-76.25,-8.75,361.302,376.903,0.04318
-73.75,-8.75,360.214,370.46,0.028444
-71.25,-8.75,358.449,347.338,0.030997
-68.75,-8.75,356.105,361.384,0.014824
-66.25,-8.75,353.164,353.272,0.000306
-63.75,-8.75,349.615,351.994,0.006805
-61.25,-8.75,345.487,337.829,0.022166
-58.75,-8.75,341.022,335.199,0.017075
-56.25,-8.75,336.1,349.473,0.039789
-53.75,-8.75,330.933,310.171,0.062738
-51.25,-8.75,325.275,344.071,0.057785
-48.75,-8.75,319.329,323.383,0.012695
-46.25,-8.75,313.5,314.15,0.002073
-43.75,-8.75,308.128,309.488,0.004414
-41.25,-8.75,303.426,329.271,0.085177
-38.75,-8.75,299.658,293.61,0.020183
-36.25,-8.75,297.256,294.894,0.007946
-33.75,-8.75,296.227,300.38,0.01402
-31.25,-8.75,296.023,285.303,0.036213
-28.75,-8.75,295.969,292.565,0.011501
-26.25,-8.75,295.482,305.973,0.035505
-23.75,-8.75,294.087,293.51,0.001962
-21.25,-8.75,291.753,282.971,0.030101
-18.75,-8.75,288.197,288.439,0.00084
-16.25,-8.75,282.816,283.616,0.002829
-13.75,-8.75,276.314,267.217,0.032923
-11.25,-8.75,269.264,268.217,0.003888
-8.75,-8.75,261.736,266.937,0.019871
-6.25,-8.75,254.53,259.699,0.020308
-3.75,-8.75,247.369,241.967,0.021838
-1.25,-8.75,239.877,239.151,0.003027
1.25,-8.75,232.462,230.572,0.00813
3.75,-8.75,225.367,221.101,0.018929
6.25,-8.75,218.036,213.15,0.022409
8.75,-8.75,210.831,208.731,0.009961
11.25,-8.75,203.021,205.545,0.012432
13.75,-8.75,195.648,187.24,0.042975
16.25,-8.75,189.821,191.097,0.006722
18.75,-8.75,185.081,176.613,0.045753
21.25,-8.75,181.237,170.105,0.061422
23.75,-8.75,178.886,181.239,0.013154
26.25,-8.75,177.849,174.959,0.01625
28.75,-8.75,178.088,170.929,0.040199
31.25,-8.75,178.192,175.484,0.015197
33.75,-8.75,178.083,170.896,0.040358
36.25,-8.75,177.331,173.718,0.020374
38.75,-8.75,176.237,181.605,0.030459
41.25,-8.75,174.251,171.447,0.016092
43.75,-8.75,170.494,171.583,0.006387
46.25,-8.75,165.691,159.543,0.037105
48.75,-8.75,161.796,152.516,0.057356
51.25,-8.75,158.538,161.796,0.02055
53.75,-8.75,156.626,151.139,0.035032
56.25,-8.75,155.613,150.035,0.035845
58.75,-8.75,155.509,157.617,0.013555
61.25,-8.75,158.245,155.084,0.019975
63.75,-8.75,161.833,153.26,0.052974
66.25,-8.75,164.861,154.695,0.061664
68.75,-8.75,167.439,173.728,0.03756
71.25,-8.75,168.742,167.618,0.006661
73.75,-8.75,169.648,172.773,0.01842
76.25,-8.75,170.379,165.694,0.027498
78.75,-8.75,169.25,166.662,0.015291
81.25,-8.75,167.218,163.753,0.020721
83.75,-8.75,165.427,165.501,0.000447
86.25,-8.75,164.693,164.231,0.002805
88.75,-8.75,164.94,167.026,0.012647
91.25,-8.75,165.636,166.643,0.00608
93.75,-8.75,166.751,173.406,0.03991
96.25,-8.75,169.013,164.526,0.026548
98.75,-8.75,171.619,164.758,0.039978
101.25,-8.75,174.782,178.749,0.022697
103.75,-8.75,177.744,182.031,0.024119
106.25,-8.75,180.667,182.788,0.01174
108.75,-8.75,183.209,182.39,0.00447
111.25,-8.75,185.731,184.1,0.008782
113.75,-8.75,187.794,181.056,0.03588
116.25,-8.75,189.852,188.903,0.004999
118.75,-8.75,191.734,193.405,0.008715
121.25,-8.75,193.421,190.406,0.015588
123.75,-8.75,194.549,194.245,0.001563
126.25,-8.75,195.399,194.08,0.00675
128.75,-8.75,196.327,201.158,0.024607
-127.5,-10,400.1,410.188,0.025214
-125,-10,400.091,403.284,0.007981
-122.5,-10,399.94,397.206,0.006836
-120,-10,399.442,395.174,0.010685
-117.5,-10,398.837,412.152,0.033385
-115,-10,398.105,407.456,0.023489
-112.5,-10,397.122,387.594,0.023993
-110,-10,396.09,390.654,0.013724
-107.5,-10,394.539,404.37,0.024918
-105,-10,392.925,385.772,0.018204
-102.5,-10,391.391,389.67,0.004397
-100,-10,389.986,383.463,0.016726
-97.5,-10,388.712,411.03,0.057415
-95,-10,387.586,403.104,0.040038
-92.5,-10,386.659,384.727,0.004997
-90,-10,386.119,390.67,0.011787
-87.5,-10,385.804,409.72,0.06199
-85,-10,385.717,400.087,0.037255
-82.5,-10,385.569,381.38,0.010864
-80,-10,385.135,379.287,0.015184
-77.5,-10,384.539,389.788,0.01365
-75,-10,383.185,392.032,0.023088
-72.5,-10,381.313,369.708,0.030434
-70,-10,378.602,367.675,0.028861
-67.5,-10,375.22,381.406,0.016486
-65,-10,371.229,370.198,0.002777
-62.5,-10,366.381,377.145,0.029379
-60,-10,360.611,372.711,0.033554
-57.5,-10,354.022,348.539,0.015488
-55,-10,347.098,346.995,0.000297
-52.5,-10,339.717,343.664,0.011618
-50,-10,332.477,339.277,0.020453
-47.5,-10,325.585,328.388,0.008609
-45,-10,319.48,325.501,0.018846
-42.5,-10,314.558,310.824,0.011871
-40,-10,311.205,308.559,0.008502
-37.5,-10,309.514,304.197,0.017179
-35,-10,308.941,316.401,0.024147
-32.5,-10,309.294,308.588,0.002283
-30,-10,309.531,305.746,0.012228
-27.5,-10,309.282,318.427,0.029568
-25,-10,308.135,299.845,0.026904
-22.5,-10,305.937,312.006,0.019837
-20,-10,302.302,308.861,0.021697
-17.5,-10,297.175,292.224,0.01666
-15,-10,290.406,289.14,0.004359
-12.5,-10,282.425,289.859,0.026322
-10,-10,273.992,275.649,0.006048
-7.5,-10,265.658,267.376,0.006467
-5,-10,257.356,253.316,0.015698
-2.5,-10,248.996,246.137,0.011482
0,-10,240.717,234.58,0.025495
2.5,-10,232.753,232.367,0.001658
5,-10,224.916,222.376,0.011293
7.5,-10,217.034,212.436,0.021186
10,-10,208.919,214.24,0.025469
12.5,-10,201.141,207.617,0.032196
15,-10,194.207,183.003,0.057691
17.5,-10,188.311,192.426,0.021852
20,-10,184.206,183.803,0.002188
22.5,-10,181.797,179.69,0.01159
25,-10,180.532,177.699,0.015693
27.5,-10,179.863,180.356,0.002741
30,-10,179.565,177.935,0.009077
32.5,-10,179.428,176.177,0.018119
35,-10,179.167,178.928,0.001334
37.5,-10,178.291,170.761,0.042234
40,-10,176.097,176.048,0.000278
42.5,-10,172.567,175.353,0.016144
45,-10,168.445,162.46,0.035531
47.5,-10,164.661,161.022,0.0221
50,-10,161.326,158.087,0.020077
52.5,-10,158.854,157.133,0.010834
55,-10,157.206,156.233,0.006189
57.5,-10,156.47,160.579,0.026261
60,-10,157.495,155.233,0.014362
62.5,-10,160.11,163.207,0.019343
65,-10,163.034,166.974,0.024167
67.5,-10,165.484,161.953,0.021337
70,-10,166.994,168.098,0.006611
72.5,-10,167.68,169.628,0.011617
75,-10,167.81,172.202,0.026172
77.5,-10,167.223,171.525,0.025726
80,-10,165.682,167.705,0.01221
82.5,-10,163.371,168.248,0.029852
85,-10,161.041,157.943,0.019237
87.5,-10,159.006,157.645,0.008559
90,-10,158.166,159.124,0.006057
92.5,-10,158.296,154.464,0.024208
95,-10,159.106,163.971,0.030577
97.5,-10,160.789,167.339,0.040737
100,-10,163.724,160.882,0.017358
102.5,-10,167.024,172.953,0.035498
105,-10,170.553,177.814,0.042573
107.5,-10,174.271,176.6,0.013364
110,-10,177.588,184.066,0.036478
112.5,-10,180.698,178.962,0.009607
115,-10,184.012,188.332,0.023477
117.5,-10,187.168,189.866,0.014415
120,-10,189.33,188.7,0.003328
122.5,-10,191.357,195.349,0.020862
125,-10,193.096,190.911,0.011316
-123.75,-11.25,419.875,411.61,0.019684
-121.25,-11.25,419.159,414.575,0.010936
-118.75,-11.25,418.413,413.97,0.010619
-116.25,-11.25,417.521,415.247,0.005446
-113.75,-11.25,416.612,421.776,0.012395
-111.25,-11.25,415.337,430.88,0.037423
-108.75,-11.25,413.762,417.311,0.008577
-106.25,-11.25,412.255,413.254,0.002423
-103.75,-11.25,410.475,407.275,0.007796
-101.25,-11.25,409.028,421.804,0.031235
-98.75,-11.25,407.768,399.463,0.020367
-96.25,-11.25,406.707,409.833,0.007686
-93.75,-11.25,406.05,395.599,0.025738
-91.25,-11.25,405.598,413.456,0.019374
-88.75,-11.25,405.336,415.535,0.025162
-86.25,-11.25,405.151,423.481,0.045242
-83.75,-11.25,405.082,428.173,0.057003
-81.25,-11.25,405.072,410.604,0.013657
-78.75,-11.25,404.378,399.792,0.011341
-76.25,-11.25,402.763,380.028,0.056448
-73.75,-11.25,400.523,387.611,0.032238
-71.25,-11.25,397.615,398.057,0.001112
-68.75,-11.25,393.927,408.951,0.038139
-66.25,-11.25,389.132,403.878,0.037895
-63.75,-11.25,383.182,386.627,0.008991
-61.25,-11.25,376.39,377.233,0.00224
-58.75,-11.25,368.611,369.588,0.00265
-56.25,-11.25,360.144,372.57,0.034503
-53.75,-11.25,351.374,346.416,0.01411
-51.25,-11.25,343.13,359.265,0.047023
-48.75,-11.25,335.811,331.253,0.013573
-46.25,-11.25,329.723,342.075,0.037462
-43.75,-11.25,325.177,346.687,0.066149
-41.25,-11.25,322.231,326.508,0.013273
-38.75,-11.25,320.924,333.146,0.038084
-36.25,-11.25,320.976,334.195,0.041184
-33.75,-11.25,321.588,315.617,0.018567
-31.25,-11.25,321.982,301.685,0.063038
-28.75,-11.25,321.927,330.084,0.025338
-26.25,-11.25,321.007,326.538,0.01723
-23.75,-11.25,318.736,320.99,0.007072
-21.25,-11.25,314.969,322.221,0.023024
-18.75,-11.25,309.545,296.346,0.04264
-16.25,-11.25,302.659,295.849,0.022501
-13.75,-11.25,294.473,304.917,0.035467
-11.25,-11.25,285.135,282.813,0.008144
-8.75,-11.25,275.251,264.746,0.038165
-6.25,-11.25,265.466,270.214,0.017886
-3.75,-11.25,255.926,258.577,0.010358
-1.25,-11.25,246.673,238.122,0.034665
1.25,-11.25,237.743,250.592,0.054046
3.75,-11.25,229.318,220.665,0.037734
6.25,-11.25,221.523,221.686,0.000736
8.75,-11.25,214.028,211.466,0.01197
11.25,-11.25,207.102,212.47,0.02592
13.75,-11.25,200.644,191.381,0.046166
16.25,-11.25,195.213,190.611,0.023574
18.75,-11.25,191.173,198.127,0.036375
21.25,-11.25,188.288,188.036,0.001338
23.75,-11.25,186.307,184.979,0.007128
26.25,-11.25,185.211,187.957,0.014826
28.75,-11.25,184.499,178.051,0.034949
31.25,-11.25,184.416,181.923,0.013518
33.75,-11.25,183.797,189.775,0.032525
36.25,-11.25,182.379,176.737,0.030936
38.75,-11.25,180.314,180.579,0.00147
41.25,-11.25,177.155,171.758,0.030465
43.75,-11.25,173.239,172.022,0.007025
46.25,-11.25,169.498,172.126,0.015505
48.75,-11.25,165.995,159.273,0.040495
51.25,-11.25,163.411,161.463,0.011921
53.75,-11.25,161.342,158.288,0.018929
56.25,-11.25,159.831,159.779,0.000325
58.75,-11.25,159.92,162.905,0.018666
61.25,-11.25,161.115,162.354,0.00769
63.75,-11.25,163.316,158.883,0.027144
66.25,-11.25,165.626,170.063,0.026789
68.75,-11.25,167.133,163.492,0.021785
71.25,-11.25,168.059,170.868,0.016714
73.75,-11.25,167.783,163.63,0.024752
76.25,-11.25,167.076,173.68,0.039527
78.75,-11.25,166.008,167.097,0.00656
81.25,-11.25,163.452,161.001,0.014995
83.75,-11.25,160.455,156.327,0.025727
86.25,-11.25,157.37,153.991,0.021472
88.75,-11.25,154.575,157.739,0.020469
91.25,-11.25,152.541,152.538,2e-05
93.75,-11.25,151.713,147.67,0.026649
96.25,-11.25,152.314,152.392,0.000512
98.75,-11.25,153.833,157.576,0.024332
101.25,-11.25,155.739,155.418,0.002061
103.75,-11.25,159.161,162.18,0.018968
106.25,-11.25,163.002,162.788,0.001313
108.75,-11.25,167.312,167.774,0.002761
111.25,-11.25,171.62,177.194,0.032479
113.75,-11.25,175.918,177.782,0.010596
116.25,-11.25,179.77,178.384,0.00771
118.75,-11.25,182.952,180.063,0.015791
121.25,-11.25,186.235,186.74,0.002712
-120,-12.5,433.357,432.03,0.003062
-117.5,-12.5,432.387,430.471,0.004431
-115,-12.5,431.259,432.737,0.003427
-112.5,-12.5,429.885,428.088,0.00418
-110,-12.5,428.473,425.445,0.007067
-107.5,-12.5,427.014,430.716,0.00867
-105,-12.5,425.529,422.221,0.007774
-102.5,-12.5,424.255,421.355,0.006836
-100,-12.5,423.053,410.329,0.030077
-97.5,-12.5,422.309,440.486,0.043042
-95,-12.5,421.842,414.021,0.01854
-92.5,-12.5,421.585,432.714,0.026398
-90,-12.5,421.499,419.297,0.005224
-87.5,-12.5,421.524,416.887,0.011001
-85,-12.5,421.546,421.906,0.000854
-82.5,-12.5,421.205,423.192,0.004717
-80,-12.5,420.319,441.902,0.051349
-77.5,-12.5,418.836,415.823,0.007194
-75,-12.5,416.583,416.27,0.000751
-72.5,-12.5,413.181,410.498,0.006494
-70,-12.5,408.733,415.105,0.01559
-67.5,-12.5,403.054,386.229,0.041744
-65,-12.5,396.313,410.415,0.035583
-62.5,-12.5,388.34,394.64,0.016223
-60,-12.5,379.308,395.491,0.042665
-57.5,-12.5,369.931,379.423,0.025659
-55,-12.5,360.812,362.487,0.004642
-52.5,-12.5,352.455,336.761,0.044528
-50,-12.5,345.016,342.772,0.006504
-47.5,-12.5,339.262,344.1,0.01426
-45,-12.5,335.259,338.749,0.01041
-42.5,-12.5,332.969,339.708,0.020239
-40,-12.5,332.085,323.626,0.025472
-37.5,-12.5,332.144,333.369,0.003688
-35,-12.5,332.904,339.266,0.019111
-32.5,-12.5,333.736,335.485,0.005241
-30,-12.5,333.968,347.787,0.041378
-27.5,-12.5,332.774,332.923,0.000448
-25,-12.5,330.32,321.831,0.025699
-22.5,-12.5,326.331,315.107,0.034395
-20,-12.5,320.806,329.034,0.025648
-17.5,-12.5,313.61,305.845,0.02476
-15,-12.5,304.879,304.783,0.000315
-12.5,-12.5,294.86,279.172,0.053205
-10,-12.5,284.108,299.95,0.05576
-7.5,-12.5,272.92,272.197,0.002649
-5,-12.5,261.633,266.434,0.01835
-2.5,-12.5,250.845,245.188,0.022552
0,-12.5,240.925,250.081,0.038004
2.5,-12.5,232.099,230.348,0.007544
5,-12.5,224.321,231.838,0.03351
7.5,-12.5,217.435,218.148,0.003279
10,-12.5,211.648,198.163,0.063714
12.5,-12.5,207.071,213.272,0.029946
15,-12.5,203.269,201.189,0.010233
17.5,-12.5,200.074,202.826,0.013755
20,-12.5,197.463,193.389,0.020632
22.5,-12.5,195.565,190.287,0.026988
25,-12.5,194.125,191.931,0.011302
27.5,-12.5,193.114,192.894,0.001139
30,-12.5,192.22,196.291,0.021179
32.5,-12.5,191.116,195.112,0.020909
35,-12.5,189.444,189.762,0.001679
37.5,-12.5,186.865,181.52,0.028604
40,-12.5,183.507,185.868,0.012866
42.5,-12.5,179.854,173.669,0.034389
45,-12.5,176.14,174.72,0.008062
47.5,-12.5,172.36,174.275,0.01111
50,-12.5,169.315,168.982,0.001967
52.5,-12.5,166.79,164.894,0.011368
55,-12.5,164.795,158.592,0.037641
57.5,-12.5,164.063,167.11,0.018572
60,-12.5,164.448,163.514,0.00568
62.5,-12.5,165.522,162.705,0.017019
65,-12.5,167.189,166.088,0.006585
67.5,-12.5,168.773,173.797,0.029768
70,-12.5,169.626,166.778,0.01679
72.5,-12.5,169.857,164.853,0.02946
75,-12.5,169.175,165.381,0.022426
77.5,-12.5,167.594,174.91,0.043653
80,-12.5,165.437,162.056,0.020437
82.5,-12.5,162.291,158.749,0.021825
85,-12.5,158.417,157.556,0.005435
87.5,-12.5,154.623,155.362,0.004779
90,-12.5,151.309,151.352,0.000284
92.5,-12.5,148.791,144.711,0.027421
95,-12.5,147.079,145.521,0.010593
97.5,-12.5,146.453,147.826,0.009375
100,-12.5,147.188,153.532,0.043101
102.5,-12.5,149.119,155.058,0.039827
105,-12.5,151.939,152.908,0.006378
107.5,-12.5,155.94,162.192,0.040092
110,-12.5,160.593,161.951,0.008456
112.5,-12.5,165.42,164.531,0.005374
115,-12.5,170.129,170.276,0.000864
117.5,-12.5,174.511,178.616,0.023523
-116.25,-13.75,441.342,431.53,0.022232
-113.75,-13.75,440.059,433.582,0.014718
-111.25,-13.75,438.841,439.821,0.002233
-108.75,-13.75,437.616,431.95,0.012947
-106.25,-13.75,436.484,443.703,0.016539
-103.75,-13.75,435.537,436.266,0.001674
-101.25,-13.75,434.833,437.881,0.00701
-98.75,-13.75,434.584,426.551,0.018484
-96.25,-13.75,434.363,439.799,0.012515
-93.75,-13.75,434.324,421.644,0.029195
-91.25,-13.75,434.505,425.355,0.021058
-88.75,-13.75,434.705,446.287,0.026643
-86.25,-13.75,434.712,421.679,0.029981
-83.75,-13.75,434.185,432.457,0.00398
-81.25,-13.75,433.11,448.324,0.035127
-78.75,-13.75,431.364,431.085,0.000647
-76.25,-13.75,428.739,423.623,0.011933
-73.75,-13.75,425.038,427.532,0.005868
-71.25,-13.75,419.905,397.932,0.052329
-68.75,-13.75,413.334,405.7,0.018469
-66.25,-13.75,405.487,389.226,0.040102
-63.75,-13.75,396.577,389.834,0.017003
-61.25,-13.75,386.987,369.693,0.044689
-58.75,-13.75,377.386,384.232,0.018141
-56.25,-13.75,368.278,360.209,0.02191
-53.75,-13.75,360.257,342.39,0.049595
-51.25,-13.75,353.697,347.049,0.018796
-48.75,-13.75,348.633,358.183,0.027393
-46.25,-13.75,345.056,359.02,0.040469
-43.75,-13.75,343.092,339.185,0.011388
-41.25,-13.75,342.423,355.992,0.039626
-38.75,-13.75,342.772,331.663,0.032409
-36.25,-13.75,343.803,341.346,0.007147
-33.75,-13.75,344.775,347.945,0.009194
-31.25,-13.75,344.866,345.343,0.001383
-28.75,-13.75,343.739,336.95,0.01975
-26.25,-13.75,341.116,338.357,0.008088
-23.75,-13.75,336.823,355.332,0.054952
-21.25,-13.75,330.906,323.253,0.023127
-18.75,-13.75,323.383,331.029,0.023644
-16.25,-13.75,314.268,299.018,0.048525
-13.75,-13.75,303.768,294.29,0.031201
-11.25,-13.75,292.186,286.089,0.020867
-8.75,-13.75,279.82,274.575,0.018744
-6.25,-13.75,267.172,271.312,0.015496
-3.75,-13.75,255.035,255.579,0.002133
-1.25,-13.75,243.98,236.691,0.029875
1.25,-13.75,234.423,232.902,0.006488
3.75,-13.75,226.516,226.697,0.000799
6.25,-13.75,220.162,230.994,0.0492
8.75,-13.75,215.493,218.142,0.012293
11.25,-13.75,212.347,205.325,0.033069
13.75,-13.75,210.191,220.312,0.048151
16.25,-13.75,208.419,203.601,0.023117
18.75,-13.75,207.203,204.055,0.015193
21.25,-13.75,206.337,202.841,0.016943
23.75,-13.75,205.625,207.07,0.007027
26.25,-13.75,204.536,209.654,0.025022
28.75,-13.75,202.991,200.739,0.011094
31.25,-13.75,201.042,211.067,0.049865
33.75,-13.75,198.771,199.696,0.004654
36.25,-13.75,195.863,196.054,0.000975
38.75,-13.75,192.16,183.698,0.044036
41.25,-13.75,187.98,186.52,0.007767
43.75,-13.75,183.921,183.59,0.0018
46.25,-13.75,180.137,178.633,0.008349
48.75,-13.75,176.611,176.057,0.003137
51.25,-13.75,173.343,172.858,0.002798
53.75,-13.75,170.676,169.93,0.004371
56.25,-13.75,169.319,172.925,0.021297
58.75,-13.75,168.991,165.966,0.0179
61.25,-13.75,169.254,166.857,0.014162
63.75,-13.75,170.092,173.847,0.022076
66.25,-13.75,171.182,172.238,0.006169
68.75,-13.75,172.25,174.275,0.011756
71.25,-13.75,172.727,172.139,0.003404
73.75,-13.75,172.307,170.942,0.007922
76.25,-13.75,170.814,168.901,0.011199
78.75,-13.75,168.597,166.371,0.013203
81.25,-13.75,165.762,167.608,0.011136
83.75,-13.75,161.859,164.341,0.015334
86.25,-13.75,157.627,162.255,0.02936
88.75,-13.75,153.414,156.344,0.019099
91.25,-13.75,149.545,148.7,0.00565
93.75,-13.75,146.275,146.628,0.002413
96.25,-13.75,143.836,141.651,0.015191
98.75,-13.75,142.28,147.734,0.038333
101.25,-13.75,142.229,142.998,0.005407
103.75,-13.75,143.666,148.285,0.032151
106.25,-13.75,146.403,149.806,0.023244
108.75,-13.75,149.629,151.271,0.010974
111.25,-13.75,153.969,154.248,0.001812
113.75,-13.75,158.937,158.387,0.00346
-112.5,-15,445.161,437.658,0.016855
-110,-15,444.336,442.679,0.003729
-107.5,-15,443.677,448.18,0.010149
-105,-15,443.277,439.71,0.008047
-102.5,-15,443.2,447.829,0.010444
-100,-15,443.343,428.762,0.032889
-97.5,-15,443.613,444.541,0.002092
-95,-15,444.149,426.486,0.039768
-92.5,-15,444.54,430.738,0.031048
-90,-15,444.763,446.111,0.003031
-87.5,-15,444.617,454.13,0.021396
-85,-15,443.996,447.301,0.007444
-82.5,-15,442.806,455.215,0.028024
-80,-15,440.664,430.653,0.022718
-77.5,-15,437.468,435.814,0.003781
-75,-15,432.941,447.309,0.033187
-72.5,-15,427.067,420.874,0.014501
-70,-15,419.843,437.519,0.042101
-67.5,-15,411.338,401.386,0.024194
-65,-15,401.86,404.244,0.005932
-62.5,-15,392.231,381.821,0.02654
-60,-15,382.998,387.81,0.012564
-57.5,-15,374.555,383.515,0.023922
-55,-15,367.336,360.635,0.018242
-52.5,-15,361.495,341.722,0.054698
-50,-15,357.207,357.175,9e-05
-47.5,-15,354.339,354.414,0.000212
-45,-15,352.687,358.437,0.016303
-42.5,-15,352.096,350.527,0.004456
-40,-15,352.682,330.8,0.062045
-37.5,-15,353.927,345.889,0.022711
-35,-15,354.92,340.486,0.040668
-32.5,-15,355.024,360.876,0.016483
-30,-15,353.701,362.705,0.025457
-27.5,-15,350.936,353.224,0.00652
-25,-15,346.45,355.667,0.026604
-22.5,-15,340.242,333.775,0.019007
-20,-15,332.24,327.671,0.013752
-17.5,-15,322.754,318.039,0.014609
-15,-15,311.926,317.867,0.019046
-12.5,-15,299.95,301.113,0.003877
-10,-15,286.845,301.515,0.051143
-7.5,-15,273.202,268.856,0.015908
-5,-15,260.09,262.316,0.008559
-2.5,-15,248.281,246.654,0.006553
0,-15,238.128,239.825,0.007126
2.5,-15,229.791,232.021,0.009704
5,-15,223.592,221.553,0.009119
7.5,-15,219.533,214.77,0.021696
10,-15,217.222,221.731,0.020758
12.5,-15,215.933,218.332,0.01111
15,-15,215.523,217.33,0.008384
17.5,-15,215.742,204.944,0.050051
20,-15,216.419,212.698,0.017193
22.5,-15,216.937,220.737,0.017517
25,-15,216.644,219.982,0.015408
27.5,-15,215.444,221.63,0.028713
30,-15,213.299,215.492,0.010281
32.5,-15,210.336,213.293,0.014058
35,-15,206.804,216.717,0.047934
37.5,-15,202.513,193.087,0.046545
40,-15,197.822,193.055,0.024097
42.5,-15,193.348,199.8,0.03337
45,-15,188.876,185.306,0.018901
47.5,-15,184.781,186.574,0.009703
50,-15,181.05,179.232,0.010041
52.5,-15,177.723,180.899,0.017871
55,-15,175.494,179.495,0.022799
57.5,-15,174.287,171.427,0.01641
60,-15,173.883,167.647,0.035863
62.5,-15,174.007,173.176,0.004776
65,-15,174.475,174.856,0.002184
67.5,-15,175.313,172.828,0.014175
70,-15,175.858,170.876,0.02833
72.5,-15,175.651,180.085,0.025243
75,-15,174.73,175.21,0.002747
77.5,-15,172.735,174.72,0.011492
80,-15,169.983,171.898,0.011266
82.5,-15,166.846,169.476,0.015763
85,-15,162.742,169.846,0.043652
87.5,-15,158.116,156.695,0.008987
90,-15,153.371,152.719,0.004251
92.5,-15,148.925,149.325,0.002686
95,-15,145.134,150.346,0.035912
97.5,-15,142.105,142.439,0.00235
100,-15,140.168,140.287,0.000849
102.5,-15,139.392,140.992,0.011478
105,-15,139.844,141.614,0.012657
107.5,-15,141.588,145.464,0.027375
110,-15,144.576,145.925,0.009331
-108.75,-16.25,447.444,444.289,0.007051
-106.25,-16.25,447.715,450.96,0.007248
-103.75,-16.25,448.226,435.709,0.027926
-101.25,-16.25,448.884,461.372,0.02782
