X_Coord_m,Z_Coord_m,Std_Wenner_Apparent_Resistivity_Ohmm,PseudoDipole_Apparent_Resistivity_Ohmm,Relative_Error
-30,-22.5,273.132,261.962,0.040896
-27.5,-22.5,270.827,276.704,0.0217
-25,-22.5,268.202,275.551,0.027401
-22.5,-22.5,264.702,258.228,0.024458
-20,-22.5,260.108,259.115,0.003818
-17.5,-22.5,255.182,262.732,0.029587
-15,-22.5,249.918,245.043,0.019506
-12.5,-22.5,244.075,241.86,0.009075
-10,-22.5,238.226,237.203,0.004294
-7.5,-22.5,232.205,222.765,0.040654
-5,-22.5,226.673,232.64,0.026324
-2.5,-22.5,221.95,217.274,0.021068
0,-22.5,217.612,216.585,0.004719
2.5,-22.5,213.055,217.226,0.019577
5,-22.5,209.304,210.511,0.005767
7.5,-22.5,205.829,203.204,0.012753
10,-22.5,202.143,201.046,0.005427
12.5,-22.5,198.576,202.012,0.017303
15,-22.5,195.673,202.453,0.03465
17.5,-22.5,192.789,191.944,0.004383
20,-22.5,190.191,191.916,0.00907
22.5,-22.5,187.733,192.184,0.023709
25,-22.5,185.621,179.364,0.033708
27.5,-22.5,184.303,186.958,0.014406
30,-22.5,183.46,181.875,0.008639
32.5,-22.5,181.919,182.594,0.00371
35,-22.5,180.316,178.005,0.012816
37.5,-22.5,178.497,176.096,0.013451
40,-22.5,176.136,180.435,0.024407
42.5,-22.5,173.375,170.844,0.014598
45,-22.5,170.355,171.991,0.009603
47.5,-22.5,167.337,171.902,0.02728
50,-22.5,164.509,166.478,0.011969
52.5,-22.5,162.55,161.587,0.005924
55,-22.5,161.792,161.811,0.000117
57.5,-22.5,162.07,157.394,0.028852
60,-22.5,163.137,162.597,0.00331
62.5,-22.5,165.5,165.043,0.002761
65,-22.5,168.325,167.287,0.006167
67.5,-22.5,170.889,168.889,0.011704
70,-22.5,173.233,173.37,0.000791
72.5,-22.5,175.37,174.655,0.004077
75,-22.5,177.153,176.29,0.004871
77.5,-22.5,178.433,183.606,0.028991
80,-22.5,179.258,177.091,0.012089
82.5,-22.5,179.885,179.91,0.000139
85,-22.5,180.554,181.801,0.006907
87.5,-22.5,181.644,183.456,0.009976
90,-22.5,182.634,183.79,0.00633
92.5,-22.5,184.245,181.61,0.014302
95,-22.5,186.037,184.094,0.010444
97.5,-22.5,187.643,186.437,0.006427
100,-22.5,189.066,192.886,0.020205
102.5,-22.5,190.027,188.183,0.009704
105,-22.5,191.186,191.325,0.000727
107.5,-22.5,192.695,192.023,0.003487
110,-22.5,193.803,191.318,0.012822
112.5,-22.5,194.712,195.233,0.002676
115,-22.5,194.926,190.378,0.023332
117.5,-22.5,195.386,194.442,0.004831
120,-22.5,196.345,196.139,0.001049
122.5,-22.5,196.859,194.135,0.013837
125,-22.5,197.515,201.397,0.019654
127.5,-22.5,197.78,187.16,0.053696
130,-22.5,197.789,188.433,0.047303
132.5,-22.5,197.735,211.173,0.06796
-131.25,-26.25,346.303,346.919,0.001779
-128.75,-26.25,346.393,343.595,0.008078
-126.25,-26.25,346.428,349.098,0.007707
-123.75,-26.25,346.376,344.094,0.006588
-121.25,-26.25,346.353,350.694,0.012533
-118.75,-26.25,346.246,350.187,0.011382
-116.25,-26.25,345.982,341.624,0.012596
-113.75,-26.25,345.633,347.363,0.005005
-111.25,-26.25,345.036,344.885,0.000438
-108.75,-26.25,344.471,338.72,0.016695
-106.25,-26.25,343.935,335.282,0.025159
-103.75,-26.25,343.334,334.551,0.025582
-101.25,-26.25,342.525,349.736,0.021052
-98.75,-26.25,341.571,348.306,0.019718
-96.25,-26.25,340.638,337.047,0.010542
-93.75,-26.25,339.906,334.688,0.015351
-91.25,-26.25,339.19,337.29,0.005602
-88.75,-26.25,338.589,330.291,0.024508
-86.25,-26.25,337.998,343.591,0.016547
-83.75,-26.25,337.301,347.804,0.031138
-81.25,-26.25,336.561,332.045,0.013418
-78.75,-26.25,335.644,345.106,0.028191
-76.25,-26.25,334.69,343.497,0.026314
-73.75,-26.25,333.503,334.062,0.001676
-71.25,-26.25,332.004,330.817,0.003575
-68.75,-26.25,330.188,333.075,0.008744
-66.25,-26.25,328.074,321.26,0.02077
-63.75,-26.25,325.741,321.003,0.014545
-61.25,-26.25,323.146,315.617,0.023299
-58.75,-26.25,320.544,314.371,0.019258
-56.25,-26.25,317.773,321.958,0.01317
-53.75,-26.25,314.877,312.544,0.007409
-51.25,-26.25,311.696,320.094,0.026943
-48.75,-26.25,308.442,315.736,0.023648
-46.25,-26.25,305.224,315.927,0.035066
-43.75,-26.25,302.162,295.543,0.021905
-41.25,-26.25,299.319,306.233,0.023099
-38.75,-26.25,296.661,296.77,0.000367
-36.25,-26.25,294.381,289.217,0.017542
-33.75,-26.25,292.315,297.295,0.017036
-31.25,-26.25,290.281,292.425,0.007386
-28.75,-26.25,287.898,283.086,0.016714
-26.25,-26.25,285.031,287.038,0.007041
-23.75,-26.25,281.333,288.161,0.02427
-21.25,-26.25,276.869,275.001,0.006747
-18.75,-26.25,271.865,266.149,0.021025
-16.25,-26.25,265.93,267.714,0.006709
-13.75,-26.25,259.401,262.747,0.012899
-11.25,-26.25,252.609,248.392,0.016694
-8.75,-26.25,245.731,249.86,0.016803
-6.25,-26.25,239.116,244.156,0.021078
-3.75,-26.25,232.87,225.198,0.032945
-1.25,-26.25,226.988,233.145,0.027125
1.25,-26.25,221.416,219.963,0.006562
3.75,-26.25,216.323,214.498,0.008436
6.25,-26.25,211.411,209.766,0.007781
8.75,-26.25,206.593,210.144,0.017188
11.25,-26.25,201.565,205.025,0.017166
13.75,-26.25,196.988,189.783,0.036576
16.25,-26.25,193.106,197.849,0.024562
18.75,-26.25,189.542,190.776,0.00651
21.25,-26.25,186.48,178.226,0.044262
23.75,-26.25,184.073,185.115,0.005661
26.25,-26.25,182.092,183.187,0.006013
28.75,-26.25,180.496,179.245,0.006931
31.25,-26.25,178.716,179.532,0.004566
33.75,-26.25,176.71,172.821,0.022008
36.25,-26.25,174.275,178.632,0.025001
38.75,-26.25,171.797,175.889,0.023819
41.25,-26.25,169.112,166.723,0.014127
43.75,-26.25,165.775,167.497,0.010388
46.25,-26.25,162.113,163.389,0.007871
48.75,-26.25,158.948,160.323,0.008651
51.25,-26.25,156.544,158.482,0.01238
53.75,-26.25,155.208,152.562,0.017048
56.25,-26.25,154.718,151.29,0.022156
58.75,-26.25,155.079,152.766,0.014915
61.25,-26.25,157.197,155.088,0.013416
63.75,-26.25,159.901,157.929,0.012333
66.25,-26.25,162.497,161.166,0.008191
68.75,-26.25,165.191,167.384,0.013276
71.25,-26.25,167.567,165.497,0.012353
73.75,-26.25,169.766,165.416,0.025624
76.25,-26.25,171.801,168.802,0.017456
78.75,-26.25,173.206,173.65,0.002563
81.25,-26.25,173.859,174.519,0.003796
83.75,-26.25,174.489,171.211,0.018786
86.25,-26.25,175.505,175.204,0.001715
88.75,-26.25,176.786,176.685,0.000571
91.25,-26.25,178.1,179.178,0.006053
93.75,-26.25,179.468,181.486,0.011244
96.25,-26.25,181.409,183.126,0.009465
98.75,-26.25,183.102,181.653,0.007914
101.25,-26.25,185.068,183.268,0.009726
103.75,-26.25,187.007,190.285,0.017529
106.25,-26.25,188.731,188.075,0.003476
108.75,-26.25,190.169,190.887,0.003776
111.25,-26.25,191.632,190.627,0.005244
113.75,-26.25,192.693,188.333,0.022627
116.25,-26.25,193.56,196.456,0.014962
118.75,-26.25,194.623,193.79,0.00428
121.25,-26.25,195.693,202.785,0.03624
123.75,-26.25,196.403,197.078,0.003437
126.25,-26.25,196.785,220.362,0.119811
128.75,-26.25,197.367,201.291,0.019882
-127.5,-30,373.896,374.376,0.001284
-125,-30,373.937,369.35,0.012267
-122.5,-30,373.892,371.003,0.007727
-120,-30,373.531,375.791,0.00605
-117.5,-30,373.178,370.062,0.00835
-115,-30,372.737,368.623,0.011037
-112.5,-30,372.211,377.832,0.015102
-110,-30,371.636,374.626,0.008046
-107.5,-30,370.694,365.318,0.014503
-105,-30,369.857,365.288,0.012353
-102.5,-30,369.001,372.923,0.010629
-100,-30,367.965,372.604,0.012607
-97.5,-30,366.898,368.751,0.00505
-95,-30,365.899,372.326,0.017565
-92.5,-30,365.029,372.009,0.019122
-90,-30,364.271,358.821,0.014961
-87.5,-30,363.464,376.766,0.036598
-85,-30,362.715,363.868,0.003179
-82.5,-30,361.914,358.75,0.008742
-80,-30,360.864,353.453,0.020537
-77.5,-30,359.632,374.038,0.040058
-75,-30,358.017,372.423,0.040238
-72.5,-30,356.184,353.446,0.007687
-70,-30,354.009,345.822,0.023127
-67.5,-30,351.521,359.235,0.021945
-65,-30,348.687,347.679,0.002891
-62.5,-30,345.506,349.432,0.011363
-60,-30,342.013,340.181,0.005357
-57.5,-30,338.2,343.233,0.014882
-55,-30,334.141,343.485,0.027964
-52.5,-30,329.831,324.667,0.015657
-50,-30,325.633,333.478,0.024092
-47.5,-30,321.665,323.194,0.004753
-45,-30,317.994,323.15,0.016214
-42.5,-30,314.706,317.753,0.009682
-40,-30,312.035,314.789,0.008826
-37.5,-30,309.973,306.708,0.010533
-35,-30,308.016,312.311,0.013944
-32.5,-30,306.003,301.415,0.014993
-30,-30,303.515,297.809,0.0188
-27.5,-30,300.514,299.976,0.00179
-25,-30,296.853,293.598,0.010965
-22.5,-30,292.432,297.649,0.01784
-20,-30,287.228,293.28,0.02107
-17.5,-30,281.344,281.535,0.000679
-15,-30,274.575,272.777,0.006548
-12.5,-30,267.119,271.65,0.016962
-10,-30,259.297,256.708,0.009985
-7.5,-30,251.622,251.637,6e-05
-5,-30,244.214,239.796,0.018091
-2.5,-30,237.06,233.381,0.015519
0,-30,230.231,231.45,0.005295
2.5,-30,223.979,225.688,0.00763
5,-30,218.017,218.389,0.001706
7.5,-30,212.268,210.634,0.007698
10,-30,206.406,212.244,0.028284
12.5,-30,200.837,204.867,0.020066
15,-30,195.775,191.192,0.02341
17.5,-30,191.265,192.416,0.006018
20,-30,187.522,190.102,0.013758
22.5,-30,184.617,183.801,0.00442
25,-30,182.115,180.479,0.008983
27.5,-30,179.748,181.043,0.007205
30,-30,177.296,176.974,0.001816
32.5,-30,174.908,171.528,0.019324
35,-30,172.435,173.998,0.009064
37.5,-30,169.666,168.719,0.005582
40,-30,166.49,169.393,0.017436
42.5,-30,162.909,160.589,0.014241
45,-30,159.25,158.344,0.005689
47.5,-30,155.934,153.308,0.01684
50,-30,153.132,150.857,0.014856
52.5,-30,151.275,150.538,0.004872
55,-30,150.307,147.918,0.015894
57.5,-30,150.066,150.2,0.000893
60,-30,151.202,149.659,0.010205
62.5,-30,153.382,149.712,0.023927
65,-30,155.992,155.653,0.002173
67.5,-30,158.627,156.916,0.010786
70,-30,161.068,157.768,0.020488
72.5,-30,163.379,164.572,0.007302
75,-30,165.596,161.654,0.023805
77.5,-30,167.411,165.045,0.014133
80,-30,168.822,167.832,0.005864
82.5,-30,169.731,171.521,0.010546
85,-30,170.422,167.361,0.017961
87.5,-30,171.098,169.737,0.007955
90,-30,172.152,172.005,0.000854
92.5,-30,173.474,172.043,0.008249
95,-30,174.978,176.074,0.006264
97.5,-30,176.718,181.388,0.026426
100,-30,178.989,180.234,0.006956
102.5,-30,181.298,185.329,0.022234
105,-30,183.532,185.278,0.009513
107.5,-30,185.684,187.06,0.00741
110,-30,187.614,190.354,0.014604
112.5,-30,189.275,186.5,0.014661
115,-30,190.957,197.724,0.035437
117.5,-30,192.65,193.25,0.003114
120,-30,193.899,180.795,0.067582
122.5,-30,195.011,222.285,0.139859
125,-30,195.942,189.506,0.032846
-123.75,-33.75,398.368,394.01,0.01094
-121.25,-33.75,397.883,401.543,0.009199
-118.75,-33.75,397.375,399.705,0.005863
-116.25,-33.75,396.88,392.494,0.011051
-113.75,-33.75,396.348,394.261,0.005266
-111.25,-33.75,395.573,392.959,0.006608
-108.75,-33.75,394.583,389.282,0.013434
-106.25,-33.75,393.648,390.276,0.008566
-103.75,-33.75,392.587,384.96,0.019428
-101.25,-33.75,391.538,390.017,0.003885
-98.75,-33.75,390.329,397.025,0.017155
-96.25,-33.75,389.187,396.787,0.019528
-93.75,-33.75,388.252,383.366,0.012585
-91.25,-33.75,387.398,378.152,0.023867
-88.75,-33.75,386.476,385.373,0.002854
-86.25,-33.75,385.418,384.457,0.002493
-83.75,-33.75,384.461,388.619,0.010815
-81.25,-33.75,383.49,380.05,0.00897
-78.75,-33.75,382.073,373.505,0.022425
-76.25,-33.75,380.047,376.486,0.00937
-73.75,-33.75,377.758,373.466,0.011362
-71.25,-33.75,375.226,370.959,0.011372
-68.75,-33.75,372.421,377.127,0.012636
-66.25,-33.75,369.021,367.268,0.00475
-63.75,-33.75,364.991,375.682,0.029291
-61.25,-33.75,360.726,361.241,0.001428
-58.75,-33.75,356.044,345.66,0.029165
-56.25,-33.75,350.961,364.94,0.039831
-53.75,-33.75,345.614,346.937,0.003828
-51.25,-33.75,340.564,341.156,0.001738
-48.75,-33.75,336.016,328.896,0.021189
-46.25,-33.75,332.099,336.794,0.014137
-43.75,-33.75,328.769,335.661,0.020963
-41.25,-33.75,325.979,339.259,0.040739
-38.75,-33.75,323.87,327.077,0.009902
-36.25,-33.75,322.099,319.772,0.007224
-33.75,-33.75,320.107,321.683,0.004923
-31.25,-33.75,317.486,314.977,0.007903
-28.75,-33.75,314.414,313.986,0.001361
-26.25,-33.75,310.753,310.795,0.000135
-23.75,-33.75,306.309,311.092,0.015615
-21.25,-33.75,301.101,304.274,0.010538
-18.75,-33.75,295.044,297.818,0.009402
-16.25,-33.75,288.258,289.191,0.003237
-13.75,-33.75,280.747,287.477,0.023972
-11.25,-33.75,272.442,271.936,0.001857
-8.75,-33.75,263.654,263.499,0.000588
-6.25,-33.75,255.093,260.827,0.022478
-3.75,-33.75,246.836,245.612,0.004959
-1.25,-33.75,238.799,235.574,0.013505
1.25,-33.75,231.267,235.311,0.017486
3.75,-33.75,224.284,221.589,0.012016
6.25,-33.75,217.808,222.434,0.021239
8.75,-33.75,211.668,212.028,0.001701
11.25,-33.75,205.834,207.851,0.009799
13.75,-33.75,200.228,195.27,0.024762
16.25,-33.75,195.344,198.337,0.015322
18.75,-33.75,191.239,197.285,0.031615
21.25,-33.75,187.505,183.367,0.022069
23.75,-33.75,184.133,180.515,0.019649
26.25,-33.75,181.136,180.525,0.003373
28.75,-33.75,178.219,175.336,0.016177
31.25,-33.75,175.538,173.865,0.009531
33.75,-33.75,172.587,176.823,0.024544
36.25,-33.75,169.246,168.928,0.001879
38.75,-33.75,165.837,167.596,0.010607
41.25,-33.75,162.206,160.139,0.012743
43.75,-33.75,158.403,158.239,0.001035
46.25,-33.75,154.842,155.426,0.003772
48.75,-33.75,151.781,150.044,0.011444
51.25,-33.75,149.589,148.66,0.00621
53.75,-33.75,148.181,145.715,0.016642
56.25,-33.75,147.352,148.109,0.005137
58.75,-33.75,147.71,149.784,0.014041
61.25,-33.75,149.035,148.688,0.002328
63.75,-33.75,151.192,148.588,0.017223
66.25,-33.75,153.717,156.558,0.018482
68.75,-33.75,156.054,153.473,0.016539
71.25,-33.75,158.367,158.818,0.002848
73.75,-33.75,160.407,162.131,0.010748
76.25,-33.75,162.506,163.642,0.006991
78.75,-33.75,164.266,164.921,0.003987
81.25,-33.75,165.385,164.451,0.005647
83.75,-33.75,166.193,163.166,0.018214
86.25,-33.75,166.792,165.925,0.005198
88.75,-33.75,167.353,166.522,0.004966
91.25,-33.75,168.021,169.143,0.006678
93.75,-33.75,169.116,169.682,0.003347
96.25,-33.75,170.731,170.592,0.000814
98.75,-33.75,172.741,170.946,0.010391
101.25,-33.75,174.683,175.28,0.003418
103.75,-33.75,177.157,176.333,0.004651
106.25,-33.75,179.634,175.277,0.024255
108.75,-33.75,182.257,176.859,0.029618
111.25,-33.75,184.706,189.139,0.024
113.75,-33.75,187.018,183.14,0.020736
116.25,-33.75,189.168,178.639,0.05566
118.75,-33.75,190.9,201.74,0.056784
121.25,-33.75,192.706,183.497,0.047788
-120,-37.5,418.288,421.4,0.00744
-117.5,-37.5,417.652,417.975,0.000773
-115,-37.5,416.99,420.542,0.008518
-112.5,-37.5,416.089,417.114,0.002463
-110,-37.5,415.095,414.024,0.00258
-107.5,-37.5,414.089,415.387,0.003135
-105,-37.5,413,409.689,0.008017
-102.5,-37.5,411.949,413.994,0.004964
-100,-37.5,410.729,410.631,0.000239
-97.5,-37.5,409.583,410.519,0.002285
-95,-37.5,408.543,409.217,0.00165
-92.5,-37.5,407.57,414.426,0.016822
-90,-37.5,406.593,404.269,0.005716
-87.5,-37.5,405.501,398.448,0.017393
-85,-37.5,404.342,396.492,0.019414
-82.5,-37.5,402.992,410.963,0.01978
-80,-37.5,401.322,402.576,0.003125
-77.5,-37.5,399.26,401.892,0.006592
-75,-37.5,396.749,399.201,0.00618
-72.5,-37.5,393.728,400.323,0.01675
-70,-37.5,390.282,384.291,0.01535
-67.5,-37.5,386.259,386.925,0.001724
-65,-37.5,381.676,380.213,0.003833
-62.5,-37.5,376.501,380.471,0.010544
-60,-37.5,370.872,373.987,0.008399
-57.5,-37.5,365.01,366.83,0.004986
-55,-37.5,359.211,348.021,0.031152
-52.5,-37.5,353.754,349.822,0.011115
-50,-37.5,348.779,344.009,0.013676
-47.5,-37.5,344.666,343.712,0.002768
-45,-37.5,341.364,334.357,0.020526
-42.5,-37.5,338.692,346.351,0.022613
-40,-37.5,336.479,334.476,0.005953
-37.5,-37.5,334.457,344.093,0.028811
-35,-37.5,332.403,335.293,0.008694
-32.5,-37.5,329.935,334.367,0.013433
-30,-37.5,326.88,334.711,0.023957
-27.5,-37.5,322.97,332.716,0.030176
-25,-37.5,318.388,311.698,0.021012
-22.5,-37.5,313.143,304.156,0.028699
-20,-37.5,307.176,306.439,0.002399
-17.5,-37.5,300.314,297.477,0.009447
-15,-37.5,292.652,298.524,0.020065
-12.5,-37.5,284.123,277.656,0.022761
-10,-37.5,274.993,279.794,0.017459
-7.5,-37.5,265.529,273.294,0.029244
-5,-37.5,256.038,258.219,0.008518
-2.5,-37.5,246.756,243.774,0.012085
0,-37.5,238.038,239.621,0.00665
2.5,-37.5,230.124,227.331,0.012137
5,-37.5,222.975,226.116,0.014087
7.5,-37.5,216.419,220.938,0.020881
10,-37.5,210.596,202.105,0.040319
12.5,-37.5,205.369,208.516,0.015324
15,-37.5,200.637,201.606,0.00483
17.5,-37.5,196.361,196.238,0.000626
20,-37.5,192.357,187.721,0.024101
22.5,-37.5,188.516,185.58,0.015574
25,-37.5,184.902,181.299,0.019486
27.5,-37.5,181.496,179.974,0.008386
30,-37.5,178.163,181.894,0.020941
32.5,-37.5,174.695,176.78,0.011935
35,-37.5,171.045,166.623,0.025853
37.5,-37.5,167.157,164.866,0.013706
40,-37.5,163.184,164.048,0.005295
42.5,-37.5,159.365,156.481,0.018097
45,-37.5,155.664,157.293,0.010465
47.5,-37.5,152.239,155.801,0.023397
50,-37.5,149.639,149.312,0.002185
52.5,-37.5,147.718,142.949,0.032284
55,-37.5,146.424,145.91,0.00351
57.5,-37.5,146.154,147.458,0.008922
60,-37.5,146.777,145.792,0.006711
62.5,-37.5,148.179,147.428,0.005068
65,-37.5,150.205,147.923,0.015193
67.5,-37.5,152.474,155.681,0.021033
70,-37.5,154.546,154.659,0.000731
72.5,-37.5,156.652,158.342,0.010788
75,-37.5,158.683,155.415,0.020595
77.5,-37.5,160.349,160.076,0.001703
80,-37.5,161.681,160.956,0.004484
82.5,-37.5,162.65,161.567,0.006658
85,-37.5,163.184,163.955,0.004725
87.5,-37.5,163.619,162.209,0.008618
90,-37.5,164.117,162.161,0.011918
92.5,-37.5,164.791,164.841,0.000303
95,-37.5,165.58,165.723,0.000864
97.5,-37.5,166.815,164.936,0.011264
100,-37.5,168.632,170.246,0.009571
102.5,-37.5,170.717,173.334,0.015329
105,-37.5,172.974,171.509,0.008469
107.5,-37.5,175.739,169.359,0.036304
110,-37.5,178.607,189.758,0.062433
112.5,-37.5,181.401,192.868,0.063214
115,-37.5,184.131,195.823,0.063498
117.5,-37.5,186.634,233.708,0.252226
-116.25,-41.25,434.106,428.743,0.012354
-113.75,-41.25,433.209,433.426,0.000501
-111.25,-41.25,432.216,430.166,0.004743
-108.75,-41.25,431.197,425.828,0.012451
-106.25,-41.25,430.165,434.32,0.009659
-103.75,-41.25,429.08,428.54,0.001259
-101.25,-41.25,428.016,429.177,0.002713
-98.75,-41.25,427.071,422.732,0.01016
-96.25,-41.25,425.97,430.784,0.011301
-93.75,-41.25,424.902,427.599,0.006347
-91.25,-41.25,423.857,418.226,0.013285
-88.75,-41.25,422.717,429.077,0.015046
-86.25,-41.25,421.409,412.967,0.020033
-83.75,-41.25,419.729,422.69,0.007055
-81.25,-41.25,417.788,425.04,0.017358
-78.75,-41.25,415.475,417.12,0.003959
-76.25,-41.25,412.679,406.254,0.015569
-73.75,-41.25,409.322,415.819,0.015873
-71.25,-41.25,405.316,400.364,0.012218
-68.75,-41.25,400.607,401.411,0.002007
-66.25,-41.25,395.268,396.246,0.002474
-63.75,-41.25,389.411,387.374,0.005231
-61.25,-41.25,383.165,374.24,0.023293
-58.75,-41.25,376.867,372.938,0.010425
-56.25,-41.25,370.748,377.543,0.018328
-53.75,-41.25,365.176,360.984,0.011479
-51.25,-41.25,360.331,360.05,0.00078
-48.75,-41.25,356.242,357.497,0.003523
-46.25,-41.25,352.813,362.047,0.026173
-43.75,-41.25,350.051,351.269,0.003479
-41.25,-41.25,347.707,349.922,0.00637
-38.75,-41.25,345.529,343.704,0.005282
-36.25,-41.25,343.394,339.196,0.012225
-33.75,-41.25,340.893,345.004,0.01206
-31.25,-41.25,337.692,339.373,0.004978
-28.75,-41.25,333.729,330.581,0.009433
-26.25,-41.25,329.015,330.162,0.003486
-23.75,-41.25,323.612,326.5,0.008924
-21.25,-41.25,317.551,312.806,0.014942
-18.75,-41.25,310.694,316.565,0.018896
-16.25,-41.25,302.972,297.787,0.017114
-13.75,-41.25,294.389,287.421,0.023669
-11.25,-41.25,285.018,282.737,0.008003
-8.75,-41.25,275.07,267.663,0.026928
-6.25,-41.25,264.75,264.99,0.000907
-3.75,-41.25,254.501,253.54,0.003776
-1.25,-41.25,244.77,238.046,0.027471
1.25,-41.25,235.842,227.731,0.034392
3.75,-41.25,227.952,224.715,0.0142
6.25,-41.25,221.056,226.011,0.022415
8.75,-41.25,215.179,220.182,0.02325
11.25,-41.25,210.211,210.688,0.002269
13.75,-41.25,205.807,207.41,0.007789
16.25,-41.25,201.662,196.325,0.026465
18.75,-41.25,197.885,196.359,0.007712
21.25,-41.25,194.259,190.592,0.018877
23.75,-41.25,190.633,189.374,0.006604
26.25,-41.25,186.839,188.135,0.006936
28.75,-41.25,182.869,178.536,0.023695
31.25,-41.25,178.788,179.22,0.002416
33.75,-41.25,174.64,173.648,0.00568
36.25,-41.25,170.465,172.865,0.014079
38.75,-41.25,166.176,163.087,0.018589
41.25,-41.25,161.891,159.945,0.01202
43.75,-41.25,157.881,155.99,0.011977
46.25,-41.25,154.355,152.726,0.010554
48.75,-41.25,151.309,153.033,0.011394
51.25,-41.25,148.81,147.052,0.011814
53.75,-41.25,146.9,145.803,0.007468
56.25,-41.25,146.086,147.299,0.008303
58.75,-41.25,146.136,144.767,0.009368
61.25,-41.25,146.802,147.293,0.003345
63.75,-41.25,148.181,148.445,0.001782
66.25,-41.25,149.97,148.583,0.009249
68.75,-41.25,151.994,154.152,0.014198
71.25,-41.25,153.968,154.821,0.00554
73.75,-41.25,155.818,152.154,0.023515
76.25,-41.25,157.358,154.658,0.017158
78.75,-41.25,158.737,158.8,0.000397
81.25,-41.25,159.777,156.256,0.022037
83.75,-41.25,160.427,162.443,0.012566
86.25,-41.25,160.903,160.858,0.00028
88.75,-41.25,161.258,165.94,0.029034
91.25,-41.25,161.636,163.001,0.008445
93.75,-41.25,162.026,159.828,0.013566
96.25,-41.25,162.668,159.393,0.020133
98.75,-41.25,163.582,160.128,0.021115
101.25,-41.25,165.057,168.908,0.023331
103.75,-41.25,167,164.572,0.014539
106.25,-41.25,169.424,174.505,0.02999
108.75,-41.25,171.832,157.987,0.080573
111.25,-41.25,174.63,146.816,0.159274
113.75,-41.25,177.732,100.663,0.433625
-112.5,-45,446.103,437.721,0.018789
-110,-45,445.159,438.624,0.01468
-107.5,-45,444.217,443.692,0.001182
-105,-45,443.277,437.292,0.013502
-102.5,-45,442.342,439.689,0.005998
-100,-45,441.479,435.755,0.012966
-97.5,-45,440.564,438.535,0.004605
-95,-45,439.628,438.175,0.003305
-92.5,-45,438.501,435.675,0.006445
-90,-45,437.183,436.736,0.001022
-87.5,-45,435.66,434.601,0.002431
-85,-45,433.818,434.572,0.001738
-82.5,-45,431.637,437.795,0.014267
-80,-45,428.985,428.577,0.000951
-77.5,-45,425.805,436.167,0.024335
-75,-45,421.933,431.74,0.023243
-72.5,-45,417.366,410.339,0.016837
-70,-45,412.126,418.134,0.014578
-67.5,-45,406.217,404.695,0.003747
-65,-45,399.847,400.757,0.002276
-62.5,-45,393.354,384.146,0.023409
-60,-45,386.92,381.19,0.014809
-57.5,-45,380.853,386.952,0.016014
-55,-45,375.403,378.843,0.009163
-52.5,-45,370.661,370.358,0.000817
-50,-45,366.664,363.127,0.009646
-47.5,-45,363.292,371.524,0.022659
-45,-45,360.361,358.585,0.004928
-42.5,-45,357.789,362.207,0.012348
-40,-45,355.502,345.807,0.027271
-37.5,-45,353.199,354.82,0.004589
-35,-45,350.511,346.627,0.011081
-32.5,-45,347.231,340.674,0.018884
-30,-45,343.112,347.403,0.012506
-27.5,-45,338.257,341.161,0.008585
-25,-45,332.731,336.194,0.010408
-22.5,-45,326.539,330.547,0.012274
-20,-45,319.543,314.193,0.016743
-17.5,-45,311.804,308.481,0.010657
-15,-45,303.215,305.65,0.008031
-12.5,-45,293.855,294.346,0.001671
-10,-45,283.704,290.59,0.024272
-7.5,-45,272.985,269.566,0.012524
-5,-45,262.143,267.177,0.019203
-2.5,-45,251.791,249.51,0.009059
0,-45,242.182,247.304,0.021149
2.5,-45,233.503,233.461,0.00018
5,-45,226.094,220.272,0.02575
7.5,-45,220,220.269,0.001223
10,-45,214.926,219.908,0.02318
12.5,-45,210.535,206.913,0.017204
15,-45,206.655,212.704,0.029271
17.5,-45,203.152,198.76,0.021619
20,-45,199.975,195.866,0.020548
22.5,-45,196.768,196.086,0.003466
25,-45,193.097,192.555,0.002807
27.5,-45,189.08,193.717,0.024524
30,-45,184.711,189.476,0.025797
32.5,-45,180.091,182.016,0.010689
35,-45,175.451,179.608,0.023693
37.5,-45,170.743,167.845,0.016973
40,-45,166.082,163.874,0.013295
42.5,-45,161.747,163.519,0.010955
45,-45,157.732,157.276,0.002891
47.5,-45,154.256,154.878,0.004032
50,-45,151.341,151.984,0.004249
52.5,-45,148.921,150.91,0.013356
55,-45,147.387,144.614,0.018814
57.5,-45,146.731,148.466,0.011824
60,-45,146.822,143.98,0.019357
62.5,-45,147.492,146.767,0.004916
65,-45,148.702,148.53,0.001157
67.5,-45,150.36,150.761,0.002667
70,-45,152.127,149.466,0.017492
72.5,-45,153.752,155.403,0.010738
75,-45,155.26,156.263,0.00646
77.5,-45,156.506,156.312,0.00124
80,-45,157.574,159.876,0.014609
82.5,-45,158.494,162.471,0.025092
85,-45,159.085,158.489,0.003746
87.5,-45,159.4,160.135,0.004611
90,-45,159.558,159.764,0.001291
92.5,-45,159.684,161.602,0.012011
95,-45,159.976,164.229,0.026585
97.5,-45,160.442,155.851,0.028615
100,-45,161.224,169.798,0.053181
102.5,-45,162.381,149.871,0.077041
105,-45,163.931,172.731,0.053681
107.5,-45,165.877,163.353,0.015216
110,-45,168.279,205.732,0.222565
-108.75,-48.75,455.459,455.609,0.000329
