X_Coord_m,Z_Coord_m,Std_Wenner_Apparent_Resistivity_Ohmm,PseudoDiode_Apparent_Resistivity_Ohmm,Relative_Error
-70,-50,517.862,499.594,0.035276
-67.5,-50,510.518,500.292,0.020031
-65,-50,502.565,521.496,0.037669
-62.5,-50,493.888,494.048,0.000324
-60,-50,484.407,493.914,0.019626
-57.5,-50,473.903,461.836,0.025463
-55,-50,462.231,445.423,0.036363
-52.5,-50,449.34,458.943,0.021371
-50,-50,435.28,420.913,0.033006
-47.5,-50,420.439,426.01,0.01325
-45,-50,405.325,393.055,0.030272
-42.5,-50,390.679,372.258,0.047151
-40,-50,376.832,365.946,0.028888
-37.5,-50,364.001,375.566,0.031772
-35,-50,352.385,347.969,0.012532
-32.5,-50,341.87,339.655,0.006479
-30,-50,332.122,328.447,0.011065
-27.5,-50,323.002,317.547,0.016888
-25,-50,314.274,315.446,0.003729
-22.5,-50,305.842,312.533,0.021877
-20,-50,297.733,287.135,0.035596
-17.5,-50,289.879,285.382,0.015513
-15,-50,282.015,296.692,0.052043
-12.5,-50,274.154,277.382,0.011774
-10,-50,266.089,268.77,0.010076
-7.5,-50,257.602,259.257,0.006425
-5,-50,248.491,261.397,0.051937
-2.5,-50,238.6,245.228,0.027779
0,-50,227.649,219.42,0.036148
2.5,-50,215.603,212.01,0.016665
5,-50,202.418,196.359,0.029933
7.5,-50,188.31,183.015,0.028119
10,-50,173.749,174.325,0.003315
12.5,-50,159.439,166.443,0.043929
15,-50,146.008,137.054,0.061325
17.5,-50,133.914,139.607,0.042512
20,-50,123.358,125.737,0.019285
22.5,-50,114.442,118.778,0.037888
25,-50,107.223,111.244,0.037501
27.5,-50,101.553,100.233,0.012998
30,-50,97.1047,100.908,0.039167
32.5,-50,93.4664,94.7282,0.0135
35,-50,90.5716,89.7457,0.009119
37.5,-50,88.3004,82.2553,0.068461
40,-50,86.5232,89.7815,0.037658
42.5,-50,85.0084,82.6909,0.027262
45,-50,83.5787,79.0503,0.054181
47.5,-50,82.2016,83.1002,0.010932
50,-50,80.8775,76.2081,0.057734
52.5,-50,79.6273,78.1138,0.019007
55,-50,78.5043,77.8501,0.008333
57.5,-50,77.5264,72.9505,0.059024
60,-50,76.7376,79.2745,0.033059
62.5,-50,76.1744,80.0613,0.051026
65,-50,75.785,77.3748,0.020978
67.5,-50,75.6796,78.3601,0.035419
70,-50,75.9134,79.5077,0.047347
72.5,-50,76.5658,74.3483,0.028962
75,-50,77.7997,81.5864,0.048672
77.5,-50,79.613,76.0891,0.044263
80,-50,82.1374,80.0257,0.025709
-78.75,-52.5,553.931,542.094,0.021369
-76.25,-52.5,547.13,554.356,0.013207
-73.75,-52.5,540.193,526.674,0.025026
-71.25,-52.5,532.837,544.769,0.022393
-68.75,-52.5,525.111,510.843,0.027171
-66.25,-52.5,516.838,533.771,0.032763
-63.75,-52.5,507.834,507.206,0.001237
-61.25,-52.5,497.892,491.328,0.013184
-58.75,-52.5,486.928,476.377,0.021669
-56.25,-52.5,474.764,482.329,0.015934
-53.75,-52.5,461.444,460.589,0.001853
-51.25,-52.5,446.924,458.633,0.026199
-48.75,-52.5,431.471,449.507,0.041801
-46.25,-52.5,415.748,428.371,0.030362
-43.75,-52.5,400.416,400.623,0.000517
-41.25,-52.5,385.802,380.134,0.014691
-38.75,-52.5,372.022,358.365,0.03671
-36.25,-52.5,359.322,370.392,0.030808
-33.75,-52.5,347.635,340.855,0.019503
-31.25,-52.5,336.764,340.746,0.011824
-28.75,-52.5,326.503,336.482,0.030563
-26.25,-52.5,316.589,324.411,0.024707
-23.75,-52.5,307.109,312.472,0.017463
-21.25,-52.5,298.176,303.181,0.016785
-18.75,-52.5,289.543,294.01,0.015428
-16.25,-52.5,280.969,284.459,0.012421
-13.75,-52.5,272.543,284.803,0.044984
-11.25,-52.5,264.119,253.553,0.040005
-8.75,-52.5,255.57,258.171,0.010177
-6.25,-52.5,246.623,249.161,0.010291
-3.75,-52.5,237.047,237.837,0.003333
-1.25,-52.5,226.652,218.318,0.03677
1.25,-52.5,215.337,210.955,0.020349
3.75,-52.5,203.022,196.484,0.032203
6.25,-52.5,189.698,190.86,0.006126
8.75,-52.5,175.744,177.132,0.007898
11.25,-52.5,161.832,170.303,0.052344
13.75,-52.5,148.591,156.045,0.050165
16.25,-52.5,136.6,135.263,0.009788
18.75,-52.5,126.15,130.215,0.032224
21.25,-52.5,117.34,118.49,0.009801
23.75,-52.5,110.294,110.403,0.000988
26.25,-52.5,104.796,106.772,0.018856
28.75,-52.5,100.509,96.9666,0.035245
31.25,-52.5,97.0828,93.6936,0.03491
33.75,-52.5,94.4604,95.0712,0.006466
36.25,-52.5,92.4043,94.0396,0.017697
38.75,-52.5,90.8213,90.9609,0.001537
41.25,-52.5,89.4662,89.2597,0.002308
43.75,-52.5,88.17,87.5721,0.006781
46.25,-52.5,86.8306,79.9549,0.079185
48.75,-52.5,85.4454,91.8883,0.075404
51.25,-52.5,84.017,85.6182,0.019058
53.75,-52.5,82.5765,82.1846,0.004746
56.25,-52.5,81.1779,77.8067,0.041529
58.75,-52.5,79.8901,76.3765,0.04398
61.25,-52.5,78.7804,73.6074,0.065664
63.75,-52.5,77.8509,79.9373,0.0268
66.25,-52.5,77.1274,78.9732,0.023932
68.75,-52.5,76.7006,73.6188,0.04018
71.25,-52.5,76.6297,74.5731,0.026838
73.75,-52.5,76.9813,76.1013,0.011431
76.25,-52.5,77.9043,80.998,0.039712
-75,-55,555.823,571.756,0.028666
-72.5,-55,548.143,537.657,0.01913
-70,-55,539.983,531.72,0.015302
-67.5,-55,531.346,519.323,0.022627
-65,-55,522.023,522.466,0.000849
-62.5,-55,511.765,508.543,0.006296
-60,-55,500.348,483.083,0.034506
-57.5,-55,487.714,495.965,0.016918
-55,-55,473.879,474.892,0.002138
-52.5,-55,458.867,467.008,0.017742
-50,-55,442.895,441.818,0.002432
-47.5,-55,426.473,417.108,0.021959
-45,-55,410.352,406.661,0.008995
-42.5,-55,394.852,381.711,0.033281
-40,-55,380.124,372.405,0.020307
-37.5,-55,366.359,369.042,0.007323
-35,-55,353.559,363.451,0.027978
-32.5,-55,341.512,342.486,0.002852
-30,-55,330.184,342.124,0.036162
-27.5,-55,319.305,313.641,0.017739
-25,-55,308.869,307.951,0.002972
-22.5,-55,299.049,305.36,0.021104
-20,-55,289.714,275,0.050788
-17.5,-55,280.528,291.595,0.039451
-15,-55,271.563,269.126,0.008974
-12.5,-55,262.755,268.338,0.021248
-10,-55,253.985,248.049,0.023371
-7.5,-55,245.049,238.325,0.027439
-5,-55,235.682,221.753,0.059101
-2.5,-55,225.626,222.482,0.013935
0,-55,214.85,213.043,0.008411
2.5,-55,203.22,198.448,0.023482
5,-55,190.716,187.492,0.016905
7.5,-55,177.517,184.059,0.036853
10,-55,164.202,164.96,0.004616
12.5,-55,151.368,156.938,0.036798
15,-55,139.604,137.601,0.014348
17.5,-55,129.305,138.688,0.072565
20,-55,120.643,115.529,0.04239
22.5,-55,113.733,109.101,0.040727
25,-55,108.411,108.478,0.000618
27.5,-55,104.297,108.494,0.040241
30,-55,101.05,104.03,0.02949
32.5,-55,98.6373,103.714,0.051468
35,-55,96.8245,87.6354,0.094905
37.5,-55,95.4308,92.2335,0.033504
40,-55,94.262,91.8581,0.025502
42.5,-55,93.127,91.4096,0.018441
45,-55,91.9213,87.5339,0.04773
47.5,-55,90.5916,86.4677,0.045522
50,-55,89.1441,91.3017,0.024204
52.5,-55,87.589,92.2231,0.052907
55,-55,85.9547,84.5193,0.016699
57.5,-55,84.321,80.8522,0.041138
60,-55,82.7426,88.1329,0.065145
62.5,-55,81.257,79.5691,0.020772
65,-55,79.9565,75.3313,0.057846
67.5,-55,78.8722,83.4283,0.057766
70,-55,78.0976,73.0628,0.064468
72.5,-55,77.6895,78.8111,0.014437
-71.25,-57.5,555.183,558.102,0.005258
-68.75,-57.5,546.14,559.243,0.023992
-66.25,-57.5,536.455,525.524,0.020376
-63.75,-57.5,525.872,536.247,0.019729
-61.25,-57.5,514.11,519.234,0.009967
-58.75,-57.5,500.99,513.425,0.024821
-56.25,-57.5,486.607,503.326,0.034358
-53.75,-57.5,470.987,482.066,0.023523
-51.25,-57.5,454.4,436.514,0.039362
-48.75,-57.5,437.266,423.356,0.031811
-46.25,-57.5,420.257,420.499,0.000576
-43.75,-57.5,403.819,392.985,0.026829
-41.25,-57.5,388.109,386.005,0.005421
-38.75,-57.5,373.368,367.788,0.014945
-36.25,-57.5,359.514,347.483,0.033465
-33.75,-57.5,346.446,353.961,0.021692
-31.25,-57.5,334.145,322.645,0.034416
-28.75,-57.5,322.416,308.776,0.042306
-26.25,-57.5,311.171,310.436,0.002362
-23.75,-57.5,300.536,296.841,0.012295
-21.25,-57.5,290.486,289.117,0.004713
-18.75,-57.5,280.764,275.056,0.02033
-16.25,-57.5,271.351,277.167,0.021433
-13.75,-57.5,262.148,257.234,0.018745
-11.25,-57.5,253.093,259.268,0.024398
-8.75,-57.5,244,233.737,0.042061
-6.25,-57.5,234.668,229.64,0.021426
-3.75,-57.5,224.815,230.48,0.025198
-1.25,-57.5,214.363,223.202,0.041234
1.25,-57.5,203.249,197.741,0.0271
3.75,-57.5,191.406,198.193,0.035459
6.25,-57.5,178.991,172.703,0.03513
8.75,-57.5,166.401,159.949,0.038774
11.25,-57.5,154.156,154.387,0.001498
13.75,-57.5,142.811,141.01,0.012611
16.25,-57.5,132.768,137.406,0.034933
18.75,-57.5,124.287,119.772,0.036327
21.25,-57.5,117.54,125.655,0.06904
23.75,-57.5,112.36,108.936,0.030473
26.25,-57.5,108.416,111.627,0.029617
28.75,-57.5,105.34,98.2763,0.067056
31.25,-57.5,103.089,104.816,0.016753
33.75,-57.5,101.462,108.046,0.064891
36.25,-57.5,100.275,99.0286,0.01243
38.75,-57.5,99.2673,102.118,0.028717
41.25,-57.5,98.2842,99.6324,0.013717
43.75,-57.5,97.2215,97.6887,0.004806
46.25,-57.5,96.0238,96.2049,0.001886
48.75,-57.5,94.6473,99.2457,0.048585
51.25,-57.5,93.0988,96.4601,0.036105
53.75,-57.5,91.4074,90.4115,0.010895
56.25,-57.5,89.6171,91.6492,0.022675
58.75,-57.5,87.7846,87.94,0.00177
61.25,-57.5,85.9268,82.1065,0.04446
63.75,-57.5,84.1206,84.5963,0.005655
66.25,-57.5,82.4554,84.3068,0.022453
68.75,-57.5,80.9905,76.2574,0.05844
-67.5,-60,551.144,540.492,0.019327
-65,-60,540.176,534.399,0.010695
-62.5,-60,528.025,517.257,0.020393
-60,-60,514.47,519.965,0.010681
-57.5,-60,499.488,486.075,0.026853
-55,-60,483.182,476.958,0.012881
-52.5,-60,465.791,451.325,0.031057
-50,-60,447.822,451.628,0.008499
-47.5,-60,429.945,443.737,0.032079
-45,-60,412.539,399.522,0.031553
-42.5,-60,395.896,391.682,0.010644
-40,-60,380.213,390.133,0.026091
-37.5,-60,365.476,365.171,0.000835
-35,-60,351.551,353.237,0.004796
-32.5,-60,338.452,326.547,0.035175
-30,-60,325.932,321.416,0.013856
-27.5,-60,314.001,311.597,0.007656
-25,-60,302.717,296.538,0.020412
-22.5,-60,292.004,298.293,0.021537
-20,-60,281.745,275.945,0.020586
-17.5,-60,271.939,263.448,0.031224
-15,-60,262.38,262.807,0.001627
-12.5,-60,252.986,261.8,0.03484
-10,-60,243.642,250.827,0.02949
-7.5,-60,234.171,228.098,0.025934
-5,-60,224.355,212.427,0.053166
-2.5,-60,214.093,210.041,0.018926
0,-60,203.292,199.775,0.0173
2.5,-60,191.954,194.989,0.015811
5,-60,180.182,180.706,0.002908
7.5,-60,168.344,171.938,0.021349
10,-60,156.803,152.764,0.025758
12.5,-60,146.037,147.376,0.009169
15,-60,136.422,127.436,0.065869
17.5,-60,128.221,128.272,0.000398
20,-60,121.665,121.063,0.004948
22.5,-60,116.645,113.669,0.025513
25,-60,112.844,114.525,0.014897
27.5,-60,109.929,106.404,0.032066
30,-60,107.822,113.218,0.050045
32.5,-60,106.324,110.237,0.036803
35,-60,105.28,104.665,0.005842
37.5,-60,104.438,105.269,0.007957
40,-60,103.583,107.642,0.039186
42.5,-60,102.639,100.349,0.022311
45,-60,101.554,106.006,0.043839
47.5,-60,100.289,101.605,0.013122
50,-60,98.8192,101.928,0.031459
52.5,-60,97.1626,93.1206,0.0416
55,-60,95.3554,98.3797,0.031716
57.5,-60,93.4353,98.1823,0.050805
60,-60,91.4206,95.33,0.042763
62.5,-60,89.3488,90.0633,0.007997
65,-60,87.2748,92.6147,0.061185
-63.75,-62.5,542.004,533.726,0.015273
-61.25,-62.5,527.94,540.328,0.023465
-58.75,-62.5,512.347,501.295,0.021571
-56.25,-62.5,495.232,488.041,0.01452
-53.75,-62.5,476.931,480.233,0.006923
-51.25,-62.5,458.009,470.627,0.02755
-48.75,-62.5,439.217,446.299,0.016124
-46.25,-62.5,420.937,424.894,0.0094
-43.75,-62.5,403.389,409.669,0.015568
-41.25,-62.5,386.885,393.554,0.017238
-38.75,-62.5,371.412,376.533,0.013788
-36.25,-62.5,356.839,344.665,0.034116
-33.75,-62.5,343.057,347.385,0.012616
-31.25,-62.5,329.899,323.298,0.020009
-28.75,-62.5,317.355,325.64,0.026106
-26.25,-62.5,305.543,308.697,0.010323
-23.75,-62.5,294.359,284.011,0.035154
-21.25,-62.5,283.587,282.505,0.003815
-18.75,-62.5,273.324,270.921,0.008792
-16.25,-62.5,263.423,253.862,0.036295
-13.75,-62.5,253.704,264.421,0.042242
-11.25,-62.5,244.037,233.456,0.043358
-8.75,-62.5,234.319,234.969,0.002774
-6.25,-62.5,224.372,218.257,0.027254
-3.75,-62.5,214.155,218.124,0.018533
-1.25,-62.5,203.549,210.596,0.034621
1.25,-62.5,192.524,186.561,0.030973
3.75,-62.5,181.246,189.501,0.045546
6.25,-62.5,170.031,167.419,0.015362
8.75,-62.5,159.214,149.63,0.060196
11.25,-62.5,149.131,150.969,0.012325
13.75,-62.5,140.087,139.499,0.004197
16.25,-62.5,132.315,136.142,0.028923
18.75,-62.5,126.05,122.485,0.028282
21.25,-62.5,121.231,125.257,0.033209
23.75,-62.5,117.589,117.933,0.002925
26.25,-62.5,114.805,121.853,0.061391
28.75,-62.5,112.831,110.617,0.019622
31.25,-62.5,111.445,116.654,0.046741
33.75,-62.5,110.484,108.334,0.01946
36.25,-62.5,109.74,116.647,0.06294
38.75,-62.5,109.003,102.909,0.055907
41.25,-62.5,108.152,108.797,0.005964
43.75,-62.5,107.148,105.746,0.013085
46.25,-62.5,105.96,102.023,0.037156
48.75,-62.5,104.576,99.2274,0.051146
51.25,-62.5,102.994,103.481,0.004728
53.75,-62.5,101.242,100.92,0.00318
56.25,-62.5,99.3444,95.3898,0.039807
58.75,-62.5,97.2977,100.317,0.031032
61.25,-62.5,95.1395,96.3696,0.012929
-60,-65,524.909,510.857,0.02677
-57.5,-65,506.945,517.712,0.021239
-55,-65,487.665,483.052,0.009459
-52.5,-65,467.764,470.354,0.005537
-50,-65,448.028,440.361,0.017113
-47.5,-65,428.899,436.767,0.018345
-45,-65,410.605,414.204,0.008765
-42.5,-65,393.404,405.22,0.030035
-40,-65,377.352,368.234,0.024163
-37.5,-65,362.221,348.083,0.039031
-35,-65,347.95,358.068,0.029079
-32.5,-65,334.297,324.548,0.029163
-30,-65,321.28,318.357,0.009098
-27.5,-65,309.025,311.255,0.007216
-25,-65,297.447,299.453,0.006744
-22.5,-65,286.293,272.295,0.048894
-20,-65,275.585,274.983,0.002184
-17.5,-65,265.255,274.111,0.033387
-15,-65,255.189,258.071,0.011294
-12.5,-65,245.194,248.653,0.014107
-10,-65,235.166,240.522,0.022775
-7.5,-65,224.99,224.797,0.000858
-5,-65,214.657,211.22,0.016012
-2.5,-65,204.104,206.031,0.009441
0,-65,193.288,191.838,0.007502
2.5,-65,182.335,178.926,0.018696
5,-65,171.602,166.045,0.032383
7.5,-65,161.383,152.316,0.056183
10,-65,151.993,155.632,0.023942
12.5,-65,143.609,140.088,0.024518
15,-65,136.398,137.969,0.011518
17.5,-65,130.563,134.489,0.03007
20,-65,126.042,127.267,0.009719
22.5,-65,122.604,123.574,0.007912
25,-65,119.979,121.302,0.011027
27.5,-65,118.118,115.289,0.023951
30,-65,116.823,119.232,0.020621
32.5,-65,115.931,112.742,0.027508
35,-65,115.236,111.405,0.033245
37.5,-65,114.551,115.848,0.011322
40,-65,113.762,117.467,0.032568
42.5,-65,112.804,116.787,0.035309
45,-65,111.663,112.162,0.004469
47.5,-65,110.327,110.109,0.001976
50,-65,108.807,111.383,0.023675
52.5,-65,107.119,104.179,0.027446
55,-65,105.279,105.431,0.001444
57.5,-65,103.278,102.231,0.010138
-56.25,-67.5,497.894,509.666,0.023644
-53.75,-67.5,477.028,467.858,0.019223
-51.25,-67.5,456.38,452.542,0.00841
-48.75,-67.5,436.455,435.735,0.00165
-46.25,-67.5,417.534,425.446,0.018949
-43.75,-67.5,399.836,406.84,0.017517
-41.25,-67.5,383.276,374.257,0.023531
-38.75,-67.5,367.722,362.492,0.014223
-36.25,-67.5,353.075,351.747,0.003761
-33.75,-67.5,339.094,339.014,0.000236
-31.25,-67.5,325.76,333.359,0.023327
-28.75,-67.5,313.176,308.454,0.015078
-26.25,-67.5,301.234,297.94,0.010935
-23.75,-67.5,289.739,288.809,0.00321
-21.25,-67.5,278.667,280.322,0.005939
-18.75,-67.5,267.899,272.032,0.015427
-16.25,-67.5,257.412,265.64,0.031964
-13.75,-67.5,247.068,239.432,0.030906
-11.25,-67.5,236.715,243.935,0.030501
-8.75,-67.5,226.251,227.761,0.006674
-6.25,-67.5,215.712,208.559,0.03316
-3.75,-67.5,205.07,201.538,0.017223
-1.25,-67.5,194.326,199.884,0.028601
1.25,-67.5,183.593,179.037,0.024816
3.75,-67.5,173.19,172.342,0.004896
6.25,-67.5,163.441,158.357,0.031106
8.75,-67.5,154.617,148.922,0.036833
11.25,-67.5,146.887,150.015,0.021295
13.75,-67.5,140.317,139.537,0.005559
16.25,-67.5,135.031,138.185,0.023358
18.75,-67.5,130.936,132.289,0.010333
21.25,-67.5,127.805,126.405,0.010954
23.75,-67.5,125.394,123.566,0.014578
26.25,-67.5,123.677,118.204,0.044252
28.75,-67.5,122.475,124.625,0.017555
31.25,-67.5,121.642,122.335,0.005697
33.75,-67.5,120.976,121.759,0.006472
36.25,-67.5,120.294,117.406,0.024008
38.75,-67.5,119.511,120.4,0.007439
41.25,-67.5,118.565,117.451,0.009396
43.75,-67.5,117.421,117.81,0.003313
46.25,-67.5,116.092,118.857,0.023817
48.75,-67.5,114.599,112.403,0.019162
51.25,-67.5,112.951,111.355,0.01413
53.75,-67.5,111.151,110.137,0.009123
-52.5,-70,464.306,475.768,0.024686
-50,-70,443.709,434.022,0.021832
-47.5,-70,424.253,417.755,0.015316
-45,-70,406.124,418.193,0.029718
-42.5,-70,389.226,396.327,0.018244
-40,-70,373.354,368.017,0.014295
-37.5,-70,358.446,346.899,0.032214
-35,-70,344.257,349.076,0.013998
-32.5,-70,330.74,332.678,0.00586
-30,-70,317.912,312.948,0.015614
-27.5,-70,305.688,300.185,0.018002
-25,-70,293.857,291.534,0.007905
-22.5,-70,282.436,273.455,0.031798
-20,-70,271.297,264.788,0.023992
-17.5,-70,260.373,253.778,0.025329
-15,-70,249.616,258.979,0.03751
-12.5,-70,238.935,236.992,0.008132
-10,-70,228.162,222.974,0.022738
-7.5,-70,217.357,214.008,0.015408
-5,-70,206.539,202.75,0.018345
-2.5,-70,195.739,192.283,0.017656
0,-70,185.103,188.356,0.017574
2.5,-70,174.926,166.587,0.047672
5,-70,165.499,162.327,0.019166
7.5,-70,157.123,163.068,0.037837
10,-70,149.932,147.256,0.017848
12.5,-70,143.979,147.692,0.025788
15,-70,139.301,139.797,0.003561
17.5,-70,135.744,137.21,0.0108
20,-70,133.043,135.577,0.019046
22.5,-70,130.942,128.665,0.017389
25,-70,129.441,133.033,0.02775
27.5,-70,128.378,129.771,0.010851
30,-70,127.619,125.328,0.017952
32.5,-70,126.982,125.514,0.011561
35,-70,126.291,128.092,0.014261
37.5,-70,125.466,130.498,0.040106
40,-70,124.477,121.983,0.020036
42.5,-70,123.301,123.418,0.000949
45,-70,121.934,123.492,0.012777
47.5,-70,120.41,124.361,0.032813
50,-70,118.748,119.372,0.005255
-48.75,-72.5,430.812,420.78,0.023286
-46.25,-72.5,412.327,404.451,0.019101
-43.75,-72.5,395.182,390.094,0.012875
-41.25,-72.5,379.136,387.288,0.021502
-38.75,-72.5,364.08,374.657,0.029051
-36.25,-72.5,349.778,355.55,0.016502
-33.75,-72.5,336.132,327.983,0.024243
-31.25,-72.5,323.152,329.408,0.019359
-28.75,-72.5,310.699,304.147,0.021088
-26.25,-72.5,298.579,292.632,0.019918
-23.75,-72.5,286.813,282.156,0.016237
-21.25,-72.5,275.322,280.328,0.018182
-18.75,-72.5,264.023,264.71,0.002602
-16.25,-72.5,252.844,246.602,0.024687
-13.75,-72.5,241.766,248.121,0.026286
-11.25,-72.5,230.689,221.734,0.038818
-8.75,-72.5,219.608,228.129,0.038801
-6.25,-72.5,208.555,204.687,0.018547
-3.75,-72.5,197.611,195.09,0.012757
-1.25,-72.5,186.951,188.191,0.006633
1.25,-72.5,176.885,173.718,0.017904
3.75,-72.5,167.685,166.522,0.006936
6.25,-72.5,159.618,156.891,0.017085
8.75,-72.5,152.846,148.539,0.028179
11.25,-72.5,147.395,147.808,0.002802
13.75,-72.5,143.297,135.722,0.052862
16.25,-72.5,140.323,141.405,0.007711
18.75,-72.5,138.143,134.718,0.024793
21.25,-72.5,136.476,136.272,0.001495
23.75,-72.5,135.296,134.998,0.002203
26.25,-72.5,134.451,136.915,0.018326
28.75,-72.5,133.82,134.067,0.001846
31.25,-72.5,133.243,130.542,0.020271
33.75,-72.5,132.554,137.05,0.033918
36.25,-72.5,131.686,134.885,0.024293
38.75,-72.5,130.62,132.254,0.01251
41.25,-72.5,129.361,131.65,0.017695
43.75,-72.5,127.92,126.585,0.010436
46.25,-72.5,126.315,122.4,0.030994
-45,-75,401.185,411.974,0.026893
-42.5,-75,385.065,381.482,0.009305
-40,-75,369.974,360.071,0.026767
-37.5,-75,355.606,351.159,0.012505
-35,-75,341.883,346.752,0.014242
-32.5,-75,328.785,320.634,0.024791
-30,-75,316.163,305.233,0.034571
-27.5,-75,303.796,298.497,0.017443
-25,-75,291.733,300.877,0.031344
-22.5,-75,279.892,282.529,0.009421
-20,-75,268.247,271.44,0.011903
-17.5,-75,256.704,263.826,0.027744
-15,-75,245.224,248.453,0.013168
-12.5,-75,233.779,237.841,0.017375
-10,-75,222.42,212.746,0.043494
-7.5,-75,211.124,210.494,0.002984
-5,-75,199.99,203.316,0.016631
-2.5,-75,189.219,190.849,0.008614
0,-75,179.148,185.707,0.036612
2.5,-75,170.07,169.294,0.004563
5,-75,162.221,161.154,0.006577
7.5,-75,155.734,152.077,0.023482
10,-75,150.668,148.591,0.013785
12.5,-75,147.032,146.633,0.002714
15,-75,144.597,150.314,0.039537
17.5,-75,142.982,136.752,0.043572
20,-75,141.835,145.203,0.023746
22.5,-75,141.087,136.775,0.030563
25,-75,140.563,136.807,0.026721
27.5,-75,140.149,143.016,0.020457
30,-75,139.696,143.399,0.026508
32.5,-75,139.053,136.902,0.015469
35,-75,138.17,135.91,0.016357
37.5,-75,137.038,139.607,0.018747
40,-75,135.674,136.067,0.002897
42.5,-75,134.111,134.21,0.000738
-41.25,-77.5,376.061,385.551,0.025235
-38.75,-77.5,361.695,370.09,0.02321
-36.25,-77.5,347.917,358.182,0.029504
-33.75,-77.5,334.726,335.632,0.002707
-31.25,-77.5,321.96,319.321,0.008197
-28.75,-77.5,309.412,299.257,0.03282
-26.25,-77.5,297.093,295.59,0.005059
-23.75,-77.5,284.952,282.649,0.008082
-21.25,-77.5,272.965,268.266,0.017215
-18.75,-77.5,261.085,269.291,0.03143
-16.25,-77.5,249.263,251.446,0.008758
-13.75,-77.5,237.448,233.132,0.018177
-11.25,-77.5,225.752,221.542,0.018649
-8.75,-77.5,214.211,210.001,0.019654
-6.25,-77.5,202.869,201.098,0.00873
-3.75,-77.5,191.946,194.598,0.013816
-1.25,-77.5,181.801,187.241,0.029923
1.25,-77.5,172.733,176.921,0.024246
3.75,-77.5,164.997,172.044,0.04271
6.25,-77.5,158.709,164.084,0.033867
8.75,-77.5,153.901,150.789,0.020221
11.25,-77.5,150.604,145.796,0.031925
13.75,-77.5,148.591,154.214,0.037842
16.25,-77.5,147.491,148.201,0.004814
18.75,-77.5,146.898,150.998,0.027911
21.25,-77.5,146.661,147.072,0.002802
23.75,-77.5,146.566,147.449,0.006025
26.25,-77.5,146.472,144.182,0.015634
28.75,-77.5,146.236,141.021,0.035662
31.25,-77.5,145.713,148.422,0.018591
33.75,-77.5,144.87,143.845,0.007075
36.25,-77.5,143.708,147.725,0.027953
38.75,-77.5,142.256,137.937,0.030361
-37.5,-80,354.16,359.232,0.014321
-35,-80,340.889,335.954,0.014477
-32.5,-80,328.011,325.102,0.008869
-30,-80,315.31,318.17,0.00907
-27.5,-80,302.802,310.498,0.025416
-25,-80,290.408,282.687,0.026587
-22.5,-80,278.128,282.771,0.016694
-20,-80,265.919,255.683,0.038493
-17.5,-80,253.78,249.699,0.016081
-15,-80,241.648,241.798,0.000621
-12.5,-80,229.617,235.575,0.025948
-10,-80,217.776,220.938,0.01452
-7.5,-80,206.222,204.855,0.006629
-5,-80,195.132,187.951,0.036801
-2.5,-80,184.867,187.825,0.016001
0,-80,175.744,176.242,0.002834
2.5,-80,168.027,165.179,0.01695
5,-80,161.839,163.731,0.011691
7.5,-80,157.195,154.74,0.015618
10,-80,154.12,152.829,0.008377
12.5,-80,152.413,153.763,0.008858
15,-80,151.705,146.431,0.034765
17.5,-80,151.6,152.084,0.003193
20,-80,151.902,147.473,0.029157
22.5,-80,152.313,148.537,0.024791
25,-80,152.644,151.123,0.009964
27.5,-80,152.73,150.462,0.01485
30,-80,152.422,152.555,0.000873
32.5,-80,151.694,146.189,0.03629
35,-80,150.561,155.001,0.02949
-33.75,-82.5,334.233,330.091,0.012393
-31.25,-82.5,321.414,329.164,0.024112
-28.75,-82.5,308.749,310.699,0.006316
-26.25,-82.5,296.171,294.879,0.004362
-23.75,-82.5,283.646,283.661,5.3e-05
-21.25,-82.5,271.16,267.984,0.011713
-18.75,-82.5,258.714,254.031,0.018101
-16.25,-82.5,246.288,239.938,0.025783
-13.75,-82.5,233.968,240.913,0.029684
-11.25,-82.5,221.826,224.6,0.012505
-8.75,-82.5,210.017,212.173,0.010266
-6.25,-82.5,198.755,205.033,0.031587
-3.75,-82.5,188.35,183.758,0.02438
-1.25,-82.5,179.132,176.127,0.016775
1.25,-82.5,171.371,175.564,0.024467
3.75,-82.5,165.192,162.12,0.018597
6.25,-82.5,160.63,162.392,0.010969
8.75,-82.5,157.689,161.354,0.023242
11.25,-82.5,156.166,159.384,0.020606
13.75,-82.5,155.727,155.972,0.001573
16.25,-82.5,155.99,157.597,0.010302
18.75,-82.5,156.759,160.76,0.025523
21.25,-82.5,157.693,154.395,0.020914
23.75,-82.5,158.524,153.461,0.031938
26.25,-82.5,159.036,155.715,0.020882
28.75,-82.5,159.05,161.619,0.016152
31.25,-82.5,158.528,154.476,0.02556
-30,-85,314.866,319.222,0.013834
-27.5,-85,302.137,295.88,0.020709
-25,-85,289.436,281.048,0.028981
-22.5,-85,276.722,278.062,0.004842
-20,-85,264.018,264.215,0.000746
-17.5,-85,251.311,249.165,0.008539
-15,-85,238.724,239.099,0.001571
-12.5,-85,226.326,230.189,0.017068
-10,-85,214.259,220.14,0.027448
-7.5,-85,202.777,209.293,0.032134
-5,-85,192.233,186.982,0.027316
