X_Coord_m,Z_Coord_m,Std_Wenner_Apparent_Resistivity_Ohmm,PseudoDiode_Apparent_Resistivity_Ohmm,Relative_Error
93.75,-27.5,193.528,199.193,0.029272
96.25,-27.5,200.332,200.064,0.001338
98.75,-27.5,206.187,203.332,0.013847
101.25,-27.5,210.713,212.71,0.009477
103.75,-27.5,213.669,212.769,0.004212
106.25,-27.5,215.465,209.164,0.029244
108.75,-27.5,216.238,221.682,0.025176
111.25,-27.5,215.954,215.37,0.002704
113.75,-27.5,215.322,218.793,0.01612
-112.5,-30,447.986,453.59,0.012509
-110,-30,446.805,433.173,0.03051
-107.5,-30,445.296,469.014,0.053263
-105,-30,443.277,465.061,0.049143
-102.5,-30,440.627,417.344,0.052841
-100,-30,437.75,446.803,0.020681
-97.5,-30,434.465,420.359,0.032468
-95,-30,430.585,425.216,0.012469
-92.5,-30,426.424,405.648,0.048721
-90,-30,422.024,404.208,0.042216
-87.5,-30,417.745,421.772,0.00964
-85,-30,413.463,406.034,0.017968
-82.5,-30,409.3,400.812,0.020738
-80,-30,405.626,403.946,0.004142
-77.5,-30,402.478,425.598,0.057444
-75,-30,399.917,406.189,0.015683
-72.5,-30,397.963,408.981,0.027686
-70,-30,396.691,376.668,0.050475
-67.5,-30,395.975,400.763,0.012092
-65,-30,395.82,367.653,0.071161
-62.5,-30,395.599,368.356,0.068865
-60,-30,394.765,406.7,0.030233
-57.5,-30,393.45,406.831,0.034009
-55,-30,391.536,403.688,0.031037
-52.5,-30,388.992,404.572,0.040052
-50,-30,385.577,376.452,0.023666
-47.5,-30,381.196,381.363,0.000438
-45,-30,375.708,372.043,0.009755
-42.5,-30,369.176,370.907,0.004689
-40,-30,361.143,384.709,0.065254
-37.5,-30,351.743,349.875,0.005311
-35,-30,341.694,357.3,0.045672
-32.5,-30,331.645,321.213,0.031455
-30,-30,321.933,339.389,0.054222
-27.5,-30,312.899,316.496,0.011496
-25,-30,305.292,289.524,0.051649
-22.5,-30,299.133,294.353,0.01598
-20,-30,294.151,312.054,0.060863
-17.5,-30,289.906,291.66,0.00605
-15,-30,285.794,301.238,0.054039
-12.5,-30,281.665,266.298,0.054558
-10,-30,277.423,268.664,0.031573
-7.5,-30,272.552,268.231,0.015854
-5,-30,266.249,271.707,0.0205
-2.5,-30,258.812,274.935,0.062296
0,-30,250.29,261.044,0.042966
2.5,-30,240.926,244.165,0.013444
5,-30,231.099,237.532,0.027837
7.5,-30,220.934,213.566,0.033349
10,-30,210.334,207.544,0.013265
12.5,-30,199.739,210.167,0.052208
15,-30,188.92,190.265,0.007119
17.5,-30,177.971,178.322,0.001972
20,-30,167.088,168.989,0.011377
22.5,-30,156.431,158.245,0.011596
25,-30,146.002,144.304,0.01163
27.5,-30,136.352,141.45,0.037389
30,-30,127.536,122.935,0.036076
32.5,-30,119.602,117.518,0.017424
35,-30,112.744,109.578,0.028081
37.5,-30,107.204,108.308,0.010298
40,-30,102.6,95.3829,0.070342
42.5,-30,98.5442,103.062,0.045845
45,-30,95.4426,93.0763,0.024793
47.5,-30,93.2054,87.7494,0.058537
50,-30,91.9232,96.0479,0.044871
52.5,-30,91.3163,93.0016,0.018456
55,-30,91.1738,94.46,0.036043
57.5,-30,91.6188,91.3096,0.003375
60,-30,92.6994,90.8095,0.020387
62.5,-30,94.4615,86.9138,0.079902
65,-30,97.1552,99.6582,0.025763
67.5,-30,100.455,96.7754,0.036629
70,-30,104.665,98.5923,0.05802
72.5,-30,109.953,108.944,0.009177
75,-30,116.318,113.05,0.028095
77.5,-30,124.05,125.538,0.011995
80,-30,132.754,128.942,0.028715
82.5,-30,141.789,140.259,0.010791
85,-30,151.771,157.224,0.035929
87.5,-30,161.97,155.603,0.03931
90,-30,171.933,166.55,0.031309
92.5,-30,181.203,178.88,0.01282
95,-30,189.66,193.226,0.018802
97.5,-30,197.114,192.947,0.02114
100,-30,203.336,200.054,0.016141
102.5,-30,208.358,208.953,0.002856
105,-30,212.103,213.403,0.006129
107.5,-30,214.457,219.92,0.025474
110,-30,215.686,215.794,0.000501
-108.75,-32.5,471.489,453.141,0.038915
-106.25,-32.5,468.711,465.402,0.00706
-103.75,-32.5,465.39,482.39,0.036529
-101.25,-32.5,461.696,476.579,0.032235
-98.75,-32.5,457.821,446.357,0.02504
-96.25,-32.5,453.558,443.013,0.02325
-93.75,-32.5,448.815,452.771,0.008814
-91.25,-32.5,443.877,451.291,0.016703
-88.75,-32.5,439.146,436.614,0.005766
-86.25,-32.5,434.643,425.563,0.020891
-83.75,-32.5,430.393,436.145,0.013365
-81.25,-32.5,426.505,431.048,0.010652
-78.75,-32.5,423.325,433.597,0.024265
-76.25,-32.5,420.866,414.294,0.015615
-73.75,-32.5,419.007,423.193,0.00999
-71.25,-32.5,417.474,407.123,0.024794
-68.75,-32.5,416.245,428.853,0.03029
-66.25,-32.5,415.193,425.57,0.024993
-63.75,-32.5,414.072,405.031,0.021834
-61.25,-32.5,412.314,413.111,0.001933
-58.75,-32.5,409.732,418.566,0.02156
-56.25,-32.5,406.61,418.608,0.029507
-53.75,-32.5,402.884,416.601,0.034047
-51.25,-32.5,398.429,373.669,0.062144
-48.75,-32.5,392.969,382.328,0.027078
-46.25,-32.5,386.4,397.452,0.028602
-43.75,-32.5,378.718,372.677,0.015951
-41.25,-32.5,369.853,349.425,0.055233
-38.75,-32.5,359.825,378.977,0.053226
-36.25,-32.5,349.028,333.328,0.044982
-33.75,-32.5,338.482,335.811,0.007891
-31.25,-32.5,328.57,309.071,0.059345
-28.75,-32.5,319.487,300.094,0.0607
-26.25,-32.5,311.788,318.899,0.022807
-23.75,-32.5,305.66,324.902,0.062952
-21.25,-32.5,300.801,304.673,0.012872
-18.75,-32.5,296.955,301.048,0.013783
-16.25,-32.5,293.42,300.656,0.024661
-13.75,-32.5,289.814,300.233,0.035951
-11.25,-32.5,286.143,281.382,0.016639
-8.75,-32.5,281.805,301.016,0.068171
-6.25,-32.5,276.053,291.895,0.057388
-3.75,-32.5,268.726,261.835,0.025643
-1.25,-32.5,259.878,267.3,0.02856
1.25,-32.5,249.683,238.586,0.044444
3.75,-32.5,238.517,241.97,0.014477
6.25,-32.5,226.868,232.421,0.024477
8.75,-32.5,214.867,214.088,0.003625
11.25,-32.5,202.666,195.208,0.036799
13.75,-32.5,190.441,189.661,0.004096
16.25,-32.5,177.996,188.563,0.059367
18.75,-32.5,165.598,167.678,0.012561
21.25,-32.5,153.712,157.332,0.023551
23.75,-32.5,142.437,142.433,2.8e-05
26.25,-32.5,131.848,126.815,0.038173
28.75,-32.5,122.381,123.281,0.007354
31.25,-32.5,114.081,105.904,0.071677
33.75,-32.5,107.19,110.369,0.029658
36.25,-32.5,101.535,98.0924,0.033906
38.75,-32.5,96.9151,99.7685,0.029442
41.25,-32.5,92.8803,94.709,0.019689
43.75,-32.5,89.7243,92.4907,0.030832
46.25,-32.5,87.4329,82.4685,0.05678
48.75,-32.5,86.0218,81.7651,0.049484
51.25,-32.5,85.1835,89.5189,0.050895
53.75,-32.5,84.8575,85.1896,0.003914
56.25,-32.5,84.9137,88.1523,0.03814
58.75,-32.5,85.5881,81.5061,0.047694
61.25,-32.5,86.8661,85.0106,0.02136
63.75,-32.5,88.7747,91.1335,0.026571
66.25,-32.5,91.4676,84.7362,0.073593
68.75,-32.5,94.8927,90.9594,0.04145
71.25,-32.5,99.2366,100.944,0.017205
73.75,-32.5,104.394,103.939,0.004358
76.25,-32.5,110.751,106.071,0.042257
78.75,-32.5,118.384,123.695,0.044862
81.25,-32.5,127.052,130.041,0.023526
83.75,-32.5,136.133,138.012,0.013803
86.25,-32.5,146.153,143.119,0.020759
88.75,-32.5,156.515,160.688,0.026662
91.25,-32.5,166.61,166.805,0.00117
93.75,-32.5,176.327,174.333,0.011309
96.25,-32.5,185.204,180.612,0.024794
98.75,-32.5,192.892,186.689,0.032158
101.25,-32.5,199.463,197.15,0.011596
103.75,-32.5,205.048,208.18,0.015274
106.25,-32.5,209.219,207.833,0.006625
-105,-35,488.871,489.775,0.001849
-102.5,-35,484.512,496.75,0.025258
-100,-35,479.868,466.688,0.027466
-97.5,-35,475.186,480.984,0.012202
-95,-35,470.185,476.463,0.013352
-92.5,-35,464.825,444.507,0.043711
-90,-35,459.707,436.321,0.050872
-87.5,-35,454.913,462.219,0.01606
-85,-35,450.673,461.565,0.024168
-82.5,-35,446.879,447.409,0.001186
-80,-35,443.62,464.423,0.046894
-77.5,-35,441.157,424.86,0.036941
-75,-35,439.26,456.214,0.038597
-72.5,-35,437.501,436.976,0.0012
-70,-35,435.534,424.63,0.025036
-67.5,-35,433.56,418.233,0.035352
-65,-35,431.376,438.361,0.016192
-62.5,-35,428.567,414.772,0.032189
-60,-35,424.999,396.142,0.067899
-57.5,-35,420.743,404.771,0.037961
-55,-35,415.971,415.324,0.001555
-52.5,-35,410.52,403.399,0.017346
-50,-35,404.127,416.305,0.030134
-47.5,-35,396.505,378.836,0.044562
-45,-35,387.827,390.486,0.006856
-42.5,-35,378.016,363.242,0.039083
-40,-35,367.253,361.772,0.014924
-37.5,-35,355.883,366.384,0.029507
-35,-35,344.707,328.112,0.048142
-32.5,-35,334.395,328.418,0.017874
-30,-35,325.179,336.604,0.035134
-27.5,-35,317.39,326.427,0.028473
-25,-35,311.072,300.909,0.032671
-22.5,-35,306.108,305.468,0.002091
-20,-35,302.239,310.928,0.028749
-17.5,-35,298.866,290.903,0.026644
-15,-35,295.483,284.286,0.037894
-12.5,-35,291.946,297.557,0.019219
-10,-35,287.858,293.967,0.021222
-7.5,-35,282.438,288.131,0.020157
-5,-35,275.526,286.034,0.038138
-2.5,-35,266.772,277.481,0.040143
0,-35,256.411,269.258,0.050103
2.5,-35,244.726,239.343,0.021996
5,-35,232.112,231.883,0.000987
7.5,-35,218.949,213.615,0.024362
10,-35,205.62,202.049,0.017367
12.5,-35,192.179,202.029,0.051254
15,-35,178.74,172.484,0.035001
17.5,-35,165.315,163.803,0.009146
20,-35,152.391,158.765,0.041827
22.5,-35,140.318,140.068,0.001782
25,-35,129.234,120.431,0.068117
27.5,-35,119.145,117.198,0.016341
30,-35,110.381,98.6494,0.106283
32.5,-35,103.174,98.1632,0.048566
35,-35,97.4324,98.1223,0.007081
37.5,-35,92.7014,89.8895,0.030333
40,-35,88.6908,82.7944,0.066483
42.5,-35,85.55,78.7136,0.079911
45,-35,83.2197,80.826,0.028764
47.5,-35,81.7416,81.9926,0.003071
50,-35,80.7925,88.7491,0.098482
52.5,-35,80.2676,77.413,0.035564
55,-35,80.1544,83.2514,0.038638
57.5,-35,80.4225,87.409,0.086872
60,-35,81.2295,79.9419,0.015851
62.5,-35,82.5899,74.8029,0.094285
65,-35,84.4668,85.7372,0.01504
67.5,-35,87.1616,90.0737,0.03341
70,-35,90.5986,94.1312,0.038992
72.5,-35,94.7434,90.3993,0.045851
75,-35,99.7776,97.094,0.026896
77.5,-35,105.949,111.094,0.048561
80,-35,113.42,118.391,0.043828
82.5,-35,121.93,116.424,0.045157
85,-35,130.897,130.825,0.00055
87.5,-35,140.858,137.041,0.027098
90,-35,151.112,154.821,0.024545
92.5,-35,161.379,165.791,0.027339
95,-35,171.259,170.393,0.005057
97.5,-35,180.212,175.631,0.02542
100,-35,188.106,188.426,0.001701
102.5,-35,195.028,198.651,0.018577
-101.25,-37.5,501.339,494.335,0.013971
-98.75,-37.5,496.061,497.92,0.003748
-96.25,-37.5,490.76,481.765,0.018329
-93.75,-37.5,485.304,461.725,0.048586
-91.25,-37.5,479.938,457.453,0.04685
-88.75,-37.5,474.999,489.14,0.029771
-86.25,-37.5,470.659,458.617,0.025585
-83.75,-37.5,466.93,491.071,0.051702
-81.25,-37.5,463.767,459.155,0.009945
-78.75,-37.5,461.083,448.855,0.02652
-76.25,-37.5,458.862,456.025,0.006183
-73.75,-37.5,456.602,479.388,0.049903
-71.25,-37.5,453.971,443.554,0.022946
-68.75,-37.5,451.043,434.311,0.037096
-66.25,-37.5,447.805,447.111,0.00155
-63.75,-37.5,443.962,416.465,0.061935
-61.25,-37.5,439.545,452.132,0.028636
-58.75,-37.5,434.443,446.847,0.028552
-56.25,-37.5,428.684,435.127,0.01503
-53.75,-37.5,422.327,423.696,0.003242
-51.25,-37.5,414.998,431.606,0.040019
-48.75,-37.5,406.523,423.759,0.042399
-46.25,-37.5,396.923,393.414,0.008841
-43.75,-37.5,386.227,368.897,0.04487
-41.25,-37.5,374.641,369.182,0.014571
-38.75,-37.5,362.67,354.475,0.022596
-36.25,-37.5,350.992,357.315,0.018015
-33.75,-37.5,340.115,329.347,0.03166
-31.25,-37.5,330.536,316.338,0.042954
-28.75,-37.5,322.552,318.737,0.011828
-26.25,-37.5,316.014,304.992,0.034878
-23.75,-37.5,310.689,307.142,0.011417
-21.25,-37.5,306.465,319.239,0.041682
-18.75,-37.5,302.736,312.849,0.033405
-16.25,-37.5,299.127,285.247,0.046402
-13.75,-37.5,295.423,311.618,0.05482
-11.25,-37.5,291.167,290.283,0.003036
-8.75,-37.5,285.833,300.522,0.05139
-6.25,-37.5,279.161,282.643,0.012473
-3.75,-37.5,270.863,262.222,0.031902
-1.25,-37.5,260.804,266.094,0.020283
1.25,-37.5,249.235,239.412,0.039413
3.75,-37.5,236.372,231.887,0.018974
6.25,-37.5,222.527,222.497,0.000135
8.75,-37.5,208.327,206.547,0.008544
11.25,-37.5,194.069,190.96,0.01602
13.75,-37.5,179.809,187.256,0.041416
16.25,-37.5,165.77,162.612,0.01905
18.75,-37.5,152.2,145.395,0.044711
21.25,-37.5,139.463,138.923,0.003872
23.75,-37.5,127.923,132.925,0.039102
26.25,-37.5,117.619,121.378,0.031959
28.75,-37.5,108.506,102.855,0.05208
31.25,-37.5,101.002,98.8099,0.021704
33.75,-37.5,95.0097,97.8201,0.02958
36.25,-37.5,90.1827,90.3954,0.002359
38.75,-37.5,86.0578,87.9508,0.021997
41.25,-37.5,82.8811,84.7105,0.022073
43.75,-37.5,80.5127,77.1171,0.042175
46.25,-37.5,78.9435,74.6654,0.054192
48.75,-37.5,77.9127,77.7317,0.002323
51.25,-37.5,77.2715,72.6406,0.05993
53.75,-37.5,76.9505,75.8025,0.014919
56.25,-37.5,77.009,70.2048,0.088356
58.75,-37.5,77.4005,81.4217,0.051953
61.25,-37.5,78.2478,80.5524,0.029453
63.75,-37.5,79.5232,77.5757,0.02449
66.25,-37.5,81.3575,82.3558,0.012271
68.75,-37.5,83.9856,84.9625,0.011632
71.25,-37.5,87.1685,92.6741,0.06316
73.75,-37.5,91.1212,96.6731,0.060929
76.25,-37.5,95.9345,93.1791,0.028722
78.75,-37.5,101.888,99.4157,0.024265
81.25,-37.5,109.097,110.388,0.011834
83.75,-37.5,117.351,117.416,0.000554
86.25,-37.5,126.147,127.013,0.006865
88.75,-37.5,135.853,140.791,0.036348
91.25,-37.5,146.074,141.784,0.029369
93.75,-37.5,156.303,153.997,0.014753
96.25,-37.5,166.074,172.082,0.036177
98.75,-37.5,175.008,179.589,0.026176
-97.5,-40,511.11,491.498,0.038371
-95,-40,505.544,498.502,0.01393
-92.5,-40,500.261,508.047,0.015564
-90,-40,495.265,519.085,0.048095
-87.5,-40,490.849,483.544,0.014882
-85,-40,487.03,473.29,0.028212
-82.5,-40,483.773,508.79,0.051712
-80,-40,480.802,470.21,0.02203
-77.5,-40,477.888,471.458,0.013455
-75,-40,474.876,452.338,0.047461
-72.5,-40,471.539,485.473,0.02955
-70,-40,467.835,478.017,0.021764
-67.5,-40,463.642,464.697,0.002275
-65,-40,458.917,436.104,0.049711
-62.5,-40,453.641,462.955,0.020532
-60,-40,447.877,444.21,0.008188
-57.5,-40,441.455,422.27,0.043459
-55,-40,434.149,429.236,0.011316
-52.5,-40,425.955,421.858,0.009618
-50,-40,416.69,432.109,0.037004
-47.5,-40,406.339,382.724,0.058116
-45,-40,394.817,385.419,0.023803
-42.5,-40,382.446,382.012,0.001135
-40,-40,369.765,383.001,0.035796
-37.5,-40,357.596,360.501,0.008124
-35,-40,346.291,340.002,0.018161
-32.5,-40,336.13,335.695,0.001294
-30,-40,327.66,335.575,0.024156
-27.5,-40,320.771,310.889,0.030807
-25,-40,315.005,317.076,0.006574
-22.5,-40,310.111,324.66,0.046915
-20,-40,305.655,321.732,0.052599
-17.5,-40,301.347,292.974,0.027785
-15,-40,297.124,313.191,0.054075
-12.5,-40,292.506,301.93,0.032218
-10,-40,286.888,280.042,0.023863
-7.5,-40,280.271,285.006,0.016894
-5,-40,272.348,272.565,0.000797
-2.5,-40,262.956,256.374,0.025031
0,-40,251.867,249.716,0.00854
2.5,-40,239.261,232.84,0.026837
5,-40,225.393,233.939,0.037916
7.5,-40,210.813,201.472,0.044309
10,-40,196.014,193.774,0.011428
12.5,-40,181.224,180.221,0.005535
15,-40,166.65,167.396,0.004476
17.5,-40,152.73,143.607,0.059733
20,-40,139.64,149.467,0.070374
22.5,-40,127.734,134.09,0.04976
25,-40,117.219,117.376,0.001339
27.5,-40,108.088,105.543,0.023546
30,-40,100.436,98.1448,0.022813
32.5,-40,94.3,96.5951,0.024338
35,-40,89.3286,88.4684,0.00963
37.5,-40,85.148,90.6535,0.064658
40,-40,81.8286,81.8523,0.00029
42.5,-40,79.3467,84.9805,0.071002
45,-40,77.6407,75.4206,0.028595
47.5,-40,76.4624,76.1636,0.003908
50,-40,75.6864,74.5431,0.015106
52.5,-40,75.2094,73.1269,0.027689
55,-40,75.0294,77.1419,0.028156
57.5,-40,75.1621,76.2235,0.014121
60,-40,75.559,76.428,0.011501
62.5,-40,76.3066,74.1498,0.028265
65,-40,77.4989,77.9735,0.006124
67.5,-40,79.2204,80.899,0.021189
70,-40,81.5674,81.1141,0.005557
72.5,-40,84.5323,90.7942,0.074077
75,-40,88.2344,86.8875,0.015265
77.5,-40,92.7932,96.5836,0.040848
80,-40,98.4597,94.3663,0.041574
82.5,-40,105.352,106.636,0.012188
85,-40,113.319,116.038,0.023994
87.5,-40,121.815,118.36,0.028363
90,-40,131.367,129.105,0.017219
92.5,-40,141.409,137.737,0.025967
95,-40,151.37,153.481,0.013946
-93.75,-42.5,520.802,524.197,0.006519
-91.25,-42.5,515.947,509.91,0.011701
-88.75,-42.5,511.441,518.474,0.013751
-86.25,-42.5,507.398,492.856,0.02866
-83.75,-42.5,503.686,495.75,0.015756
-81.25,-42.5,500.138,497.764,0.004747
-78.75,-42.5,496.51,489.072,0.014981
-76.25,-42.5,492.576,499.117,0.013279
-73.75,-42.5,488.395,485.159,0.006626
-71.25,-42.5,483.971,487.884,0.008085
-68.75,-42.5,479.153,492.349,0.02754
-66.25,-42.5,473.672,459.321,0.030297
-63.75,-42.5,467.698,458.21,0.020287
-61.25,-42.5,461.236,471.473,0.022195
-58.75,-42.5,454.18,449.96,0.009291
-56.25,-42.5,446.274,423.051,0.052038
-53.75,-42.5,437.316,437.589,0.000624
-51.25,-42.5,427.272,426.732,0.001264
-48.75,-42.5,416.159,422.499,0.015235
-46.25,-42.5,403.97,417.659,0.033886
-43.75,-42.5,390.891,393.237,0.006002
-41.25,-42.5,377.55,380.959,0.009029
-38.75,-42.5,364.747,353.429,0.03103
-36.25,-42.5,352.952,363.52,0.029942
-33.75,-42.5,342.323,335.491,0.019958
-31.25,-42.5,333.183,335.416,0.006702
-28.75,-42.5,325.594,329.968,0.013434
-26.25,-42.5,319.151,330.739,0.036309
-23.75,-42.5,313.462,325.851,0.039523
-21.25,-42.5,308.048,321.768,0.044539
-18.75,-42.5,302.792,296.118,0.022042
-16.25,-42.5,297.696,305.665,0.026769
-13.75,-42.5,292.43,280.153,0.041983
-11.25,-42.5,286.442,273.376,0.045615
-8.75,-42.5,279.672,271.431,0.029467
-6.25,-42.5,271.975,284.409,0.045717
-3.75,-42.5,263.052,266.265,0.012214
-1.25,-42.5,252.7,250.332,0.009371
1.25,-42.5,240.736,247.924,0.029858
3.75,-42.5,227.323,238.989,0.051319
6.25,-42.5,212.925,214.989,0.009694
8.75,-42.5,197.972,186.344,0.058736
11.25,-42.5,182.885,173.484,0.051404
13.75,-42.5,168.007,169.596,0.009458
16.25,-42.5,153.758,163.4,0.062709
18.75,-42.5,140.5,135.901,0.032733
21.25,-42.5,128.439,124.472,0.030886
23.75,-42.5,117.774,118.609,0.00709
26.25,-42.5,108.626,105.672,0.027194
28.75,-42.5,101.081,102.956,0.018549
31.25,-42.5,94.9294,95.2056,0.00291
33.75,-42.5,89.9479,86.9763,0.033037
36.25,-42.5,85.7534,86.7808,0.011981
38.75,-42.5,82.4258,89.9731,0.091565
41.25,-42.5,79.8006,77.9246,0.023509
43.75,-42.5,77.9107,76.9763,0.011993
46.25,-42.5,76.517,76.9716,0.005941
48.75,-42.5,75.5098,77.5179,0.026594
51.25,-42.5,74.8254,69.836,0.066681
53.75,-42.5,74.4188,75.7814,0.01831
56.25,-42.5,74.2544,73.113,0.015371
58.75,-42.5,74.3411,79.8088,0.073549
61.25,-42.5,74.6198,73.8085,0.010872
63.75,-42.5,75.2459,76.3286,0.014389
66.25,-42.5,76.2976,75.1979,0.014413
68.75,-42.5,77.7541,75.634,0.027267
71.25,-42.5,79.855,78.4571,0.017505
73.75,-42.5,82.5484,77.1823,0.065005
76.25,-42.5,85.9795,81.692,0.049867
78.75,-42.5,90.2459,90.8673,0.006886
81.25,-42.5,95.5865,94.831,0.007904
83.75,-42.5,102.159,106.284,0.040378
86.25,-42.5,109.765,113.406,0.033171
88.75,-42.5,118.052,118.43,0.003202
91.25,-42.5,127.328,127.582,0.001995
-90,-45,532.438,513.03,0.036451
-87.5,-45,527.948,516.704,0.021298
-85,-45,523.515,512.048,0.021904
-82.5,-45,519.11,532.523,0.025838
-80,-45,514.677,506.257,0.01636
-77.5,-45,509.944,528.069,0.035543
-75,-45,504.87,488.167,0.033084
-72.5,-45,499.724,487.175,0.025112
-70,-45,494.351,506.651,0.024881
-67.5,-45,488.409,477.474,0.022389
-65,-45,481.849,480.747,0.002287
-62.5,-45,474.758,479.198,0.009352
-60,-45,467.056,481.618,0.031178
-57.5,-45,458.634,447.117,0.025112
-55,-45,449.138,441.275,0.017507
-52.5,-45,438.398,424.656,0.031346
-50,-45,426.61,446.073,0.045622
-47.5,-45,413.733,416.406,0.006461
-45,-45,400.053,397.027,0.007564
-42.5,-45,386.095,385.868,0.000588
-40,-45,372.678,382.685,0.026852
-37.5,-45,360.242,345.721,0.040309
-35,-45,349.038,346.149,0.008277
-32.5,-45,339.248,345.115,0.017294
-30,-45,330.737,318.868,0.035887
-27.5,-45,323.29,331.641,0.025831
-25,-45,316.621,312.029,0.014503
-22.5,-45,310.184,318.453,0.026658
-20,-45,303.854,312.65,0.028948
-17.5,-45,297.734,288.488,0.031055
-15,-45,291.615,295.237,0.01242
-12.5,-45,285.113,288.986,0.013584
-10,-45,278.141,269.274,0.03188
-7.5,-45,270.409,269.559,0.003143
-5,-45,261.793,257.208,0.017514
-2.5,-45,252.017,256.313,0.017046
0,-45,240.891,243.741,0.011831
2.5,-45,228.271,233.913,0.024716
5,-45,214.47,203.213,0.052488
7.5,-45,199.827,197.962,0.009333
10,-45,184.722,182.319,0.013009
12.5,-45,169.696,167.135,0.015092
15,-45,155.303,160.847,0.035698
17.5,-45,141.879,138.34,0.024944
20,-45,129.777,122.831,0.053523
22.5,-45,119.1,120.433,0.011192
25,-45,109.955,108.583,0.012478
27.5,-45,102.508,96.7515,0.056157
30,-45,96.5483,96.4143,0.001388
32.5,-45,91.6529,94.5533,0.031645
35,-45,87.5588,90.9634,0.038884
37.5,-45,84.2995,84.6485,0.00414
40,-45,81.7223,82.1652,0.00542
42.5,-45,79.7187,72.3921,0.091906
45,-45,78.1313,70.4799,0.09793
47.5,-45,76.8564,79.3686,0.032687
50,-45,75.8615,78.9041,0.040107
52.5,-45,75.1467,71.8905,0.043331
55,-45,74.6676,67.3854,0.097528
57.5,-45,74.3935,67.2065,0.096608
60,-45,74.3088,73.3478,0.012933
62.5,-45,74.4336,70.8687,0.047894
65,-45,74.8964,71.6645,0.043152
67.5,-45,75.68,71.8475,0.050641
70,-45,76.8924,81.1055,0.054792
72.5,-45,78.7122,75.6914,0.038378
75,-45,81.1222,82.8439,0.021224
77.5,-45,84.2528,81.7232,0.030024
80,-45,88.2073,89.3098,0.012499
82.5,-45,93.2402,93.7313,0.005267
85,-45,99.4412,96.4148,0.030434
87.5,-45,106.757,105.05,0.01599
-86.25,-47.5,543.192,559.989,0.030923
-83.75,-47.5,537.868,525.324,0.023322
-81.25,-47.5,532.49,519.591,0.024224
-78.75,-47.5,526.987,516.015,0.02082
-76.25,-47.5,521.259,510.176,0.021262
-73.75,-47.5,515.399,529.209,0.026795
-71.25,-47.5,509.474,519.347,0.019379
-68.75,-47.5,503.1,517.098,0.027823
-66.25,-47.5,496.134,496.439,0.000615
-63.75,-47.5,488.508,496.264,0.015877
-61.25,-47.5,480.301,465.201,0.031439
-58.75,-47.5,471.314,461.872,0.020033
-56.25,-47.5,461.322,447.369,0.030246
-53.75,-47.5,450.097,471.571,0.04771
-51.25,-47.5,437.667,449.034,0.025972
-48.75,-47.5,424.193,409.025,0.035757
-46.25,-47.5,409.929,389.563,0.049682
-43.75,-47.5,395.398,409.531,0.035744
-41.25,-47.5,381.339,398.53,0.045081
-38.75,-47.5,368.244,368.347,0.00028
-36.25,-47.5,356.286,348.619,0.021519
-33.75,-47.5,345.682,339.006,0.019313
-31.25,-47.5,336.215,339.492,0.009747
-28.75,-47.5,327.589,328.275,0.002094
-26.25,-47.5,319.738,319.694,0.000138
-23.75,-47.5,312.225,304.286,0.025427
-21.25,-47.5,304.809,311.481,0.021889
-18.75,-47.5,297.632,310.518,0.043295
-16.25,-47.5,290.639,297.396,0.023249
-13.75,-47.5,283.5,286.099,0.009168
-11.25,-47.5,276.15,272.173,0.014402
-8.75,-47.5,268.308,275.476,0.026716
-6.25,-47.5,259.786,251.543,0.03173
-3.75,-47.5,250.437,252.477,0.008146
-1.25,-47.5,240.015,230.452,0.039843
1.25,-47.5,228.316,217.462,0.047539
3.75,-47.5,215.351,206.123,0.042851
6.25,-47.5,201.344,208.068,0.033396
8.75,-47.5,186.612,180.409,0.03324
11.25,-47.5,171.662,165.754,0.034416
13.75,-47.5,157.214,158.873,0.010552
16.25,-47.5,143.747,139.02,0.032884
18.75,-47.5,131.614,125.66,0.045238
21.25,-47.5,121.007,121.808,0.006619
23.75,-47.5,111.942,111.559,0.003421
26.25,-47.5,104.583,104.367,0.002065
28.75,-47.5,98.7852,99.7612,0.00988
31.25,-47.5,94.1388,103.216,0.096424
33.75,-47.5,90.2175,92.1446,0.021361
36.25,-47.5,87.1153,83.5884,0.040485
38.75,-47.5,84.6556,86.8352,0.025747
41.25,-47.5,82.7361,83.763,0.012412
43.75,-47.5,81.1017,78.1551,0.036332
46.25,-47.5,79.6709,79.0731,0.007503
48.75,-47.5,78.3958,77.1678,0.015664
51.25,-47.5,77.3111,75.0701,0.028987
53.75,-47.5,76.4403,73.3687,0.040183
56.25,-47.5,75.7576,76.4036,0.008527
58.75,-47.5,75.2457,74.3513,0.011886
61.25,-47.5,74.9525,77.1135,0.028832
63.75,-47.5,74.8773,79.2228,0.058035
66.25,-47.5,75.0567,71.2658,0.050507
68.75,-47.5,75.5824,69.7491,0.077178
71.25,-47.5,76.5196,77.9295,0.018425
73.75,-47.5,78.0503,79.366,0.016857
76.25,-47.5,80.1633,82.7196,0.031889
78.75,-47.5,82.9876,88.0974,0.061573
81.25,-47.5,86.6455,86.4731,0.00199
83.75,-47.5,91.3207,88.346,0.032574
-82.5,-50,550.167,545.158,0.009105
-80,-50,543.892,541.214,0.004924
-77.5,-50,537.561,551.888,0.026652
-75,-50,531.22,528.731,0.004685
-72.5,-50,524.72,519.8,0.009376
