# File: UnstructuredGrid_Inversion_L2_Fine_Iter10.dat
# (No specific header documentation)

-158.631	-1.26602	167.157	0	
-156.705	-0.937754	204.293	0	
-60.3125	-0.183316	203.884	0	
36.875	-0.165467	229.348	0	
-213.227	-102.814	332.387	0	
-223.159	-85.885	340.349	0	
135.171	-0.248238	244.145	0	
38.0959	-0.539571	224.401	0	
-168.679	-38.5924	646.623	0	
-59.8958	-0.422952	211.75	0	
-114.636	-2.41546	188.322	0	
-195.896	-32.0512	428.409	0	
-86.1261	-2.20771	187.126	0	
-160.041	-25.8446	697.017	0	
-158.223	-23.0259	711.543	0	
-109.874	-1.72535	197.368	0	
-131.495	-35.3874	1074.87	0	
-60.7671	-2.6029	195.771	0	
-135.496	-1.93261	195.591	0	
-148.91	-7.49764	296.244	0	
-147.493	-0.731718	222.394	0	
-143.155	-2.48889	195.002	0	
-144.282	-2.31497	199.527	0	
-128.676	-3.45653	179.844	0	
-151.12	-4.39359	223.876	0	
-155.062	-2.57386	216.364	0	
-145.167	-11.1576	466.259	0	
-151.679	-3.09646	212.266	0	
-157.698	-15.8758	576.079	0	
134.442	-0.463996	217.45	0	
-17.1364	-2.41546	195.987	0	
-155.723	-3.30595	216.937	0	
-41.1617	-1.89705	192.97	0	
-154.225	-2.87256	217.276	0	
-152.924	-3.87335	223.085	0	
-12.9102	-2.00366	209.311	0	
-149.521	-2.42138	207.491	0	
35.327	-1.2985	220.381	0	
-37.3741	-1.72535	195.211	0	
-168.438	-2.16781	302.295	0	
-48.2002	-1.42805	199.839	0	
-165.794	-1.53592	269.949	0	
-163.17	-3.68707	244.697	0	
-57.2502	-2.63512	194.37	0	
-165.809	-4.4528	294.219	0	
-55.9972	-2.7247	193.961	0	
-156.681	-8.63815	353.165	0	
-55.3684	-3.09307	194.342	0	
-63.125	-0.721791	203.795	0	
-162.295	-1.51639	205.455	0	
-83.7351	-0.737194	197.45	0	
-60.7641	-1.92569	197.544	0	
-155.447	-1.61875	216.1	0	
-76.5624	-1.25709	199.1	0	
-161.956	-1.1798	205.711	0	
-65.3125	-0.168989	201.762	0	
85.1796	-0.274425	184.376	0	
-154.583	-0.301598	257.416	0	
61.4296	-0.274425	210.963	0	
-151.824	-0.5737	236.667	0	
-151.425	-1.17054	224.999	0	
44.3021	-1.82391	209.552	0	
-153.125	-0.165467	218.054	0	
55.5266	-1.6529	196.858	0	
-156.387	-1.22875	209.318	0	
78.3054	-3.8633	202.864	0	
-160.766	-2.42975	198.912	0	
-55.3336	-1.60992	199.517	0	
-150.349	-0.895475	227.624	0	
-152.938	-1.63179	219.481	0	
36.9179	-5.18859	213.92	0	
-148.122	-0.734698	222.316	0	
38.2504	-3.79368	209.825	0	
-145.682	-0.559886	233.064	0	
-147.188	-0.177641	230.311	0	
42.6714	-0.248238	214.649	0	
39.5494	-2.43721	211.166	0	
-144.375	-0.165467	209.477	0	
34.375	-0.721791	226.643	0	
-142.241	-0.150188	214.269	0	
-140.129	-0.579787	222.791	0	
31.8711	-0.968654	217.869	0	
-141.076	-0.610333	225.609	0	
40.0765	-1.33326	219.481	0	
-144.666	-0.64244	218.16	0	
41.25	-0.332561	231.061	0	
14.7598	-0.555142	192.135	0	
-135.624	-0.735515	216.737	0	
140.283	-3.23265	206.346	0	
-134.062	-0.18026	209.679	0	
-133.448	-0.653582	218.831	0	
144.565	-3.44103	205.467	0	
-135.325	-0.923951	211.62	0	
148.771	-1.96789	213.848	0	
138.925	-1.74918	210.531	0	
-131.875	-0.165467	195.105	0	
136.951	-1.8827	203.089	0	
-124.688	-0.119818	206.46	0	
-128.231	-0.881992	210.889	0	
138.128	-0.734698	227.411	0	
-131.672	-0.963615	207.942	0	
138.851	-0.785793	230.219	0	
-132.169	-1.2803	206.166	0	
145.213	-0.219612	224.237	0	
-139.882	-0.743966	214.32	0	
21.5202	-1.36247	197.454	0	
