Œ¬ƒ…≈≈¡–£®¶¡£©
3.00000000
1
4605
1
0
135.00000000 90.00000000 201.36313349
130.50000000 87.00000000 283.75241267
126.00000000 84.00000000 285.76447181
121.50000000 81.00000000 355.61420057
117.00000000 78.00000000 354.61398569
112.50000000 75.00000000 405.00599206
108.00000000 72.00000000 420.70665848
103.50000000 69.00000000 361.92675659
99.00000000 66.00000000 346.44387636
94.50000000 63.00000000 374.11481629
90.00000000 60.00000000 471.02027304
85.50000000 57.00000000 394.50051248
81.00000000 54.00000000 452.65960818
76.50000000 51.00000000 525.85446845
72.00000000 48.00000000 580.78148189
67.50000000 45.00000000 671.32769246
63.00000000 42.00000000 597.04110007
58.50000000 39.00000000 665.31240278
54.00000000 36.00000000 628.58085717
49.50000000 33.00000000 592.47990545
45.00000000 30.00000000 633.06934050
40.50000000 27.00000000 709.95272595
36.00000000 24.00000000 776.83195991
31.50000000 21.00000000 780.69089320
27.00000000 18.00000000 562.71279431
22.50000000 15.00000000 449.11984530
18.00000000 12.00000000 445.19962570
13.50000000 9.00000000 817.34126431
9.00000000 6.00000000 983.92828365
4.50000000 3.00000000 1740.03267078
138.00000000 90.00000000 193.60767759
133.50000000 87.00000000 331.45301247
129.00000000 84.00000000 315.61645946
124.50000000 81.00000000 287.49027102
120.00000000 78.00000000 363.51165703
115.50000000 75.00000000 415.67160472
111.00000000 72.00000000 481.94329485
106.50000000 69.00000000 376.40211259
102.00000000 66.00000000 388.58709137
97.50000000 63.00000000 379.42896896
93.00000000 60.00000000 396.18304778
88.50000000 57.00000000 453.03343076
84.00000000 54.00000000 478.99007659
79.50000000 51.00000000 488.45959815
75.00000000 48.00000000 620.84626243
70.50000000 45.00000000 622.56014568
66.00000000 42.00000000 616.46156436
61.50000000 39.00000000 654.60130813
57.00000000 36.00000000 654.94240820
52.50000000 33.00000000 613.73092371
48.00000000 30.00000000 615.52169112
43.50000000 27.00000000 709.45602124
39.00000000 24.00000000 735.03141965
34.50000000 21.00000000 849.29255131
30.00000000 18.00000000 643.13007259
25.50000000 15.00000000 522.44433879
21.00000000 12.00000000 446.74342294
16.50000000 9.00000000 486.79206392
12.00000000 6.00000000 810.03521960
7.50000000 3.00000000 976.53859837
141.00000000 90.00000000 163.15294331
136.50000000 87.00000000 215.00453060
132.00000000 84.00000000 283.19660719
127.50000000 81.00000000 281.76073945
123.00000000 78.00000000 338.97994932
118.50000000 75.00000000 433.22683902
114.00000000 72.00000000 455.77056562
109.50000000 69.00000000 394.55015012
105.00000000 66.00000000 367.83486284
100.50000000 63.00000000 348.51484380
96.00000000 60.00000000 410.70309182
91.50000000 57.00000000 473.25080804
87.00000000 54.00000000 447.71631656
82.50000000 51.00000000 482.70694851
78.00000000 48.00000000 527.40638164
73.50000000 45.00000000 584.30940510
69.00000000 42.00000000 627.48915294
64.50000000 39.00000000 602.76458112
60.00000000 36.00000000 635.59047678
55.50000000 33.00000000 619.92211385
51.00000000 30.00000000 585.45880644
46.50000000 27.00000000 649.77129783
42.00000000 24.00000000 737.77719978
37.50000000 21.00000000 802.68052110
33.00000000 18.00000000 871.50985184
28.50000000 15.00000000 649.32499857
24.00000000 12.00000000 404.78477097
19.50000000 9.00000000 355.55180708
15.00000000 6.00000000 556.79091940
10.50000000 3.00000000 1044.61192921
144.00000000 90.00000000 156.97267397
139.50000000 87.00000000 226.34795308
135.00000000 84.00000000 293.72490047
130.50000000 81.00000000 283.28694232
126.00000000 78.00000000 386.97555025
121.50000000 75.00000000 350.57883389
117.00000000 72.00000000 400.30335336
112.50000000 69.00000000 494.80830064
108.00000000 66.00000000 364.14947143
103.50000000 63.00000000 350.87384816
99.00000000 60.00000000 343.16939420
94.50000000 57.00000000 416.47630260
90.00000000 54.00000000 407.47924541
85.50000000 51.00000000 445.18128061
81.00000000 48.00000000 497.57761548
76.50000000 45.00000000 554.00896072
72.00000000 42.00000000 638.79093631
67.50000000 39.00000000 544.15871179
63.00000000 36.00000000 570.83937617
58.50000000 33.00000000 551.86210680
54.00000000 30.00000000 567.43081274
49.50000000 27.00000000 561.66688073
45.00000000 24.00000000 646.84258202
40.50000000 21.00000000 748.78769607
36.00000000 18.00000000 810.58415236
31.50000000 15.00000000 646.49757720
27.00000000 12.00000000 582.18499772
22.50000000 9.00000000 350.03619470
18.00000000 6.00000000 321.11010385
13.50000000 3.00000000 399.50369889
147.00000000 90.00000000 198.03831295
142.50000000 87.00000000 212.48626868
138.00000000 84.00000000 379.22739709
133.50000000 81.00000000 372.50150526
129.00000000 78.00000000 317.89082516
124.50000000 75.00000000 391.92864788
120.00000000 72.00000000 449.84379115
115.50000000 69.00000000 496.54498419
111.00000000 66.00000000 397.07662785
106.50000000 63.00000000 400.74053318
102.00000000 60.00000000 365.64807211
97.50000000 57.00000000 398.20074659
93.00000000 54.00000000 478.42254265
88.50000000 51.00000000 529.34339575
84.00000000 48.00000000 522.25671834
79.50000000 45.00000000 602.43233384
75.00000000 42.00000000 636.47462882
70.50000000 39.00000000 665.02708136
66.00000000 36.00000000 635.27213166
61.50000000 33.00000000 612.41552017
57.00000000 30.00000000 582.59703380
52.50000000 27.00000000 623.74123664
48.00000000 24.00000000 669.39724853
43.50000000 21.00000000 807.94446079
39.00000000 18.00000000 986.78282541
34.50000000 15.00000000 903.28829704
30.00000000 12.00000000 791.10077278
25.50000000 9.00000000 521.04070265
21.00000000 6.00000000 274.63908244
16.50000000 3.00000000 408.01536135
150.00000000 90.00000000 234.24819962
145.50000000 87.00000000 252.53511740
141.00000000 84.00000000 294.10930408
136.50000000 81.00000000 343.28618830
132.00000000 78.00000000 322.55196191
127.50000000 75.00000000 396.12706660
123.00000000 72.00000000 467.22827329
118.50000000 69.00000000 496.47824252
114.00000000 66.00000000 510.05393668
109.50000000 63.00000000 417.71358992
105.00000000 60.00000000 421.33244667
100.50000000 57.00000000 419.61886197
96.00000000 54.00000000 454.66025102
91.50000000 51.00000000 496.19123252
87.00000000 48.00000000 534.88894837
82.50000000 45.00000000 597.06500591
78.00000000 42.00000000 629.42703622
73.50000000 39.00000000 666.89199469
69.00000000 36.00000000 631.59721599
64.50000000 33.00000000 633.14793518
60.00000000 30.00000000 624.65483712
55.50000000 27.00000000 604.73880083
51.00000000 24.00000000 689.71113903
46.50000000 21.00000000 747.19053389
42.00000000 18.00000000 866.71656997
37.50000000 15.00000000 977.11746004
33.00000000 12.00000000 786.12156842
28.50000000 9.00000000 752.03104475
24.00000000 6.00000000 381.12558879
